BuckleyID	BuckleySeq	NFixDBID	NFixDBSeq	%Identity	AlnLength	Mismatches	GapOpens	QueryStart	QueryEnd	SeqStart	SeqEnd	EValue	Score
CP002792_1	nifH	JAGSYV010000023.1_39	anfH	72	223	56	1	1	217	1	223	9.02e-107	845
CP002985_1	nifH	JAKAVW010000005.1_23	vnfH	88	295	28	2	1	294	1	290	1.45e-173	1340
CP002987_1	nifH	JAEWSD010000176.1_20	vnfH	84	273	42	1	1	272	1	273	2.49e-154	1197
CP003065_1	nifH	JAEWSD010000176.1_20	vnfH	69	273	40	1	1	228	1	273	6.45e-117	921
CP003107_1	nifH	NZ_CP009288.1_4446	vnfH	84	294	41	2	1	287	1	294	6e-161	1248
CP003108_1	nifH	NZ_AP018449.1_2668	vnfH	62	284	42	2	1	219	1	284	6.21e-106	841
CP003153_1	nifH	NZ_CP064782.1_76	vnfH	90	291	28	1	1	290	1	291	9.72e-174	1341
CP003220_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	88	275	31	1	1	274	1	275	8.18e-163	1259
CP003221_1	nifH	DNPP01000068.1_28	vnfH	84	274	43	1	1	273	1	274	4.28e-156	1210
CP003242_1	nifH	QKFD01000024.1_189	vnfH	78	259	34	1	1	235	1	259	1.09e-127	999
CP003243_1	nifH	NZ_UPPP01000074.1_60	vnfH	74	275	36	2	1	240	1	275	1.57e-129	1014
CP003244_1	nifH	NZ_JACHXI010000010.1_82	vnfH	87	291	36	2	1	290	1	290	2.21e-168	1302
CP003259_1	nifH	NZ_MZGX01000024.1_42	vnfH	94	273	15	1	1	272	1	273	3.45e-169	1305
CT573213_1	nifH	NZ_JACJRQ010000032.1_53	vnfH	77	297	58	3	1	286	1	297	8.63e-150	1167
CU459003_1	nifH	NZ_JAGTUF010000021.1_45	vnfH	99	293	2	1	1	292	1	293	1.27e-190	1464
CU633751_1	nifH	NZ_AJTV01000023.1_11	vnfH	88	292	35	1	1	292	1	291	1.09e-170	1319
D00666_1	nifH	NZ_AJLK01000041.1_8	vnfH	85	295	44	0	1	295	1	295	4.94e-167	1293
D26284_1	nifH	DBMP01000029.1_90	vnfH	36	274	17	2	1	115	1	274	4.09e-37	327
D26285_1	nifH	DNPP01000068.1_28	vnfH	36	274	16	2	1	115	1	274	8.26e-40	347
D26287_1	nifH	DNPP01000068.1_28	vnfH	35	274	19	2	1	115	1	274	7.59e-37	325
D26288_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	35	275	19	3	1	114	1	275	4.95e-34	304
D26289_1	nifH	DNPP01000068.1_28	vnfH	35	274	19	2	1	115	1	274	1.04e-36	324
D26291_1	nifH	QKFD01000024.1_189	vnfH	24	259	9	2	1	70	1	259	2.43e-09	109
D26292_1	nifH	DNPP01000068.1_28	vnfH	37	274	14	2	1	115	1	274	6.88e-41	355
D26294_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	34	276	22	3	1	116	1	275	3.83e-34	305
D26299_1	nifH	QKFD01000024.1_189	vnfH	24	259	8	2	1	70	1	259	2.91e-10	116
D26304_1	nifH	QKFD01000024.1_189	vnfH	22	259	11	2	1	69	1	259	1.62e-06	87
D83084_1	nifH	OMUY01000016.1_113	nflH	25	251	45	2	1	107	1	251	6.93e-20	202
D83087_1	nifH	NC_009706.1_1010	vnfH	35	272	18	2	1	112	1	272	4.36e-36	319
D83091_1	nifH	NC_009706.1_1010	vnfH	38	272	10	2	1	112	1	272	3.97e-40	349
D83095_1	nifH	NC_009706.1_1010	vnfH	40	272	24	2	1	134	1	272	2.97e-51	433
D83096_1	nifH	NZ_MZGX01000024.1_42	vnfH	33	273	11	2	1	101	1	273	4.74e-32	288
D83097_1	nifH	DBTU01000011.1_44	vnfH	45	272	11	2	1	134	1	272	9.72e-59	488
D83099_1	nifH	NC_009706.1_1010	vnfH	40	272	24	2	1	134	1	272	7.58e-51	430
D83100_1	nifH	DBTU01000011.1_44	vnfH	34	272	11	2	1	103	1	272	4.84e-34	303
D83101_1	nifH	NZ_CP009268.1_1381	vnfH	33	272	14	2	1	103	1	272	3.62e-32	289
D83102_1	nifH	JAGSYV010000023.1_39	anfH	23	224	36	4	1	89	1	223	6.73e-12	132
D83112_1	nifH	NZ_MZGX01000024.1_42	vnfH	48	273	8	2	1	140	1	273	4.09e-64	528
D83114_1	nifH	LR991653.1_116	nflH	30	277	38	2	1	122	1	277	1.94e-31	292
D83118_1	nifH	JAGSYV010000023.1_39	anfH	29	223	18	2	1	82	1	223	2.69e-20	198
D83121_1	nifH	NZ_JAIZZK010000011.1_66	vnfH	42	273	25	2	1	140	1	273	3.24e-53	448
D83122_1	nifH	NC_009706.1_1010	vnfH	44	272	21	2	1	140	1	272	1.73e-56	472
DQ002937_1	nifH	PMBV01000232.1_5	vnfH	41	226	13	2	1	105	1	226	5.8e-41	352
DQ059339_1	nifH	PMBV01000232.1_5	vnfH	49	226	17	2	1	127	1	226	6.71e-57	471
DQ059340_1	nifH	PMBV01000232.1_5	vnfH	29	227	61	4	1	127	1	226	5.03e-20	197
DQ059347_1	nifH	PMBV01000232.1_5	vnfH	50	226	14	2	1	127	1	226	1.02e-57	477
DQ059349_1	nifH	NZ_SSOD01000019.1_89	vnfH	41	295	7	2	1	128	1	295	1.11e-51	437
DQ059352_1	nifH	PMBV01000232.1_5	vnfH	49	226	17	2	1	127	1	226	2.36e-56	467
DQ059354_1	nifH	PMBV01000232.1_5	vnfH	25	229	66	5	1	127	1	226	6.51e-12	132
DQ059357_1	nifH	PMBV01000232.1_5	vnfH	47	226	21	2	1	127	1	226	3.59e-54	451
DQ059362_1	nifH	PMBV01000232.1_5	vnfH	51	226	12	2	1	127	1	226	2.34e-59	489
DQ059369_1	nifH	PMBV01000232.1_5	vnfH	50	226	15	2	1	127	1	226	6.71e-57	471
DQ059372_1	nifH	PMCK01000495.1_5	vnfH	37	293	20	2	1	128	1	293	2.07e-46	398
DQ059374_1	nifH	PMBV01000232.1_5	vnfH	47	226	20	2	1	127	1	226	7.47e-55	456
DQ059378_1	nifH	PMCK01000495.1_5	vnfH	38	293	17	2	1	128	1	293	3.6e-48	411
DQ062517_1	nifH	QKFD01000024.1_189	vnfH	33	259	9	2	1	94	1	259	2.39e-30	274
DQ062524_1	nifH	QKFD01000024.1_189	vnfH	37	259	12	2	1	108	1	259	3.44e-39	341
DQ062528_1	nifH	NZ_AJLK01000041.1_8	vnfH	35	295	4	2	1	107	1	295	6.29e-37	326
DQ062534_1	nifH	PMBV01000232.1_5	vnfH	27	226	13	3	1	75	1	226	2.46e-16	164
DQ077975_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	41	275	6	2	1	120	1	275	7.54e-51	429
DQ077984_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	36	275	20	2	1	120	1	275	1.4e-42	368
DQ077987_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	39	275	13	2	1	120	1	275	2.27e-46	396
DQ078011_1	nifH	DHWU01000017.1_21	anfH	38	249	14	3	1	111	1	247	4.47e-36	320
DQ078014_1	nifH	DHWU01000017.1_21	anfH	42	249	13	3	1	120	1	247	4e-46	395
DQ078018_1	nifH	DBMP01000029.1_90	vnfH	39	274	14	2	1	120	1	274	2.4e-44	381
DQ078021_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	39	275	14	2	1	120	1	275	1.08e-45	391
DQ078022_1	nifH	DHWU01000017.1_21	anfH	37	249	16	3	1	111	1	247	6.09e-36	319
DQ078025_1	nifH	DHWU01000017.1_21	anfH	38	249	15	3	1	111	1	247	2e-37	330
DQ078026_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	41	275	8	2	1	120	1	275	2.35e-49	418
DQ078029_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	40	275	9	2	1	120	1	275	5.35e-48	408
DQ078032_1	nifH	DHWU01000017.1_21	anfH	37	249	16	3	1	111	1	247	8.31e-36	318
DQ078034_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	38	275	16	2	1	120	1	275	1.03e-42	369
DQ078036_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	33	275	10	2	1	100	1	275	4.75e-30	273
DQ078041_1	nifH	QKFD01000024.1_189	vnfH	42	259	3	2	1	111	1	259	1.62e-45	388
DQ078044_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	41	275	8	2	1	120	1	275	2.35e-49	418
DQ078045_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	38	275	15	2	1	120	1	275	3.76e-45	387
DQ078048_1	nifH	PMBV01000232.1_5	vnfH	42	226	25	2	1	119	1	226	2.79e-45	385
DQ078049_1	nifH	PMBV01000232.1_5	vnfH	37	226	27	2	1	110	1	226	4.92e-36	316
DQ078051_1	nifH	QKFD01000024.1_189	vnfH	37	259	13	3	1	110	1	259	1.26e-38	337
DQ078056_1	nifH	QKFD01000024.1_189	vnfH	40	259	16	3	1	119	1	259	7e-45	384
DQ078061_1	nifH	QKFD01000024.1_189	vnfH	36	259	16	3	1	110	1	259	9.71e-37	323
DQ078073_1	nifH	QKFD01000024.1_189	vnfH	36	259	16	3	1	110	1	259	5.45e-35	310
DQ078088_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	38	275	16	2	1	120	1	275	4.03e-43	372
DQ078751_1	nifH	NZ_AJLK01000041.1_8	vnfH	74	304	65	2	1	299	1	295	5.52e-145	1133
DQ088682_1	nifH	NZ_CP040272.1_833	vnfH	34	293	8	2	1	107	1	293	9.98e-34	302
DQ088683_1	nifH	NZ_JAECZA010000084.1_3	vnfH	33	297	4	2	1	103	1	297	8.18e-33	295
DQ088686_1	nifH	PMBV01000232.1_5	vnfH	35	226	14	2	1	93	1	226	5.8e-29	262
DQ098166_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	41	275	8	2	1	120	1	275	9.21e-50	421
DQ098176_1	nifH	JALNZQ010000139.1_2	nflH	31	271	5	2	1	88	1	271	6.61e-24	232
DQ098180_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	38	275	6	2	1	111	1	275	3.38e-41	357
DQ098182_1	nifH	DHWU01000017.1_21	anfH	24	247	4	2	1	63	1	247	2.44e-08	103
DQ098183_1	nifH	DHWU01000017.1_21	anfH	41	249	17	3	1	120	1	247	2.32e-44	382
DQ098184_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	42	275	5	2	1	120	1	275	8.44e-52	436
DQ098185_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	42	275	4	2	1	120	1	275	4.03e-51	431
DQ098188_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	40	275	11	2	1	120	1	275	3.49e-47	402
DQ098190_1	nifH	DBMP01000029.1_90	vnfH	38	274	16	2	1	120	1	274	1.55e-43	375
DQ098191_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	42	275	5	2	1	120	1	275	2.16e-51	433
DQ098194_1	nifH	DHWU01000017.1_21	anfH	42	249	13	3	1	120	1	247	4e-46	395
DQ098195_1	nifH	DBMP01000029.1_90	vnfH	34	274	17	2	1	111	1	274	1.79e-34	307
DQ098197_1	nifH	QKFD01000024.1_189	vnfH	33	259	14	3	1	100	1	259	6.95e-28	256
DQ098198_1	nifH	DHWU01000017.1_21	anfH	30	249	11	3	1	88	1	247	8.02e-22	211
DQ098199_1	nifH	QKFD01000024.1_189	vnfH	34	259	11	2	1	100	1	259	1.09e-32	292
DQ098203_1	nifH	QKFD01000024.1_189	vnfH	34	259	11	2	1	100	1	259	2.34e-33	297
DQ098204_1	nifH	DBMP01000029.1_90	vnfH	31	274	12	2	1	97	1	274	1.43e-27	254
DQ098205_1	nifH	PMBV01000232.1_5	vnfH	39	226	10	2	1	99	1	226	4.17e-37	323
DQ098206_1	nifH	NZ_CP044205.1_988	vnfH	32	295	5	2	1	100	1	295	9.99e-33	294
DQ098212_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	41	275	7	2	1	120	1	275	3.22e-49	417
DQ098214_1	nifH	PMBV01000232.1_5	vnfH	42	226	24	2	1	119	1	226	2.23e-43	371
DQ098216_1	nifH	DBMP01000029.1_90	vnfH	39	274	13	2	1	120	1	274	6.89e-45	385
DQ098217_1	nifH	PMBV01000232.1_5	vnfH	39	226	11	2	1	99	1	226	3.68e-36	316
DQ098218_1	nifH	QKFD01000024.1_189	vnfH	33	259	15	3	1	100	1	259	5.12e-28	257
DQ098220_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	40	275	11	2	1	120	1	275	4.76e-47	401
DQ098221_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	38	275	6	2	1	111	1	275	5.23e-42	363
DQ098222_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	39	275	13	2	1	120	1	275	1.08e-45	391
DQ098223_1	nifH	DHWU01000017.1_21	anfH	42	249	13	3	1	120	1	247	4e-46	395
DQ098224_1	nifH	QKFD01000024.1_189	vnfH	34	259	13	3	1	100	1	259	4.43e-29	265
DQ098225_1	nifH	QKFD01000024.1_189	vnfH	34	259	12	2	1	100	1	259	8.04e-33	293
DQ098226_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	35	275	16	2	1	111	1	275	3.88e-35	312
DQ098229_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	38	275	16	2	1	120	1	275	8.49e-44	377
DQ098231_1	nifH	DBMP01000029.1_90	vnfH	35	274	15	2	1	111	1	274	3.22e-36	320
DQ098233_1	nifH	DNPP01000068.1_28	vnfH	38	274	16	2	1	120	1	274	3.69e-45	387
DQ098237_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	36	275	13	2	1	111	1	275	1.69e-38	337
DQ098239_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	40	275	11	2	1	120	1	275	1.87e-47	404
DQ098240_1	nifH	QKFD01000024.1_189	vnfH	34	259	11	3	1	100	1	259	3.8e-30	273
DQ098241_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	33	275	10	2	1	100	1	275	1.03e-30	278
DQ098243_1	nifH	DBMP01000029.1_90	vnfH	34	274	18	2	1	111	1	274	2.8e-35	313
DQ098245_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	39	275	11	2	1	119	1	275	9.33e-45	384
DQ098249_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	41	275	6	2	1	120	1	275	4.93e-50	423
DQ098254_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	37	275	18	2	1	120	1	275	7.51e-43	370
DQ098256_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	35	275	15	2	1	111	1	275	6.95e-37	325
DQ114819_1	nifH	PMBV01000232.1_5	vnfH	29	226	17	2	1	83	1	226	2.61e-19	188
DQ114821_1	nifH	PMBV01000232.1_5	vnfH	30	226	16	2	1	83	1	226	1.78e-20	197
DQ114823_1	nifH	PMBV01000232.1_5	vnfH	31	226	14	2	1	83	1	226	2.64e-22	211
DQ118199_1	nifH	NZ_CP040272.1_833	vnfH	35	293	5	2	1	107	1	293	8.31e-37	325
DQ118207_1	nifH	QKFD01000024.1_189	vnfH	32	259	24	3	1	107	1	259	2.45e-28	260
DQ118211_1	nifH	PMBV01000232.1_5	vnfH	27	226	13	3	1	75	1	226	1.39e-15	158
DQ118225_1	nifH	QKFD01000024.1_189	vnfH	32	259	11	2	1	94	1	259	3.23e-28	258
DQ118230_1	nifH	QKFD01000024.1_189	vnfH	31	259	13	2	1	94	1	259	1.71e-26	245
DQ118232_1	nifH	QKFD01000024.1_189	vnfH	26	260	26	3	1	95	1	259	5.74e-15	155
DQ118234_1	nifH	QKFD01000024.1_189	vnfH	30	259	16	2	1	93	1	259	9.59e-24	224
DQ118235_1	nifH	QKFD01000024.1_189	vnfH	32	259	11	2	1	94	1	259	8.08e-28	255
DQ139406_1	nifH	CABMIH010000074.1_51	nflH	44	246	40	2	1	148	1	246	5.81e-54	459
DQ140418_1	nifH	PMBV01000232.1_5	vnfH	37	226	24	3	1	107	1	226	4.01e-35	309
DQ140424_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	33	275	17	2	1	108	1	275	7.85e-34	302
DQ140427_1	nifH	PMBV01000232.1_5	vnfH	37	226	23	2	1	107	1	226	7.46e-35	307
DQ140433_1	nifH	QKFD01000024.1_189	vnfH	34	259	7	2	1	94	1	259	8.17e-30	270
DQ140434_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	33	275	16	2	1	108	1	275	5.77e-34	303
DQ140436_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	33	275	16	2	1	108	1	275	6.65e-35	310
DQ140437_1	nifH	DBMP01000029.1_90	vnfH	31	274	10	2	1	94	1	274	3.74e-26	243
DQ140448_1	nifH	PMBV01000232.1_5	vnfH	37	226	24	3	1	107	1	226	4.01e-35	309
DQ140452_1	nifH	QKFD01000024.1_189	vnfH	36	259	14	3	1	107	1	259	1.28e-34	307
DQ140457_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	33	275	18	2	1	108	1	275	1.71e-32	292
DQ140459_1	nifH	DHWU01000017.1_21	anfH	36	249	16	3	1	108	1	247	2.33e-34	307
DQ140466_1	nifH	DHWU01000017.1_21	anfH	37	249	14	3	1	108	1	247	5.9e-34	304
DQ140467_1	nifH	PMBV01000232.1_5	vnfH	33	226	18	3	1	93	1	226	9.26e-28	253
DQ140472_1	nifH	PMBV01000232.1_5	vnfH	33	226	19	3	1	93	1	226	4.3e-27	248
DQ140475_1	nifH	PMBV01000232.1_5	vnfH	35	226	24	2	1	103	1	226	1.31e-32	290
DQ140479_1	nifH	JADQBA010000033.1_53	vnfH	30	264	13	2	1	93	1	264	1.3e-26	246
DQ140486_1	nifH	JADQBA010000033.1_53	vnfH	30	264	14	3	1	93	1	264	5.23e-27	249
DQ140487_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	33	275	16	2	1	108	1	275	4.88e-35	311
DQ140490_1	nifH	QKFD01000024.1_189	vnfH	32	259	11	2	1	94	1	259	5.95e-28	256
DQ140505_1	nifH	JADQBA010000033.1_53	vnfH	31	264	12	3	1	93	1	264	5.23e-27	249
DQ140510_1	nifH	QKFD01000024.1_189	vnfH	32	259	10	2	1	94	1	259	9.5e-29	262
DQ140518_1	nifH	JADQBA010000033.1_53	vnfH	31	264	12	2	1	93	1	264	3.36e-28	258
DQ140519_1	nifH	DBMP01000029.1_90	vnfH	34	274	15	2	1	108	1	274	5.68e-34	303
DQ140530_1	nifH	PMBV01000232.1_5	vnfH	33	226	18	2	1	93	1	226	5e-28	255
DQ140532_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	33	275	16	2	1	108	1	275	1.26e-32	293
DQ140535_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	32	275	15	2	1	103	1	275	8.16e-31	279
DQ140539_1	nifH	DBMP01000029.1_90	vnfH	34	274	14	2	1	108	1	274	2.25e-34	306
DQ140546_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	33	275	17	2	1	108	1	275	7.85e-34	302
DQ140562_1	nifH	QKFD01000024.1_189	vnfH	32	259	12	2	1	94	1	259	8.08e-28	255
DQ140571_1	nifH	DNPP01000068.1_28	vnfH	34	274	14	3	1	108	1	274	1.65e-34	307
DQ140576_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	33	275	16	2	1	108	1	275	7.85e-34	302
DQ140579_1	nifH	QKFD01000024.1_189	vnfH	33	259	8	2	1	94	1	259	2.39e-30	274
DQ140587_1	nifH	DBMP01000029.1_90	vnfH	34	274	14	2	1	108	1	274	1.65e-34	307
DQ140588_1	nifH	DNPP01000068.1_28	vnfH	32	274	19	2	1	108	1	274	5.77e-32	288
DQ140589_1	nifH	QKFD01000024.1_189	vnfH	34	259	7	2	1	94	1	259	4.42e-30	272
DQ140595_1	nifH	PMBV01000232.1_5	vnfH	39	226	19	2	1	107	1	226	2.03e-37	326
DQ140602_1	nifH	PMBV01000232.1_5	vnfH	42	226	11	2	1	107	1	226	1.44e-42	364
DQ140603_1	nifH	DNPP01000068.1_28	vnfH	33	274	17	3	1	108	1	274	1.05e-33	301
DQ140604_1	nifH	DBMP01000029.1_90	vnfH	34	274	14	2	1	108	1	274	6.55e-35	310
DQ140609_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	34	275	15	2	1	108	1	275	5.61e-36	318
DQ140610_1	nifH	DBMP01000029.1_90	vnfH	33	274	17	2	1	108	1	274	5.68e-34	303
DQ140611_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	34	275	15	2	1	108	1	275	4.88e-35	311
DQ140616_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	35	275	12	2	1	108	1	275	1.23e-34	308
DQ140628_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	33	275	16	2	1	108	1	275	3.58e-35	312
DQ140630_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	34	275	14	2	1	108	1	275	1.23e-34	308
DQ140631_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	34	275	15	2	1	108	1	275	7.85e-34	302
DQ140634_1	nifH	DHWU01000017.1_21	anfH	35	249	19	3	1	108	1	247	1.33e-30	279
DQ140636_1	nifH	JADQBA010000033.1_53	vnfH	31	264	12	3	1	93	1	264	5.23e-27	249
DQ140637_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	34	275	14	2	1	108	1	275	3.58e-35	312
DQ140638_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	35	275	11	2	1	108	1	275	8.76e-37	324
DQ140640_1	nifH	JABXKI010000170.1_15	vnfH	34	297	5	2	1	107	1	297	9.02e-35	310
DQ140643_1	nifH	DBMP01000029.1_90	vnfH	34	274	14	2	1	108	1	274	4.17e-34	304
DQ140645_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	33	275	17	2	1	108	1	275	2.29e-34	306
DQ140647_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	35	275	13	2	1	108	1	275	9.06e-35	309
DQ140650_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	35	275	12	2	1	108	1	275	8.76e-37	324
DQ140660_1	nifH	PMBV01000232.1_5	vnfH	40	226	16	2	1	107	1	226	1.89e-39	341
DQ140663_1	nifH	PMBV01000232.1_5	vnfH	35	226	28	2	1	107	1	226	1.07e-32	291
DQ140669_1	nifH	JADQBA010000033.1_53	vnfH	31	264	12	2	1	93	1	264	5.23e-27	249
DQ140670_1	nifH	QKFD01000024.1_189	vnfH	35	259	16	3	1	107	1	259	5.2e-33	295
DQ140671_1	nifH	QKFD01000024.1_189	vnfH	32	259	10	2	1	94	1	259	5.15e-29	264
DQ140674_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	35	275	12	2	1	108	1	275	2.63e-35	313
DQ140677_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	34	275	15	2	1	108	1	275	2.7e-33	298
DQ140682_1	nifH	QKFD01000024.1_189	vnfH	33	259	9	2	1	94	1	259	6.01e-30	271
DQ140693_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	34	275	14	2	1	108	1	275	6.65e-35	310
DQ140695_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	32	275	21	2	1	108	1	275	9.24e-33	294
DQ140700_1	nifH	DHWU01000017.1_21	anfH	38	249	11	3	1	108	1	247	3.62e-35	313
DQ140701_1	nifH	DNPP01000068.1_28	vnfH	34	274	16	3	1	108	1	274	1.21e-34	308
DQ140702_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	35	275	13	2	1	108	1	275	1.23e-34	308
DQ140703_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	33	275	17	2	1	108	1	275	2.7e-33	298
DQ140716_1	nifH	QKFD01000024.1_189	vnfH	35	259	17	3	1	107	1	259	9.65e-33	293
DQ140719_1	nifH	JADQBA010000033.1_53	vnfH	30	264	13	3	1	93	1	264	2.39e-26	244
DQ140722_1	nifH	JADQBA010000033.1_53	vnfH	31	264	12	3	1	93	1	264	9.62e-27	247
DQ142678_1	nifH	PMBV01000232.1_5	vnfH	39	226	25	2	1	113	1	226	7.71e-39	337
DQ142679_1	nifH	NZ_CP040272.1_833	vnfH	36	293	8	2	1	113	1	293	3.54e-41	358
DQ142690_1	nifH	PMBV01000232.1_5	vnfH	38	226	25	2	1	112	1	226	4.03e-39	339
DQ142702_1	nifH	PMBV01000232.1_5	vnfH	38	226	24	3	1	111	1	226	1.21e-37	328
DQ142704_1	nifH	NZ_AJLK01000041.1_8	vnfH	35	295	10	2	1	114	1	295	1.77e-40	353
DQ142707_1	nifH	NZ_AJLK01000041.1_8	vnfH	35	295	9	2	1	112	1	295	3.73e-39	343
DQ142725_1	nifH	PMBV01000232.1_5	vnfH	41	226	12	2	1	105	1	226	2.02e-40	348
DQ142727_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	37	275	11	2	1	113	1	275	5.84e-40	348
DQ142728_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	35	275	11	3	1	106	1	275	4.74e-33	296
DQ142729_1	nifH	DBMP01000029.1_90	vnfH	37	274	11	2	1	112	1	274	2.2e-40	351
DQ142732_1	nifH	DBMP01000029.1_90	vnfH	32	274	17	2	1	106	1	274	4.03e-32	289
DQ142733_1	nifH	PMBV01000232.1_5	vnfH	43	226	15	3	1	113	1	226	4.45e-45	383
DQ142734_1	nifH	QKFD01000024.1_189	vnfH	36	259	9	2	1	102	1	259	6.89e-36	316
DQ142736_1	nifH	PMBV01000232.1_5	vnfH	43	226	12	2	1	110	1	226	5.61e-45	382
DQ142737_1	nifH	QKFD01000024.1_189	vnfH	35	259	12	2	1	102	1	259	2.08e-34	305
DQ142738_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	37	275	10	2	1	112	1	275	3.67e-39	342
DQ142739_1	nifH	DBMP01000029.1_90	vnfH	36	274	15	2	1	113	1	274	2.09e-37	329
DQ142742_1	nifH	DBMP01000029.1_90	vnfH	31	274	22	4	1	107	1	274	1.74e-25	239
DQ142744_1	nifH	DBMP01000029.1_90	vnfH	35	274	15	2	1	112	1	274	4.32e-38	334
DQ142764_1	nifH	DBMP01000029.1_90	vnfH	36	274	13	2	1	111	1	274	3.68e-37	327
DQ142765_1	nifH	NZ_AJLK01000041.1_8	vnfH	34	295	9	2	1	110	1	295	1.45e-37	331
DQ142769_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	35	275	15	2	1	111	1	275	1.48e-37	330
DQ142772_1	nifH	DBMP01000029.1_90	vnfH	35	274	14	2	1	110	1	274	1.42e-37	330
DQ142776_1	nifH	NZ_AJLK01000041.1_8	vnfH	35	295	7	2	1	110	1	295	2.27e-38	337
DQ142785_1	nifH	NZ_AJLK01000041.1_8	vnfH	33	295	8	2	1	105	1	295	3.33e-33	298
DQ142807_1	nifH	PMBV01000232.1_5	vnfH	37	226	22	2	1	105	1	226	2.79e-35	310
DQ142824_1	nifH	PMBV01000232.1_5	vnfH	37	226	27	3	1	110	1	226	4.92e-36	316
DQ142847_1	nifH	PMBV01000232.1_5	vnfH	38	226	23	2	1	110	1	226	2.48e-38	333
DQ142861_1	nifH	PMBV01000232.1_5	vnfH	39	226	22	2	1	110	1	226	2.8e-39	340
DQ142875_1	nifH	NZ_CP040272.1_833	vnfH	32	293	16	2	1	109	1	293	1.43e-31	286
DQ142881_1	nifH	PMBV01000232.1_5	vnfH	38	226	25	2	1	110	1	226	1.33e-38	335
DQ164419_1	nifH	PMBV01000232.1_5	vnfH	26	227	22	7	1	81	1	226	2.19e-09	109
DQ176978_1	nifH	NC_021149.1_128	vnfH	68	290	9	2	1	205	1	290	2.06e-114	902
DQ176979_1	nifH	NC_021149.1_128	vnfH	64	290	20	2	1	207	1	290	7.72e-107	847
DQ176981_1	nifH	QKFD01000024.1_189	vnfH	52	259	16	2	1	151	1	259	6.86e-69	563
DQ176985_1	nifH	NC_021149.1_128	vnfH	67	290	10	2	1	205	1	290	8e-115	905
