MiseID	MiseSeq	NFixDBID	NFixDBSeq	PercIdentity	AlnLength	Mismatches	GapOpens	QueryStart	QueryEnd	SeqStart	SeqEnd	EValue	Score
WP_016867592.1	nifH_T2	JAHHHH010000012.1_74	vnfH	84	326	51	1	1	325	1	326	3.58e-182	1408
WP_016877702.1	nifH_T2	AP018180.1_6736	vnfH	97	297	9	0	1	297	1	297	4.91e-192	1475
WP_016919583.1	nifH_T1	NZ_AJTV01000023.1_11	vnfH	93	293	18	2	1	293	1	291	1.91e-180	1390
WP_017289029.1	nifH_T1	NZ_JACJRQ010000032.1_53	vnfH	86	297	40	1	1	296	1	297	8.67e-169	1306
WP_017298849.1	nifH_T1	JABXKM010000203.1_18	vnfH	81	296	49	2	1	290	1	296	1.08e-158	1232
WP_017314873.1	nifH_T1	JABXKQ010000108.1_29	vnfH	96	298	12	1	1	298	1	297	1.92e-188	1449
WP_017716686.1	nifH_T1	NZ_AJLK01000041.1_8	vnfH	81	299	48	2	1	295	1	295	5.11e-160	1242
WP_017743962.1	nifH_T2	JABXKI010000170.1_15	vnfH	94	298	18	1	1	298	1	297	1.73e-183	1413
WP_017751332.1	nifH_T2	NZ_BAEV01000114.1_9	vnfH	83	272	45	0	1	272	1	272	3.07e-153	1189
WP_017773469.1	nifH_T1	NZ_NHSJ01000034.1_144	vnfH	89	293	29	1	1	293	1	291	1.06e-173	1341
WP_017842415.1	nifH_T1	NZ_AONC01000029.1_94	vnfH	92	293	22	0	1	293	1	293	6.13e-182	1401
WP_018097454.1	nifH_T1	CAINOE010000073.1_13	vnfH	91	299	26	1	1	297	1	299	4.11e-178	1374
WP_018124915.1	nifH_T1	NZ_JAFFQA010000017.1_82	vnfH	89	275	29	0	1	275	1	275	8.6e-167	1288
WP_018154393.1	nifH_T2	NZ_AQXV01000052.1_63	nflH	100	292	0	0	1	292	1	292	3.22e-196	1511
WP_018247481.1	nifH_T1	JAEWSD010000176.1_20	vnfH	80	275	54	1	1	275	1	273	2.09e-151	1176
WP_018292023.1	nifH_T1	JAKBJA010000175.1_7	vnfH	86	295	37	2	1	295	1	290	3.78e-169	1308
WP_018294621.1	nifH_T1	NZ_SJZB01000053.1_50	vnfH	90	296	28	1	1	296	1	293	1.8e-174	1347
WP_018310062.1	nifH_T1	NZ_AJTV01000023.1_11	vnfH	89	293	31	1	1	293	1	291	5.15e-173	1336
WP_018501673.1	nifH_T1	JAHHHC010000005.1_41	vnfH	76	296	63	2	1	289	1	296	6.66e-150	1168
WP_018607902.1	nifH_T1	NZ_SSOD01000019.1_89	vnfH	91	295	26	1	1	293	1	295	1.09e-176	1363
WP_018637090.1	nifH_T1	JAHHHC010000005.1_41	vnfH	76	296	63	2	1	289	1	296	1.58e-148	1158
WP_018701495.1	nifH_T1	NZ_UPPP01000074.1_60	vnfH	88	275	30	1	1	272	1	275	6.53e-161	1245
WP_019553537.1	nifH_T2	NZ_MZGX01000024.1_42	vnfH	90	273	28	0	1	273	1	273	2.14e-163	1263
WP_019553685.1	nifH_T2	JAEWDM010000040.1_232	vnfH	84	285	46	1	1	285	1	284	3.46e-158	1227
WP_019879573.1	nifH_T3	CAADXO010000019.1_36	nflH	74	270	69	1	1	270	1	268	3.3e-132	1042
WP_019908852.1	nifH_T2	NZ_CP011114.1_3785	vnfH	83	295	43	2	1	288	1	295	1.3e-161	1253
WP_020001632.1	nifH_T1	NZ_JAFFQA010000017.1_82	vnfH	89	276	29	1	1	276	1	275	1.77e-163	1264
WP_020159953.1	nifH_T1	NZ_RYFG02000121.1_104	vnfH	92	293	22	1	1	291	1	293	1.6e-178	1376
WP_020174860.1	nifH_T1	NZ_AJTV01000023.1_11	vnfH	89	291	30	1	1	290	1	291	8.21e-172	1327
WP_020202091.1	nifH_T1	NZ_CP019948.1_1310	vnfH	91	294	23	2	1	293	1	292	3.31e-175	1352
WP_020333808.1	nifH_T1	NZ_JACHXI010000010.1_82	vnfH	89	293	30	1	1	293	1	290	2.67e-173	1338
WP_020429374.1	nifH_T2	JAEZKS010000250.1_8	nflH	62	317	94	3	1	292	1	316	7.11e-125	994
WP_020464282.1	nifH_T1	JAHHHC010000005.1_41	vnfH	76	296	63	2	1	289	1	296	9.14e-150	1167
WP_020505238.1	nifH_T1	JACDZG010000096.1_14	vnfH	100	293	0	0	1	293	1	293	8.88e-194	1487
WP_020677891.1	nifH_T1	PMCK01000495.1_5	vnfH	79	298	51	2	1	292	1	293	2.92e-155	1207
WP_020814319.1	nifH_T2	JAEZKS010000250.1_8	nflH	62	319	90	3	1	292	1	316	4.14e-126	1003
WP_020815460.1	nifH_T1	NZ_MZGX01000024.1_42	vnfH	95	273	15	0	1	273	1	273	8.62e-172	1324
WP_020887393.1	nifH_T1	DNPP01000068.1_28	vnfH	83	274	47	0	1	274	1	274	1.04e-154	1200
WP_021017294.1	nifH_T1	DIDB01000228.1_21	vnfH	85	293	44	0	1	293	1	293	5.28e-169	1307
WP_021759922.1	nifH_T1	DNPP01000068.1_28	vnfH	80	274	54	0	1	274	1	274	5.39e-151	1173
WP_021803510.1	nifH_T1	NZ_BAEV01000114.1_9	vnfH	89	273	28	1	1	273	1	272	9.34e-162	1251
WP_021830465.1	nifH_T2	NZ_AP018207.1_2298	vnfH	75	302	63	2	1	296	1	296	4.52e-147	1148
WP_022024781.1	nifH_T3	JAEWDM010000040.1_232	vnfH	81	284	51	1	1	282	1	284	1.31e-155	1208
WP_022557312.1	nifH_T1	CAINOE010000073.1_13	vnfH	90	299	27	1	1	297	1	299	1.84e-176	1362
WP_022662419.1	nifH_T1	NZ_JAFFQA010000017.1_82	vnfH	92	275	23	0	1	275	1	275	1.11e-169	1309
WP_022667737.1	nifH_T1	DNPP01000068.1_28	vnfH	81	274	53	0	1	274	1	274	1.91e-150	1169
WP_022719163.1	nifH_T1	CAJATU010000063.1_25	vnfH	89	298	31	1	1	297	1	298	4.95e-173	1337
WP_022779587.1	nifH_T3	JAEWDM010000040.1_232	vnfH	83	284	46	1	1	282	1	284	8.24e-158	1224
WP_022850366.1	nifH_T1	NZ_JACHXI010000010.1_82	vnfH	80	290	59	0	1	290	1	290	2.81e-156	1214
WP_022990315.1	nifH_T1	NZ_SJZB01000053.1_50	vnfH	88	293	35	0	1	293	1	293	3.32e-171	1323
WP_023065299.1	nifH_T1	NZ_AJLK01000041.1_8	vnfH	75	304	64	2	1	300	1	295	6.19e-146	1140
WP_023074533.1	nifH_T1	NZ_JACJRQ010000032.1_53	vnfH	85	297	40	2	1	291	1	297	1.51e-165	1282
WP_023493535.1	nifH_T1	NZ_CP019948.1_1310	vnfH	88	297	32	2	1	297	1	292	2.09e-172	1332
WP_023712801.1	nifH_T1	CAINOE010000073.1_13	vnfH	91	299	26	1	1	297	1	299	2.01e-177	1369
WP_023845588.1	nifH_T1	JAJXWH010000032.1_49	vnfH	77	274	61	2	1	273	1	273	3.23e-142	1109
WP_024281021.1	nifH_T2	PLZT01000187.1_7	vnfH	92	297	22	1	1	294	1	297	3.11e-180	1389
WP_024294690.1	nifH_T2	JAEWDM010000040.1_232	vnfH	83	284	47	1	1	282	1	284	1.13e-157	1223
WP_024296222.1	nifH_T1	DBTU01000011.1_44	vnfH	86	272	38	0	1	272	1	272	1.44e-159	1235
WP_024300793.1	nifH_T1	NZ_NHSJ01000034.1_144	vnfH	91	291	25	0	1	291	1	291	9.38e-177	1363
WP_024336028.1	nifH_T3	DNPP01000068.1_28	vnfH	78	274	59	1	1	273	1	274	1.02e-143	1120
WP_024505261.1	nifH_T2	CAINOE010000073.1_13	vnfH	90	299	28	1	1	297	1	299	5.19e-177	1366
WP_024519957.1	nifH_T2	PLZT01000187.1_7	vnfH	89	297	28	1	1	293	1	297	5.59e-176	1358
WP_024788176.1	nifH_T1	NZ_CP064782.1_76	vnfH	74	304	66	5	1	303	1	291	1.28e-139	1094
WP_024834497.1	nifH_T2	JAEWDM010000040.1_232	vnfH	81	285	51	2	1	282	1	284	2.85e-153	1191
WP_024872641.1	nifH_T1	DIDB01000228.1_21	vnfH	90	294	28	1	1	294	1	293	9.22e-179	1378
WP_024873197.1	nifH_T2	NZ_AZUK01000001.1_2820	vnfH	100	293	0	0	1	293	1	293	9.65e-195	1494
WP_024881133.1	nifH_T1	PQAN01000100.1_14	vnfH	92	295	20	2	1	295	1	292	1.01e-179	1385
WP_024953528.1	nifH_T1	NZ_NHSJ01000034.1_144	vnfH	72	305	70	4	1	304	1	291	5.09e-140	1097
WP_024995546.1	nifH_T1	DNPP01000068.1_28	vnfH	81	274	53	0	1	274	1	274	1.39e-150	1170
WP_025038662.1	nifH_T2	PQAN01000100.1_14	vnfH	87	294	35	1	1	294	1	292	3.63e-172	1330
WP_025323103.1	nifH_T1	DNPP01000068.1_28	vnfH	83	274	46	0	1	274	1	274	2.33e-156	1212
WP_025334792.1	nifH_T2	JAEZKS010000250.1_8	nflH	61	317	99	3	1	292	1	316	1.92e-121	969
WP_025335485.1	nifH_T2	NZ_CP009288.1_4446	vnfH	86	294	34	2	1	286	1	294	1.23e-165	1282
WP_025336427.1	nifH_T2	NZ_CP011114.1_3785	vnfH	96	296	11	1	1	296	1	295	1.37e-189	1457
WP_025681097.1	nifH_T1	NZ_CP009288.1_4446	vnfH	84	294	40	2	1	288	1	294	2.06e-163	1266
WP_025697427.1	nifH_T2	JAEZKS010000250.1_8	nflH	61	317	98	4	1	292	1	316	1.02e-121	971
WP_026016315.1	nifH_T2	NZ_AJTV01000023.1_11	vnfH	100	291	0	0	1	291	1	291	3.9e-193	1482
WP_026069118.1	nifH_T1	NZ_UPPP01000074.1_60	vnfH	87	275	35	1	1	274	1	275	1.38e-157	1221
WP_026103163.1	nifH_T1	NZ_JACJRQ010000032.1_53	vnfH	84	297	42	1	1	292	1	297	6.01e-166	1285
WP_026379576.1	nifH_T1	CAIZGR010000378.1_10	vnfH	89	298	31	1	1	296	1	298	2.61e-177	1368
WP_026474998.1	nifH_T1	DNPP01000068.1_28	vnfH	80	274	54	0	1	274	1	274	1.76e-149	1162
WP_026493996.1	nifH_T3	JAEWDM010000040.1_232	vnfH	80	285	52	2	1	280	1	284	7.82e-147	1144
WP_026525577.1	nifH_T3	JAEWDM010000040.1_232	vnfH	82	285	46	2	1	280	1	284	1.01e-149	1165
WP_026527071.1	nifH_T3	DHIM01000108.1_2	vnfH	79	280	52	1	1	280	1	273	2.94e-146	1139
WP_026610013.1	nifH_T1	NC_014664.1_1948	vnfH	89	293	32	1	1	293	1	292	1.48e-173	1340
WP_026687661.1	nifH_T1	NZ_SSOD01000019.1_89	vnfH	93	296	20	1	1	296	1	295	3.13e-180	1389
WP_026731053.1	nifH_T1	NZ_AJLK01000041.1_8	vnfH	98	296	6	1	1	296	1	295	8.57e-192	1473
WP_026760242.1	nifH_T3	JAEWDM010000040.1_232	vnfH	84	285	46	1	1	285	1	284	8.95e-158	1224
WP_026834826.1	nifH_T3	JAEWDM010000040.1_232	vnfH	86	284	39	1	1	282	1	284	4.88e-163	1262
WP_026881894.1	nifH_T2	DHIM01000108.1_2	vnfH	93	273	18	0	1	273	1	273	2.59e-169	1306
WP_026881936.1	nifH_T1	DHIM01000108.1_2	vnfH	95	273	14	0	1	273	1	273	6.28e-172	1325
WP_026883049.1	nifH_T1	DHIM01000108.1_2	vnfH	95	273	14	0	1	273	1	273	4.57e-172	1326
WP_026886176.1	nifH_T2	JAEWDM010000040.1_232	vnfH	83	284	48	0	1	284	1	284	7.33e-156	1210
WP_026890944.1	nifH_T2	JAEWDM010000040.1_232	vnfH	83	284	47	1	1	282	1	284	2.93e-157	1220
WP_026892511.1	nifH_T1	DBTU01000011.1_44	vnfH	85	272	41	0	1	272	1	272	1.12e-156	1214
WP_026958341.1	nifH_T1	JAAUTD010000083.1_4	vnfH	86	295	35	1	1	290	1	295	7.63e-170	1313
WP_027038414.1	nifH_T3	CAINOE010000073.1_13	vnfH	81	299	22	1	1	264	1	299	1.44e-154	1200
WP_027144886.1	nifH_T1	CAJATU010000063.1_25	vnfH	89	298	32	0	1	298	1	298	1.07e-177	1371
WP_027147649.1	nifH_T1	NZ_RYFG02000121.1_104	vnfH	96	293	11	0	1	293	1	293	6.24e-186	1430
WP_027177792.1	nifH_T1	NZ_JAFFQA010000017.1_82	vnfH	91	276	25	1	1	276	1	275	7.01e-168	1296
WP_027183856.1	nifH_T1	DNPP01000068.1_28	vnfH	80	274	54	0	1	274	1	274	1.17e-148	1156
WP_027191105.1	nifH_T1	DNPP01000068.1_28	vnfH	80	274	54	0	1	274	1	274	3.04e-148	1153
WP_027192250.1	nifH_T2	DNPP01000068.1_28	vnfH	81	274	52	0	1	274	1	274	1.91e-150	1169
WP_027289758.1	nifH_T1	CAJATU010000063.1_25	vnfH	81	298	52	1	1	292	1	298	1.04e-160	1247
WP_027358827.1	nifH_T1	DNPP01000068.1_28	vnfH	80	274	54	0	1	274	1	274	1.17e-148	1156
WP_027364898.1	nifH_T1	NZ_UPPP01000074.1_60	vnfH	83	275	45	1	1	272	1	275	2.55e-150	1168
WP_027417121.1	nifH_T1	NZ_CP009288.1_4446	vnfH	86	294	38	1	1	291	1	294	1.44e-169	1311
WP_027473409.1	nifH_T1	DNPP01000068.1_28	vnfH	80	274	56	0	1	274	1	274	2.41e-149	1161
WP_027487430.1	nifH_T1	CAINOE010000073.1_13	vnfH	90	299	27	1	1	297	1	299	3.47e-176	1360
WP_027513822.1	nifH_T1	CAJATU010000063.1_25	vnfH	88	298	36	1	1	297	1	298	1.18e-171	1327
WP_027525675.1	nifH_T2	NZ_AJTV01000023.1_11	vnfH	89	296	28	2	1	296	1	291	4.07e-173	1337
WP_027534893.1	nifH_T2	PQAN01000100.1_14	vnfH	89	294	29	1	1	294	1	292	1.11e-173	1341
WP_027555696.1	nifH_T1	PLZT01000187.1_7	vnfH	87	297	37	1	1	296	1	297	8.15e-172	1328
WP_027584747.1	nifH_T2	PQAN01000100.1_14	vnfH	72	292	28	1	1	237	1	292	1.36e-131	1030
WP_027622762.1	nifH_T1	JAEWSD010000176.1_20	vnfH	85	273	41	0	1	273	1	273	2.04e-155	1205
WP_027681601.1	nifH_T1	CAINOE010000073.1_13	vnfH	88	299	35	1	1	297	1	299	1.92e-169	1311
WP_027690712.1	nifH_T1	CAJATU010000063.1_25	vnfH	87	298	39	1	1	297	1	298	7.69e-167	1292
WP_027715372.1	nifH_T1	PMCK01000495.1_5	vnfH	81	293	50	1	1	287	1	293	2.4e-158	1229
WP_027723058.1	nifH_T1	NZ_JAFFQA010000017.1_82	vnfH	90	275	28	0	1	275	1	275	2.04e-165	1278
WP_027846702.1	nifH_T1	NZ_AJLK01000041.1_8	vnfH	92	298	21	2	1	298	1	295	1.39e-181	1399
WP_027854782.1	nifH_T1	NC_021149.1_128	vnfH	93	291	19	1	1	291	1	290	2.22e-179	1382
WP_027994067.1	nifH_T1	CAINOE010000073.1_13	vnfH	89	299	32	1	1	297	1	299	4.02e-174	1345
WP_028215377.1	nifH_T1	NZ_AJTV01000023.1_11	vnfH	88	293	32	1	1	293	1	291	6.49e-172	1328
WP_028319054.1	nifH_T1	NZ_JAFFQA010000017.1_82	vnfH	93	275	18	0	1	275	1	275	6.96e-172	1325
WP_028534981.1	nifH_T1	PLZT01000187.1_7	vnfH	87	297	40	0	1	297	1	297	8.37e-172	1328
WP_028571559.1	nifH_T1	DNPP01000068.1_28	vnfH	82	274	49	0	1	274	1	274	7.6e-155	1201
WP_028573642.1	nifH_T1	NZ_JAFFQA010000017.1_82	vnfH	80	275	54	0	1	275	1	275	1.85e-149	1162
WP_028579019.1	nifH_T3	NZ_JAFFQA010000017.1_82	vnfH	92	276	21	1	1	276	1	275	7.62e-169	1303
WP_028585313.1	nifH_T1	NZ_JAFFQA010000017.1_82	vnfH	91	275	25	0	1	275	1	275	3.32e-167	1291
WP_028586614.1	nifH_T1	NZ_JAFFQA010000017.1_82	vnfH	91	275	26	0	1	275	1	275	4.96e-168	1297
WP_028738197.1	nifH_T1	CAJATU010000063.1_25	vnfH	91	299	26	1	1	299	1	298	2.07e-177	1369
WP_028973004.1	nifH_T1	DNPP01000068.1_28	vnfH	84	274	42	1	1	272	1	274	1.08e-155	1207
WP_028984127.1	nifH_T1	DBTU01000011.1_44	vnfH	86	272	37	0	1	272	1	272	5.45e-156	1209
WP_028986272.1	nifH_T1	NZ_CP009288.1_4446	vnfH	80	303	48	2	1	300	1	294	1.25e-157	1225
WP_029005725.1	nifH_T2	PLZT01000187.1_7	vnfH	81	297	24	1	1	266	1	297	7.69e-155	1202
WP_029011025.1	nifH_T1	NZ_LGQZ01000027.1_123	vnfH	94	301	16	1	1	298	1	301	9.47e-187	1437
WP_029231097.1	nifH_T3	JAEWDM010000040.1_232	vnfH	82	284	46	2	1	280	1	284	4.4e-155	1204
WP_029320239.1	nifH_T3	JAEWDM010000040.1_232	vnfH	80	285	57	1	1	285	1	284	3.57e-151	1176
WP_029458715.1	nifH_T1	DNPP01000068.1_28	vnfH	80	274	54	0	1	274	1	274	1.11e-151	1178
WP_029637402.1	nifH_T1	LXQE01000125.1_187	vnfH	93	298	20	1	1	298	1	297	3.26e-183	1411
WP_029649209.1	nifH_T2	PLZT01000187.1_7	vnfH	89	297	32	1	1	295	1	297	1.29e-173	1341
WP_029896464.1	nifH_T1	DNPP01000068.1_28	vnfH	82	274	49	0	1	274	1	274	6.98e-154	1194
WP_029916580.1	nifH_T1	PMCK01000495.1_5	vnfH	83	293	45	1	1	287	1	293	2.62e-159	1236
WP_031389315.1	nifH_T3	JAEWDM010000040.1_232	vnfH	82	285	51	1	1	285	1	284	6.92e-155	1203
WP_032079660.1	nifH_T3	NZ_PVXP01000020.1_32	vnfH	89	278	27	1	1	275	1	278	7.16e-164	1267
WP_033159060.1	nifH_T1	NZ_CP044205.1_988	vnfH	91	296	22	2	1	292	1	295	9.76e-176	1356
WP_033165936.1	nifH_T2	JAEZKS010000250.1_8	nflH	63	319	89	4	1	292	1	316	3.78e-125	996
WP_033165983.1	nifH_T1	DBTU01000011.1_44	vnfH	92	273	22	1	1	273	1	272	8.97e-169	1302
WP_034423366.1	nifH_T1	NZ_UPPP01000074.1_60	vnfH	90	275	27	0	1	275	1	275	8.6e-167	1288
WP_034434636.1	nifH_T1	JAAUTD010000083.1_4	vnfH	95	296	13	1	1	296	1	295	2.99e-187	1440
WP_034586066.1	nifH_T1	NZ_BAEV01000114.1_9	vnfH	86	272	39	0	1	272	1	272	1.53e-156	1213
WP_035154649.1	nifH_T2	JABXKI010000170.1_15	vnfH	93	297	20	1	1	296	1	297	2.06e-182	1405
WP_035885754.1	nifH_T1	CAIZDF010000619.1_3	vnfH	87	293	39	0	1	293	1	293	3.32e-171	1323
WP_036108787.1	nifH_T1	DIDB01000228.1_21	vnfH	86	293	41	0	1	293	1	293	3.62e-172	1330
WP_036190066.1	nifH_T1	NZ_JACHXI010000010.1_82	vnfH	93	291	20	1	1	291	1	290	9.34e-181	1392
WP_036263855.1	nifH_T1	NZ_AJTV01000023.1_11	vnfH	88	294	31	2	1	294	1	291	2.18e-170	1317
WP_036278185.1	nifH_T1	NZ_CP044205.1_988	vnfH	91	296	25	2	1	294	1	295	1.03e-175	1356
WP_036288926.1	nifH_T1	PLZT01000187.1_7	vnfH	91	297	23	2	1	293	1	297	9.08e-178	1371
WP_036489259.1	nifH_T1	NZ_AJLK01000041.1_8	vnfH	80	297	51	3	1	292	1	295	8.64e-156	1211
WP_036623760.1	nifH_T1	NZ_CP009288.1_4446	vnfH	83	294	43	2	1	287	1	294	4.37e-161	1249
WP_036881131.1	nifH_T1	DNPP01000068.1_28	vnfH	78	274	59	0	1	274	1	274	2.55e-146	1139
WP_036944823.1	nifH_T1	JAEWSD010000176.1_20	vnfH	86	273	39	0	1	273	1	273	1.4e-158	1228
WP_037205988.1	nifH_T1	NZ_CP022253.1_2290	vnfH	88	294	34	1	1	294	1	293	2.49e-171	1324
WP_037528680.1	nifH_T1	NZ_CP019948.1_1310	vnfH	87	294	32	2	1	291	1	292	5.78e-171	1321
WP_038078010.1	nifH_T1	JAHHHC010000005.1_41	vnfH	94	296	17	0	1	296	1	296	1.18e-187	1443
WP_038089186.1	nifH_T2	JAHHHH010000012.1_74	vnfH	88	326	36	2	1	324	1	326	8.64e-189	1456
WP_038280463.1	nifH_T3	JAEWDM010000040.1_232	vnfH	83	284	47	1	1	282	1	284	2.32e-158	1228
WP_038507332.1	nifH_T1	PLZT01000187.1_7	vnfH	84	297	41	2	1	291	1	297	6.37e-167	1292
WP_038671792.1	nifH_T2	JAEZKS010000250.1_8	nflH	62	317	95	2	1	291	1	316	7.58e-126	1001
WP_038671808.1	nifH_T2	JAEZKS010000250.1_8	nflH	63	319	88	4	1	291	1	316	2.34e-127	1012
WP_038694277.1	nifH_T2	JAEZKS010000250.1_8	nflH	60	317	101	3	1	291	1	316	6.04e-120	958
WP_038698124.1	nifH_T1	NZ_CP011114.1_3785	vnfH	95	295	13	1	1	292	1	295	3.11e-185	1425
WP_038713744.1	nifH_T1	NZ_FYDG01000006.1_10	vnfH	90	293	28	1	1	293	1	291	3.24e-175	1352
WP_039285924.1	nifH_T1	NZ_AJTV01000023.1_11	vnfH	90	292	27	3	1	290	1	291	1.68e-172	1332
WP_039304722.1	nifH_T2	JAEZKS010000250.1_8	nflH	62	317	96	3	1	292	1	316	1.12e-122	978
WP_039390847.1	nifH_T1	NZ_AJTV01000023.1_11	vnfH	90	292	29	1	1	292	1	291	4.32e-175	1351
WP_039653116.1	nifH_T1	NZ_BAEV01000114.1_9	vnfH	88	273	32	1	1	273	1	272	2.22e-160	1241
WP_039727379.1	nifH_T1	NZ_AJLK01000041.1_8	vnfH	86	295	38	1	1	291	1	295	4.42e-167	1293
WP_039737838.1	nifH_T2	NZ_JABXYX010000032.1_33	vnfH	90	322	32	1	1	321	1	322	3.59e-192	1480
WP_039743917.1	nifH_T1	PMCK01000495.1_5	vnfH	84	293	44	1	1	289	1	293	2.07e-163	1266
WP_039801084.1	nifH_T2	NZ_SMMU01000027.1_45	vnfH	100	290	0	0	1	290	1	290	8.83e-192	1472
WP_040100152.1	nifH_T1	PMCK01000495.1_5	vnfH	80	293	52	1	1	287	1	293	2.02e-156	1215
WP_040140722.1	nifH_T1	CAINOE010000073.1_13	vnfH	91	299	25	1	1	297	1	299	1.06e-177	1371
WP_040366539.1	nifH_T1	PMCK01000495.1_5	vnfH	82	293	47	1	1	287	1	293	3.81e-156	1213
WP_040622284.1	nifH_T1	CAINOE010000073.1_13	vnfH	91	299	28	0	1	299	1	299	1.06e-180	1393
WP_040771387.1	nifH_T3	FR892828.1_9	nflH	68	270	84	2	1	270	1	268	5.54e-120	953
WP_040952450.1	nifH_T2	JAEZKS010000250.1_8	nflH	62	317	96	4	1	292	1	316	9.76e-125	993
WP_040971496.1	nifH_T1	CAINOE010000073.1_13	vnfH	91	299	26	1	1	297	1	299	2.75e-177	1368
WP_041037193.1	nifH_T1	JAHHHC010000005.1_41	vnfH	91	301	23	2	1	301	1	296	2.47e-179	1383
WP_041531819.1	nifH_T1	PMCK01000495.1_5	vnfH	83	293	45	1	1	288	1	293	9e-162	1254
WP_041611035.1	nifH_T1	DNPP01000068.1_28	vnfH	79	274	58	0	1	274	1	274	2.34e-145	1132
WP_041633387.1	nifH_T1	NZ_JAGTUF010000021.1_45	vnfH	99	295	2	1	1	295	1	293	3.88e-191	1468
WP_041796112.1	nifH_T2	JAEZKS010000250.1_8	nflH	61	317	97	4	1	291	1	316	7.93e-123	979
WP_041797500.1	nifH_T1	NZ_BJZO01000086.1_9	vnfH	95	292	15	1	1	292	1	291	9.84e-181	1392
WP_041959604.1	nifH_T1	JAGTRU010000002.1_131	vnfH	70	307	75	3	1	303	1	294	5.89e-134	1053
WP_041972736.1	nifH_T1	PMCK01000495.1_5	vnfH	82	293	49	1	1	288	1	293	1.31e-158	1231
WP_042205515.1	nifH_T2	NZ_CP011114.1_3785	vnfH	94	295	15	1	1	292	1	295	4.96e-183	1409
WP_042207944.1	nifH_T1	NZ_CP011114.1_3785	vnfH	98	295	4	1	1	292	1	295	5.14e-191	1467
WP_042462679.1	nifH_T1	NZ_BJZO01000086.1_9	vnfH	90	291	29	0	1	291	1	291	1.62e-175	1354
WP_042479509.1	nifH_T1	DIDB01000228.1_21	vnfH	90	293	28	1	1	292	1	293	3.3e-175	1352
WP_042684816.1	nifH_T3	NZ_JONQ01000007.1_321	nflH	100	270	0	0	1	270	1	270	3.4e-180	1391
WP_043581909.1	nifH_T1	DBMP01000029.1_90	vnfH	85	274	42	0	1	274	1	274	1.56e-155	1206
WP_043753453.1	nifH_T1	NZ_AONC01000029.1_94	vnfH	100	293	0	0	1	293	1	293	4.33e-193	1482
WP_044035927.1	nifH_T2	JAEWDM010000040.1_232	vnfH	84	284	39	1	1	277	1	284	9.86e-158	1223
WP_044040380.1	nifH_T1	JAJXWH010000032.1_49	vnfH	95	273	15	0	1	273	1	273	1.18e-171	1323
WP_044161274.1	nifH_T3	PQAS01000057.1_90	nflH	64	306	92	3	1	291	1	304	4.18e-126	1002
WP_044215445.1	nifH_T1	DNPP01000068.1_28	vnfH	81	274	52	0	1	274	1	274	1.39e-150	1170
WP_044415342.1	nifH_T1	JACRJB010000068.1_113	vnfH	94	298	17	2	1	298	1	296	7.56e-182	1401
WP_044431865.1	nifH_T1	NZ_LGQZ01000027.1_123	vnfH	92	301	23	1	1	300	1	301	1.85e-182	1406
WP_044559158.1	nifH_T1	PLZT01000187.1_7	vnfH	88	297	32	1	1	294	1	297	2.36e-173	1339
WP_044616592.1	nifH_T1	NC_021149.1_128	vnfH	91	292	23	1	1	292	1	290	2.65e-177	1367
WP_044974741.1	nifH_T3	JAEWDM010000040.1_232	vnfH	82	285	48	2	1	284	1	284	4.5e-154	1197
WP_045033459.1	nifH_T1	DNPP01000068.1_28	vnfH	85	274	42	0	1	274	1	274	4.79e-157	1217
WP_045215682.1	nifH_T1	NZ_JAFFQA010000017.1_82	vnfH	81	275	53	0	1	275	1	275	3.01e-151	1175
WP_045221084.1	nifH_T1	DNPP01000068.1_28	vnfH	84	274	45	0	1	274	1	274	1.56e-155	1206
WP_045226862.1	nifH_T1	NZ_AJTV01000023.1_11	vnfH	91	293	25	1	1	293	1	291	2.56e-176	1360
WP_045572734.1	nifH_T1	NZ_AP018449.1_2668	vnfH	80	284	49	1	1	275	1	284	8.12e-149	1158
WP_045682609.1	nifH_T1	NZ_SJZB01000053.1_50	vnfH	90	293	27	1	1	292	1	293	6.22e-175	1350
WP_045868616.1	nifH_T1	NZ_PJIZ01000014.1_19	vnfH	93	325	23	1	1	325	1	324	2.13e-199	1533
WP_045868724.1	nifH_T2	NZ_AJLK01000041.1_8	vnfH	97	296	9	1	1	296	1	295	6.67e-189	1452
WP_046120159.1	nifH_T2	CAINOE010000073.1_13	vnfH	91	299	26	1	1	297	1	299	7.75e-178	1372
WP_046497554.1	nifH_T1	NZ_JAIZZK010000011.1_66	vnfH	81	273	51	0	1	273	1	273	3.73e-151	1174
WP_046723620.1	nifH_T2	NZ_CP011114.1_3785	vnfH	100	295	0	0	1	295	1	295	2.59e-197	1513
WP_046860621.1	nifH_T1	NZ_SMAO01000007.1_113	vnfH	93	293	19	1	1	291	1	293	1.74e-179	1383
WP_048040102.1	nifH_T1	JAJXWH010000032.1_49	vnfH	73	274	71	2	1	273	1	273	4.3e-138	1079
WP_048048058.1	nifH_T2	PQAS01000057.1_90	nflH	75	306	70	3	1	301	1	304	7.2e-147	1154
WP_048058523.1	nifH_T2	NC_009135.1_1571	nflH	93	313	0	1	1	292	1	313	1.59e-189	1464
WP_048118840.1	nifH_T1	NZ_MZGX01000024.1_42	vnfH	76	274	65	2	1	273	1	273	4.69e-139	1086
