	Database	OrgGene	Gene	SeqID	EValue	Bitscore	AlnLength
3991	FunGene	nifH	nifH	gi|90425935|ref|YP_534305.1|	6.2e-170	554.6	289
5550	Mise	nifH	nifH	WP_215876762.1	6.2e-170	559.6	289
9645	Mise	nifH	nifH	WP_046120159.1	6.2e-170	558.0	288
646	Buckley	nifH	nifH	M24596X03916_1	6.3e-170	562.3	286
6437	Mise	nifH	vnfH	WP_145980786.1	6.4e-170	559.8	289
6438	Mise	nifH	vnfH	WP_114278826.1	6.4e-170	559.7	287
9941	Mise	nifH	vnfH	WP_104518296.1	6.4e-170	558.1	289
13335	Zehr	nifH	vnfH	EGZ49204.1|Thiorhodospira_sibirica_1	6.7e-170	562.4	287
647	Buckley	nifH	nifH	HE663493_1	6.7e-170	562.3	288
5551	Mise	nifH	nifH	WP_112175014.1	6.8e-170	559.5	289
6439	Mise	nifH	vnfH	WP_092786517.1	6.9e-170	559.6	288
4012	FunGene	nifH	vnfH	gi|220923884|ref|YP_002499186.1|	7e-170	554.7	288
5552	Mise	nifH	nifH	WP_059419395.1	7.1e-170	559.4	289
13336	Zehr	nifH	vnfH	ABA23658.1|Anabaena_variabilis_1	7.1e-170	562.3	289
4013	FunGene	nifH	vnfH	gi|225521923|ref|ZP_03768757.1|	7.1e-170	554.6	285
9942	Mise	nifH	vnfH	WP_142524257.1	7.1e-170	558.0	288
648	Buckley	nifH	nifH	CP003244_1	7.1e-170	562.2	288
12352	Zehr	nifH	nifH	EGV20999.1|Marichromatium_purpuratum_1	7.3e-170	562.1	288
12351	Zehr	nifH	nifH	CAA44954.1|Rhodobacter_capsulatus_1	7.3e-170	562.1	289
1262	Buckley	nifH	vnfH	DQ315787_1	7.4e-170	562.3	289
5553	Mise	nifH	nifH	WP_027715372.1	7.4e-170	559.3	285
5554	Mise	nifH	nifH	WP_013010353.1	7.5e-170	559.3	289
12353	Zehr	nifH	nifH	EKV30731.1|Caenispirillum_salinarum_1	7.5e-170	562.1	290
5555	Mise	nifH	nifH	WP_121621551.1	7.5e-170	559.3	290
5556	Mise	nifH	nifH	WP_013949240.1	7.6e-170	559.3	289
6440	Mise	nifH	vnfH	WP_196437383.1	7.6e-170	559.5	286
5557	Mise	nifH	nifH	WP_010959594.1	7.9e-170	559.3	289
5558	Mise	nifH	nifH	WP_112691676.1	7.9e-170	559.2	288
5559	Mise	nifH	nifH	WP_024300793.1	8e-170	559.2	288
12354	Zehr	nifH	nifH	ACV37675.1|Candidatus_Accumulibacter_1	8e-170	562.0	287
9646	Mise	nifH	nifH	WP_132029300.1	8.1e-170	557.6	289
649	Buckley	nifH	nifH	gi_257044187_1	8.2e-170	562.0	287
5560	Mise	nifH	nifH	WP_100918830.1	8.2e-170	559.2	289
6441	Mise	nifH	vnfH	WP_027846702.1	8.3e-170	559.4	289
9943	Mise	nifH	vnfH	WP_190700437.1	8.3e-170	557.7	284
13337	Zehr	nifH	vnfH	CAG75856.1|Pectobacterium_atrosepticum_1	8.3e-170	562.1	287
5561	Mise	nifH	nifH	WP_020159953.1	8.3e-170	559.2	288
12355	Zehr	nifH	nifH	BAL26358.1|Azoarcus_sp._1	8.3e-170	561.9	289
5562	Mise	nifH	nifH	WP_092052900.1	8.6e-170	559.1	286
5563	Mise	nifH	nifH	WP_040622284.1	8.6e-170	559.1	289
650	Buckley	nifH	nifH	AP012304_1	8.6e-170	561.9	289
6442	Mise	nifH	vnfH	WP_150097122.1	8.7e-170	559.3	288
5564	Mise	nifH	nifH	WP_203194474.1	8.8e-170	559.1	290
5565	Mise	nifH	nifH	WP_201493784.1	8.9e-170	559.1	289
9647	Mise	nifH	nifH	WP_024281021.1	9e-170	557.4	289
5566	Mise	nifH	nifH	WP_061850877.1	9.3e-170	559.0	289
5567	Mise	nifH	nifH	WP_013450808.1	9.4e-170	559.0	283
5568	Mise	nifH	nifH	WP_134489490.1	9.5e-170	559.0	289
5569	Mise	nifH	nifH	WP_169115505.1	9.6e-170	559.0	287
5570	Mise	nifH	nifH	WP_209384446.1	9.6e-170	559.0	289
1263	Buckley	nifH	vnfH	gi_49609491_1	9.9e-170	561.9	287
5571	Mise	nifH	nifH	WP_008029927.1	1e-169	558.9	289
5572	Mise	nifH	nifH	WP_085442124.1	1e-169	558.9	289
5573	Mise	nifH	nifH	WP_013419575.1	1e-169	558.9	290
5574	Mise	nifH	nifH	WP_016403298.1	1e-169	558.9	289
6443	Mise	nifH	vnfH	WP_002720705.1	1e-169	559.1	288
6444	Mise	nifH	vnfH	WP_026610013.1	1e-169	559.1	288
9944	Mise	nifH	vnfH	WP_210614290.1	1e-169	557.4	287
12356	Zehr	nifH	nifH	AEF99883.1|Methylomonas_methanica_1	1.1e-169	561.5	287
6445	Mise	nifH	vnfH	WP_214438569.1	1.1e-169	559.0	280
6446	Mise	nifH	vnfH	WP_172451471.1	1.1e-169	559.0	287
651	Buckley	nifH	nifH	AFWU01000015_1	1.1e-169	561.5	287
6448	Mise	nifH	vnfH	WP_096647344.1	1.1e-169	558.9	289
4014	FunGene	nifH	vnfH	gi|154244101|ref|YP_001415059.1|	1.1e-169	554.0	288
5577	Mise	nifH	nifH	WP_183354766.1	1.1e-169	558.8	286
5578	Mise	nifH	nifH	WP_023493535.1	1.1e-169	558.8	289
5579	Mise	nifH	nifH	WP_215734999.1	1.1e-169	558.8	285
5580	Mise	nifH	nifH	WP_065969940.1	1.1e-169	558.8	288
5581	Mise	nifH	nifH	WP_191143358.1	1.1e-169	558.8	289
5582	Mise	nifH	nifH	WP_011160152.1	1.1e-169	558.7	290
6447	Mise	nifH	vnfH	WP_209105224.1	1.1e-169	559.0	288
5576	Mise	nifH	nifH	WP_210803811.1	1.1e-169	558.8	289
5575	Mise	nifH	nifH	WP_038713744.1	1.1e-169	558.8	289
5583	Mise	nifH	nifH	WP_165990894.1	1.2e-169	558.7	289
5585	Mise	nifH	nifH	WP_132602882.1	1.2e-169	558.7	289
5586	Mise	nifH	nifH	WP_091997115.1	1.2e-169	558.6	289
6449	Mise	nifH	vnfH	WP_067734406.1	1.2e-169	558.9	288
6450	Mise	nifH	vnfH	WP_093287058.1	1.2e-169	558.9	288
6451	Mise	nifH	vnfH	WP_202213712.1	1.2e-169	558.9	288
5587	Mise	nifH	nifH	WP_085314686.1	1.2e-169	558.6	288
5584	Mise	nifH	nifH	WP_081533095.1	1.2e-169	558.7	289
5588	Mise	nifH	nifH	WP_145980786.1	1.3e-169	558.6	288
5589	Mise	nifH	nifH	WP_114357898.1	1.3e-169	558.6	290
5590	Mise	nifH	nifH	WP_102841994.1	1.3e-169	558.6	289
5591	Mise	nifH	nifH	WP_209486269.1	1.3e-169	558.6	289
5592	Mise	nifH	nifH	WP_198420427.1	1.3e-169	558.5	288
5595	Mise	nifH	nifH	WP_099590653.1	1.3e-169	558.5	288
6452	Mise	nifH	vnfH	WP_136692414.1	1.3e-169	558.8	288
5593	Mise	nifH	nifH	WP_085227693.1	1.3e-169	558.5	289
5594	Mise	nifH	nifH	WP_026958341.1	1.3e-169	558.5	288
9945	Mise	nifH	vnfH	WP_190686702.1	1.4e-169	557.0	285
5596	Mise	nifH	nifH	WP_155877262.1	1.4e-169	558.5	286
6454	Mise	nifH	vnfH	WP_063466247.1	1.4e-169	558.7	286
5597	Mise	nifH	nifH	WP_040140722.1	1.4e-169	558.5	289
5598	Mise	nifH	nifH	WP_072288136.1	1.4e-169	558.5	285
6453	Mise	nifH	vnfH	WP_210223910.1	1.4e-169	558.7	287
6455	Mise	nifH	vnfH	WP_109903383.1	1.4e-169	558.6	288
13338	Zehr	nifH	vnfH	GAD03531.1|Agarivorans_albus_1	1.5e-169	561.2	287
5600	Mise	nifH	nifH	WP_088617645.1	1.5e-169	558.4	289
5599	Mise	nifH	nifH	WP_167083296.1	1.5e-169	558.4	287
6460	Mise	nifH	vnfH	WP_026379576.1	1.5e-169	558.5	288
6459	Mise	nifH	vnfH	WP_129607798.1	1.5e-169	558.6	288
6458	Mise	nifH	vnfH	WP_190456639.1	1.5e-169	558.6	289
6457	Mise	nifH	vnfH	WP_041797500.1	1.5e-169	558.6	287
6456	Mise	nifH	vnfH	WP_119830136.1	1.5e-169	558.6	287
12358	Zehr	nifH	nifH	ABA89338.1|Pelobacter_carbinolicus_1	1.5e-169	561.0	287
9946	Mise	nifH	vnfH	WP_016877702.1	1.5e-169	556.9	285
6461	Mise	nifH	vnfH	WP_037205988.1	1.5e-169	558.5	287
652	Buckley	nifH	nifH	CP0007811_1	1.5e-169	561.1	289
12357	Zehr	nifH	nifH	AAR36215.1|Geobacter_sulfurreducens_1	1.5e-169	561.1	285
6462	Mise	nifH	vnfH	WP_098107168.1	1.6e-169	558.5	288
9947	Mise	nifH	vnfH	WP_118163822.1	1.6e-169	556.8	289
5601	Mise	nifH	nifH	WP_006786686.1	1.6e-169	558.2	287
655	Buckley	nifH	nifH	CP002985_1	1.6e-169	561.0	289
12360	Zehr	nifH	nifH	EGK89721.1|Acidithiobacillus_ferrivorans_1	1.6e-169	561.0	289
12359	Zehr	nifH	nifH	AAA22170.1|Azotobacter_vinelandii_1	1.6e-169	561.0	289
653	Buckley	nifH	nifH	CP0001421_1	1.6e-169	561.1	287
654	Buckley	nifH	nifH	X07866_1	1.6e-169	561.0	289
5603	Mise	nifH	nifH	WP_101943745.1	1.7e-169	558.2	288
5602	Mise	nifH	nifH	WP_194972099.1	1.7e-169	558.2	288
5604	Mise	nifH	nifH	WP_147164558.1	1.7e-169	558.1	289
5605	Mise	nifH	nifH	WP_072370280.1	1.7e-169	558.1	289
6465	Mise	nifH	vnfH	WP_041037193.1	1.7e-169	558.4	285
12362	Zehr	nifH	nifH	AAG60754.1|Bradyrhizobium_japonicum_1	1.7e-169	560.9	289
6464	Mise	nifH	vnfH	WP_015687117.1	1.7e-169	558.4	288
5606	Mise	nifH	nifH	WP_028738197.1	1.7e-169	558.1	289
13339	Zehr	nifH	vnfH	AGU89250.1|Serratia_sp._1	1.7e-169	561.1	287
9948	Mise	nifH	vnfH	WP_190561702.1	1.7e-169	556.7	289
12361	Zehr	nifH	nifH	ABS65347.1|Xanthobacter_autotrophicus_1	1.7e-169	560.9	289
6463	Mise	nifH	vnfH	WP_113892793.1	1.7e-169	558.4	288
5607	Mise	nifH	nifH	WP_199395399.1	1.8e-169	558.1	286
6469	Mise	nifH	vnfH	WP_169145555.1	1.8e-169	558.3	288
9949	Mise	nifH	vnfH	WP_148759939.1	1.8e-169	556.6	282
6466	Mise	nifH	vnfH	WP_100918830.1	1.8e-169	558.3	287
6467	Mise	nifH	vnfH	WP_126996253.1	1.8e-169	558.3	288
13340	Zehr	nifH	vnfH	ABK43713.1|Magnetococcus_sp._1	1.8e-169	561.0	287
5609	Mise	nifH	nifH	WP_198289176.1	1.8e-169	558.1	288
6468	Mise	nifH	vnfH	WP_014247088.1	1.8e-169	558.3	288
5608	Mise	nifH	nifH	WP_110780135.1	1.8e-169	558.1	289
6470	Mise	nifH	vnfH	WP_111359696.1	1.8e-169	558.2	288
6471	Mise	nifH	vnfH	WP_200245964.1	1.9e-169	558.2	287
5611	Mise	nifH	nifH	WP_022557312.1	1.9e-169	558.0	288
5612	Mise	nifH	nifH	WP_184805620.1	1.9e-169	558.0	289
5610	Mise	nifH	nifH	WP_172261098.1	1.9e-169	558.0	288
1264	Buckley	nifH	vnfH	CP0006132_1	2e-169	560.9	288
5613	Mise	nifH	nifH	WP_062188556.1	2e-169	557.9	289
6472	Mise	nifH	vnfH	WP_193883645.1	2e-169	558.2	287
9950	Mise	nifH	vnfH	WP_084268130.1	2e-169	556.5	288
13341	Zehr	nifH	vnfH	ACJ01032.1|Rhodospirillum_centenum_1	2e-169	560.9	288
5614	Mise	nifH	nifH	WP_091193715.1	2e-169	557.9	288
9951	Mise	nifH	vnfH	WP_024519957.1	2.1e-169	556.4	288
5615	Mise	nifH	nifH	WP_095780066.1	2.1e-169	557.8	288
5616	Mise	nifH	nifH	WP_103220494.1	2.2e-169	557.8	289
6473	Mise	nifH	vnfH	WP_133822387.1	2.2e-169	558.0	287
4015	FunGene	nifH	vnfH	gi|21492761|ref|NP_659836.1|	2.2e-169	553.0	288
1265	Buckley	nifH	vnfH	CP0004711_1	2.2e-169	560.8	287
5618	Mise	nifH	nifH	WP_027555696.1	2.3e-169	557.7	289
5619	Mise	nifH	nifH	WP_037528680.1	2.3e-169	557.7	288
12363	Zehr	nifH	nifH	ACA17917.1|Methylobacterium_sp._1	2.3e-169	560.4	288
5617	Mise	nifH	nifH	WP_104518213.1	2.3e-169	557.7	289
5623	Mise	nifH	nifH	WP_036288926.1	2.4e-169	557.6	290
6476	Mise	nifH	vnfH	WP_206894880.1	2.4e-169	557.9	288
9953	Mise	nifH	vnfH	WP_085770883.1	2.4e-169	556.2	289
6475	Mise	nifH	vnfH	WP_038078010.1	2.4e-169	557.9	289
5620	Mise	nifH	nifH	WP_142883621.1	2.4e-169	557.7	290
5621	Mise	nifH	nifH	WP_148207338.1	2.4e-169	557.7	288
5622	Mise	nifH	nifH	WP_085011015.1	2.4e-169	557.6	285
9952	Mise	nifH	vnfH	WP_190952735.1	2.4e-169	556.2	289
656	Buckley	nifH	nifH	CP0009431_1	2.4e-169	560.4	288
6474	Mise	nifH	vnfH	WP_147711946.1	2.4e-169	557.9	287
6477	Mise	nifH	vnfH	WP_036278185.1	2.5e-169	557.8	286
9648	Mise	nifH	nifH	WP_095205384.1	2.5e-169	555.9	289
9954	Mise	nifH	vnfH	WP_096603061.1	2.5e-169	556.2	284
12364	Zehr	nifH	nifH	AGA91923.1|Thioflavicoccus_mobilis_1	2.5e-169	560.3	289
6478	Mise	nifH	vnfH	WP_045226862.1	2.6e-169	557.8	288
5624	Mise	nifH	nifH	WP_184806964.1	2.7e-169	557.5	289
6479	Mise	nifH	vnfH	WP_096589796.1	2.7e-169	557.7	289
657	Buckley	nifH	nifH	M32371_1	2.7e-169	560.3	287
5625	Mise	nifH	nifH	WP_127856387.1	2.7e-169	557.5	289
6480	Mise	nifH	vnfH	WP_076365267.1	2.8e-169	557.7	288
5626	Mise	nifH	nifH	WP_009762339.1	2.8e-169	557.5	288
6481	Mise	nifH	vnfH	WP_168503533.1	2.8e-169	557.7	279
6482	Mise	nifH	vnfH	WP_141376974.1	2.8e-169	557.6	288
12365	Zehr	nifH	nifH	ABB30904.1|Geobacter_metallireducens_1	2.8e-169	560.2	285
6483	Mise	nifH	vnfH	WP_034434636.1	2.9e-169	557.6	286
6485	Mise	nifH	vnfH	WP_091148925.1	3e-169	557.6	288
6484	Mise	nifH	vnfH	WP_097278677.1	3e-169	557.6	288
5627	Mise	nifH	nifH	WP_038507332.1	3e-169	557.3	288
9649	Mise	nifH	nifH	WP_011156939.1	3.1e-169	555.7	287
9956	Mise	nifH	vnfH	WP_011156939.1	3.1e-169	555.8	289
5630	Mise	nifH	nifH	WP_144734329.1	3.1e-169	557.3	289
5629	Mise	nifH	nifH	WP_177138454.1	3.1e-169	557.3	288
5628	Mise	nifH	nifH	WP_214298189.1	3.1e-169	557.3	286
9955	Mise	nifH	vnfH	WP_169217771.1	3.1e-169	555.9	288
5631	Mise	nifH	nifH	WP_078365407.1	3.2e-169	557.3	289
6487	Mise	nifH	vnfH	WP_184043750.1	3.2e-169	557.4	288
6486	Mise	nifH	vnfH	WP_059419395.1	3.2e-169	557.5	288
9957	Mise	nifH	vnfH	WP_188096697.1	3.2e-169	555.8	288
12366	Zehr	nifH	nifH	ACH39087.1|Geobacter_bemidjiensis_1	3.3e-169	559.9	286
6488	Mise	nifH	vnfH	WP_039743917.1	3.3e-169	557.4	286
5632	Mise	nifH	nifH	WP_008994714.1	3.3e-169	557.2	290
5633	Mise	nifH	nifH	WP_012222808.1	3.3e-169	557.2	289
6489	Mise	nifH	vnfH	WP_119632377.1	3.3e-169	557.4	288
6490	Mise	nifH	vnfH	WP_134076875.1	3.4e-169	557.4	288
5634	Mise	nifH	nifH	WP_075218236.1	3.4e-169	557.2	289
6492	Mise	nifH	vnfH	WP_087479239.1	3.5e-169	557.3	287
6491	Mise	nifH	vnfH	WP_119630334.1	3.5e-169	557.3	288
6493	Mise	nifH	vnfH	WP_201079207.1	3.6e-169	557.3	288
6494	Mise	nifH	vnfH	WP_101250570.1	3.6e-169	557.3	288
13342	Zehr	nifH	vnfH	ACC79194.1|Nostoc_punctiforme_1	3.6e-169	560.0	289
5635	Mise	nifH	nifH	WP_119859182.1	3.6e-169	557.1	290
9650	Mise	nifH	nifH	WP_025038662.1	3.6e-169	555.4	288
5636	Mise	nifH	nifH	WP_012346460.1	3.6e-169	557.1	289
5637	Mise	nifH	nifH	WP_108681252.1	3.7e-169	557.1	290
6496	Mise	nifH	vnfH	WP_066099558.1	3.7e-169	557.2	288
6495	Mise	nifH	vnfH	WP_184437621.1	3.7e-169	557.3	288
5638	Mise	nifH	nifH	WP_053552385.1	3.7e-169	557.0	285
6499	Mise	nifH	vnfH	WP_039285924.1	3.8e-169	557.2	287
6497	Mise	nifH	vnfH	WP_199388827.1	3.8e-169	557.2	286
1266	Buckley	nifH	vnfH	512909513802NC_010628_1	3.8e-169	560.0	289
12367	Zehr	nifH	nifH	ABK43713.1|Magnetococcus_sp._1	3.8e-169	559.7	289
12368	Zehr	nifH	nifH	ABE34499.1|Burkholderia_xenovorans_1	3.8e-169	559.7	289
6498	Mise	nifH	vnfH	WP_012333316.1	3.8e-169	557.2	288
658	Buckley	nifH	nifH	CP0002711_1	3.9e-169	559.7	289
12369	Zehr	nifH	nifH	ACM20925.1|Geobacter_sp._1	3.9e-169	559.7	286
5639	Mise	nifH	nifH	WP_111417281.1	3.9e-169	557.0	289
13343	Zehr	nifH	vnfH	AAK26105.1|unidentified_bacterium_1	4e-169	559.9	288
6500	Mise	nifH	vnfH	WP_172328123.1	4e-169	557.1	288
5640	Mise	nifH	nifH	WP_015930533.1	4e-169	557.0	288
5641	Mise	nifH	nifH	WP_027487430.1	4.1e-169	556.9	289
9958	Mise	nifH	vnfH	WP_096576042.1	4.1e-169	555.4	286
5642	Mise	nifH	nifH	WP_201246176.1	4.1e-169	556.9	289
6501	Mise	nifH	vnfH	WP_092811147.1	4.2e-169	557.1	288
1267	Buckley	nifH	vnfH	AF194084_1	4.2e-169	559.9	288
9961	Mise	nifH	vnfH	WP_080139688.1	4.2e-169	555.4	288
9960	Mise	nifH	vnfH	WP_196812786.1	4.2e-169	555.4	287
9959	Mise	nifH	vnfH	WP_163675331.1	4.2e-169	555.4	289
9962	Mise	nifH	vnfH	WP_015205670.1	4.3e-169	555.4	286
5643	Mise	nifH	nifH	WP_015740208.1	4.3e-169	556.8	289
6502	Mise	nifH	vnfH	WP_033159060.1	4.3e-169	557.0	286
5644	Mise	nifH	nifH	WP_055037707.1	4.4e-169	556.8	289
9651	Mise	nifH	nifH	WP_027534893.1	4.5e-169	555.1	289
6505	Mise	nifH	vnfH	WP_216127998.1	4.5e-169	557.0	287
6503	Mise	nifH	vnfH	WP_190882698.1	4.5e-169	557.0	289
6504	Mise	nifH	vnfH	WP_039727379.1	4.5e-169	557.0	280
12370	Zehr	nifH	nifH	EHR69902.1|Burkholderiales_bacterium_1	4.5e-169	559.5	289
9652	Mise	nifH	nifH	WP_074117092.1	4.6e-169	555.1	289
5645	Mise	nifH	nifH	WP_020202091.1	4.6e-169	556.7	289
9963	Mise	nifH	vnfH	WP_127052226.1	4.6e-169	555.3	289
4016	FunGene	nifH	vnfH	gi|209543735|ref|YP_002275964.1|	4.6e-169	552.0	288
9964	Mise	nifH	vnfH	WP_089130710.1	4.8e-169	555.2	286
6506	Mise	nifH	vnfH	WP_045868616.1	4.8e-169	556.9	288
5646	Mise	nifH	nifH	WP_017773469.1	4.9e-169	556.6	289
12371	Zehr	nifH	nifH	EFC65041.1|bacterium_S5_1	4.9e-169	559.4	287
5647	Mise	nifH	nifH	WP_176067910.1	4.9e-169	556.6	285
6507	Mise	nifH	vnfH	WP_080523749.1	5e-169	556.8	286
5648	Mise	nifH	nifH	WP_027147649.1	5e-169	556.6	288
9965	Mise	nifH	vnfH	WP_190720641.1	5e-169	555.2	280
6508	Mise	nifH	vnfH	WP_174710323.1	5.1e-169	556.8	289
9653	Mise	nifH	nifH	WP_013234820.1	5.1e-169	554.9	288
6509	Mise	nifH	vnfH	WP_008065016.1	5.1e-169	556.8	287
5649	Mise	nifH	nifH	WP_136510678.1	5.2e-169	556.6	288
6510	Mise	nifH	vnfH	WP_054357844.1	5.2e-169	556.8	288
6511	Mise	nifH	vnfH	WP_009540176.1	5.2e-169	556.8	288
12372	Zehr	nifH	nifH	CCB66847.1|Hyphomicrobium_sp._1	5.2e-169	559.3	289
5651	Mise	nifH	nifH	WP_089415738.1	5.3e-169	556.5	289
5650	Mise	nifH	nifH	WP_011737276.1	5.3e-169	556.5	285
9654	Mise	nifH	nifH	WP_213770893.1	5.3e-169	554.9	289
9966	Mise	nifH	vnfH	WP_137043015.1	5.3e-169	555.1	288
12373	Zehr	nifH	nifH	AAU90633.1|Methylococcus_capsulatus_1	5.4e-169	559.2	289
5652	Mise	nifH	nifH	WP_133865881.1	5.4e-169	556.5	289
9967	Mise	nifH	vnfH	WP_126089867.1	5.5e-169	555.0	288
6512	Mise	nifH	vnfH	WP_066098062.1	5.6e-169	556.7	286
5653	Mise	nifH	nifH	WP_040366539.1	5.6e-169	556.5	285
659	Buckley	nifH	nifH	AE0172822_1	5.6e-169	559.2	289
5654	Mise	nifH	nifH	WP_132569967.1	5.7e-169	556.4	288
9655	Mise	nifH	nifH	WP_003532770.1	5.7e-169	554.8	289
5655	Mise	nifH	nifH	WP_020677891.1	5.8e-169	556.4	286
6513	Mise	nifH	vnfH	WP_163097655.1	5.8e-169	556.6	288
5657	Mise	nifH	nifH	WP_027994067.1	5.9e-169	556.4	289
5656	Mise	nifH	nifH	WP_091676476.1	5.9e-169	556.4	289
6515	Mise	nifH	vnfH	WP_150060742.1	5.9e-169	556.6	288
6514	Mise	nifH	vnfH	WP_121428196.1	5.9e-169	556.6	287
12374	Zehr	nifH	nifH	EJW09446.1|Rhodovulum_sp._1	5.9e-169	559.1	289
5659	Mise	nifH	nifH	WP_069038340.1	6e-169	556.4	289
5658	Mise	nifH	nifH	WP_040971496.1	6e-169	556.4	288
6516	Mise	nifH	vnfH	WP_182942625.1	6e-169	556.6	288
9968	Mise	nifH	vnfH	WP_179051021.1	6e-169	554.9	285
3992	FunGene	nifH	nifH	gi|186474718|ref|YP_001863689.1|	6.2e-169	551.3	289
5660	Mise	nifH	nifH	WP_044415342.1	6.3e-169	556.3	290
11052	Mise	nifH	vnfH	WP_004675840.1	6.4e-169	553.0	288
5661	Mise	nifH	nifH	WP_011388765.1	6.4e-169	556.3	289
9969	Mise	nifH	vnfH	WP_078791107.1	6.4e-169	554.8	285
6517	Mise	nifH	vnfH	WP_069073115.1	6.4e-169	556.5	286
6518	Mise	nifH	vnfH	WP_107662511.1	6.5e-169	556.5	287
5663	Mise	nifH	nifH	WP_022850366.1	6.5e-169	556.2	286
5662	Mise	nifH	nifH	WP_066257627.1	6.5e-169	556.2	289
660	Buckley	nifH	nifH	FQ859181_1	6.5e-169	559.0	289
6519	Mise	nifH	vnfH	WP_100929798.1	6.6e-169	556.4	288
5664	Mise	nifH	nifH	WP_174625049.1	6.6e-169	556.2	289
12375	Zehr	nifH	nifH	CCJ08074.1|Methylocystis_sp._1	6.6e-169	558.9	289
661	Buckley	nifH	nifH	CP0004711_1	6.6e-169	559.0	287
13344	Zehr	nifH	vnfH	ABP70147.1|Rhodobacter_sphaeroides_1	6.7e-169	559.1	288
6521	Mise	nifH	vnfH	WP_132951047.1	6.8e-169	556.4	288
6520	Mise	nifH	vnfH	WP_104545041.1	6.8e-169	556.4	289
12376	Zehr	nifH	nifH	EEW25375.1|Rhodobacter_sp._1	6.9e-169	558.9	289
6522	Mise	nifH	vnfH	WP_109041643.1	7e-169	556.3	286
6523	Mise	nifH	vnfH	WP_099558078.1	7e-169	556.3	288
12377	Zehr	nifH	nifH	ADP71189.1|Rhodomicrobium_vannielii_1	7e-169	558.9	290
12378	Zehr	nifH	nifH	GAD03531.1|Agarivorans_albus_1	7.1e-169	558.8	289
662	Buckley	nifH	nifH	ACYY01000009_1	7.1e-169	558.9	289
1268	Buckley	nifH	vnfH	CP001150_1	7.2e-169	559.1	288
9656	Mise	nifH	nifH	WP_006609699.1	7.3e-169	554.4	288
5665	Mise	nifH	nifH	WP_006609655.1	7.3e-169	556.1	289
9657	Mise	nifH	nifH	WP_163675331.1	7.6e-169	554.4	287
5666	Mise	nifH	nifH	WP_040100152.1	7.7e-169	556.0	285
12379	Zehr	nifH	nifH	ACF03590.1|Rhodopseudomonas_palustris_1	7.8e-169	558.7	290
6524	Mise	nifH	vnfH	WP_073592976.1	7.8e-169	556.2	289
9970	Mise	nifH	vnfH	WP_193896344.1	7.9e-169	554.5	283
5667	Mise	nifH	nifH	WP_068802292.1	8e-169	556.0	289
6525	Mise	nifH	vnfH	WP_134181405.1	8.2e-169	556.1	288
12380	Zehr	nifH	nifH	ACK52517.1|Methylocella_silvestris_1	8.3e-169	558.6	289
6526	Mise	nifH	vnfH	WP_127029521.1	8.3e-169	556.1	286
5668	Mise	nifH	nifH	WP_027144886.1	8.3e-169	555.9	289
4017	FunGene	nifH	vnfH	gi|91778641|ref|YP_553849.1|	8.4e-169	551.1	288
663	Buckley	nifH	nifH	CP0012801_1	8.5e-169	558.6	289
9971	Mise	nifH	vnfH	WP_185586213.1	8.5e-169	554.4	285
6527	Mise	nifH	vnfH	WP_169161048.1	8.5e-169	556.1	288
6528	Mise	nifH	vnfH	WP_093360020.1	8.6e-169	556.1	288
6530	Mise	nifH	vnfH	WP_111346975.1	8.8e-169	556.0	288
4018	FunGene	nifH	vnfH	gi|158422665|ref|YP_001523957.1|	8.8e-169	551.1	288
9658	Mise	nifH	nifH	WP_184427658.1	8.8e-169	554.2	290
6529	Mise	nifH	vnfH	WP_201246176.1	8.8e-169	556.0	287
6532	Mise	nifH	vnfH	WP_158046206.1	9e-169	556.0	288
6531	Mise	nifH	vnfH	WP_148207338.1	9e-169	556.0	289
5669	Mise	nifH	nifH	WP_006199559.1	9e-169	555.8	289
12381	Zehr	nifH	nifH	AAA26316.1|Rhizobium_sp._1	9.1e-169	558.5	289
6533	Mise	nifH	vnfH	WP_040622284.1	9.1e-169	556.0	288
12382	Zehr	nifH	nifH	AEN14646.1|Leptospirillum_ferriphilum_1	9.2e-169	558.5	288
6534	Mise	nifH	vnfH	WP_012627797.1	9.2e-169	556.0	279
6535	Mise	nifH	vnfH	WP_107672413.1	9.3e-169	555.9	287
9972	Mise	nifH	vnfH	WP_027525675.1	9.3e-169	554.3	288
5670	Mise	nifH	nifH	WP_145734529.1	9.3e-169	555.7	288
664	Buckley	nifH	nifH	M16709_1	9.3e-169	558.5	289
6536	Mise	nifH	vnfH	WP_010995626.1	9.4e-169	555.9	287
6537	Mise	nifH	vnfH	WP_169139560.1	9.4e-169	555.9	287
9659	Mise	nifH	nifH	WP_063677049.1	9.4e-169	554.1	289
6538	Mise	nifH	vnfH	WP_173807438.1	9.5e-169	555.9	288
6539	Mise	nifH	vnfH	WP_194747557.1	9.6e-169	555.9	287
12383	Zehr	nifH	nifH	ABO58940.1|Burkholderia_vietnamiensis_1	9.8e-169	558.4	289
4019	FunGene	nifH	vnfH	gi|16520016|ref|NP_444136.1|	9.8e-169	550.9	288
5671	Mise	nifH	nifH	WP_012383484.1	9.9e-169	555.6	287
6540	Mise	nifH	vnfH	WP_141150239.1	9.9e-169	555.9	288
6541	Mise	nifH	vnfH	WP_216130992.1	9.9e-169	555.9	287
9973	Mise	nifH	vnfH	WP_013192381.1	1e-168	554.2	280
