ZehrID	ZehrSeq	NFixDBID	NFixDBSeq	PercIdentity	AlnLength	Mismatches	GapOpens	QueryStart	QueryEnd	SeqStart	SeqEnd	EValue	Score
ABZ83695.1|Heliobacterium_modesticaldum_1	nifH	NZ_AP018449.1_2668	vnfH	87	284	38	0	1	284	1	284	4.85e-166	1284
ACA17917.1|Methylobacterium_sp._1	nifH	CAJATU010000063.1_25	vnfH	92	299	23	1	1	299	1	298	1.94e-180	1391
ACA56432.1|Clostridium_botulinum_1	nifH	CP047880.1_1233	nflH	62	260	86	2	1	249	1	259	2.91e-97	785
ACA58711.1|Candidatus_Desulforudis_1	nifH	JAHFCR010000035.1_17	anfH	76	280	61	1	1	280	1	275	1.98e-143	1121
ACA79963.1|Mesorhizobium_sp._1	nifH	CAINOE010000073.1_13	vnfH	80	299	43	1	1	281	1	299	5.92e-154	1197
ACB33698.1|Leptothrix_cholodnii_1	nifH	PLZT01000187.1_7	vnfH	90	297	25	1	1	293	1	297	4.82e-178	1373
ACB37309.1|Ideonella_dechloratans_1	nifH	JAKAVW010000005.1_23	vnfH	57	290	12	2	1	177	1	290	4.13e-92	737
ACB38693.1|uncultured_bacterium_1	nifH	PMBV01000232.1_5	vnfH	52	227	33	3	1	153	1	226	2.45e-65	535
ACB71248.1|Rhizobium_tibeticum_1	nifH	JACRJB010000068.1_113	vnfH	66	296	30	2	1	226	1	296	3.83e-120	946
ACB94126.1|Beijerinckia_indica_1	nifH	NZ_AJTV01000023.1_11	vnfH	91	291	24	1	1	290	1	291	1.15e-175	1355
ACC76639.1|Burkholderia_phymatum_1	nifH	NZ_AJTV01000023.1_11	vnfH	88	293	33	1	1	293	1	291	2.51e-172	1331
ACC79194.1|Nostoc_punctiforme_1	nifH	LXQE01000125.1_187	vnfH	99	297	2	0	1	297	1	297	3.35e-195	1498
ACC79763.1|Nostoc_punctiforme_1	nifH	JABXKI010000170.1_15	vnfH	97	297	10	0	1	297	1	297	5.7e-190	1460
ACC84196.1|Nostoc_punctiforme_1	nifH	JAHHHH010000012.1_74	vnfH	88	326	34	2	1	321	1	326	1.5e-188	1454
ACD70282.1|uncultured_bacterium_1	nifH	PMBV01000232.1_5	vnfH	50	227	34	3	1	149	1	226	8.79e-60	494
ACD70283.1|uncultured_bacterium_1	nifH	PMBV01000232.1_5	vnfH	50	227	34	3	1	149	1	226	1.83e-60	499
ACD89768.1|Chlorobium_limicola_1	nifH	DNPP01000068.1_28	vnfH	85	274	42	0	1	274	1	274	1.35e-157	1221
ACD94376.1|Geobacter_lovleyi_1	nifH	PMCK01000495.1_5	vnfH	84	293	41	1	1	288	1	293	3.79e-163	1264
ACD94940.1|Geobacter_lovleyi_1	nifH	PMCK01000495.1_5	vnfH	81	293	50	1	1	288	1	293	8.05e-157	1218
ACE04669.1|Chlorobium_phaeobacteroides_1	nifH	DNPP01000068.1_28	vnfH	84	274	44	0	1	274	1	274	1.24e-156	1214
ACE82207.1|Rhizobium_mongolense_1	nifH	NZ_CP022253.1_2290	vnfH	79	293	29	2	1	260	1	293	2.17e-147	1147
ACF00152.1|Rhodopseudomonas_palustris_1	nifH	NZ_CP058907.1_1405	anfH	100	275	0	0	1	275	1	275	4.85e-185	1423
ACF01394.1|Rhodopseudomonas_palustris_1	nifH	JAEZKS010000250.1_8	nflH	55	318	114	2	1	290	1	316	4.56e-107	864
ACF01415.1|Rhodopseudomonas_palustris_1	nifH	JAEZKS010000250.1_8	nflH	60	317	99	3	1	289	1	316	1.62e-120	962
ACF03590.1|Rhodopseudomonas_palustris_1	nifH	JACRJB010000068.1_113	vnfH	96	298	9	2	1	298	1	296	1.15e-186	1436
ACF12015.1|Chlorobaculum_parvum_1	nifH	DNPP01000068.1_28	vnfH	83	274	46	0	1	274	1	274	1.24e-156	1214
ACF13499.1|Chloroherpeton_thalassium_1	nifH	DNPP01000068.1_28	vnfH	84	274	45	0	1	274	1	274	1.35e-157	1221
ACF14285.1|Chloroherpeton_thalassium_1	nifH	NC_011026.1_1869	anfH	83	274	0	1	1	228	1	274	1.65e-143	1117
ACF15257.1|Bradyrhizobium_sp._1	nifH	NZ_AJTV01000023.1_11	vnfH	76	291	20	2	1	241	1	291	7.08e-138	1076
ACF46645.1|Prosthecochloris_aestuarii_1	nifH	DNPP01000068.1_28	vnfH	83	274	47	0	1	274	1	274	5.54e-155	1202
ACF49113.1|Rhizobium_leguminosarum_1	nifH	JACRJB010000068.1_113	vnfH	67	296	31	2	1	229	1	296	5.21e-119	938
ACF49114.1|Rhizobium_leguminosarum_1	nifH	CAJATU010000063.1_25	vnfH	67	298	29	2	1	229	1	298	4.35e-120	946
ACF49123.1|Mesorhizobium_huakuii_1	nifH	CAINOE010000073.1_13	vnfH	68	299	28	2	1	230	1	299	1.12e-122	965
ACF75342.1|Bacillus_sp._1	nifH	PMBV01000232.1_5	vnfH	51	227	32	3	1	149	1	226	4.19e-62	511
ACG74424.1|Anaeromyxobacter_sp._1	nifH	PMCK01000495.1_5	vnfH	81	293	52	1	1	288	1	293	1.04e-159	1239
ACH39087.1|Geobacter_bemidjiensis_1	nifH	PMCK01000495.1_5	vnfH	82	293	48	1	1	289	1	293	6.19e-161	1248
ACH83478.1|Acidithiobacillus_ferrooxidans_1	nifH	JAKAVW010000005.1_23	vnfH	89	296	26	2	1	296	1	290	3.98e-173	1337
ACI11459.1|Klebsiella_pneumoniae_1	nifH	NZ_JACHXI010000010.1_82	vnfH	87	293	34	1	1	293	1	290	1.51e-170	1318
ACI21914.1|Thermodesulfovibrio_yellowstonii_1	nifH	NZ_AP018449.1_2668	vnfH	57	284	57	2	1	218	1	284	1.92e-97	779
ACI25836.1|uncultured_soil_1	nifH	JAKBJA010000175.1_7	vnfH	51	290	14	2	1	162	1	290	2.08e-76	621
ACI25844.1|uncultured_soil_1	nifH	JAKBJA010000175.1_7	vnfH	50	290	16	2	1	162	1	290	5.36e-76	618
ACI25853.1|uncultured_soil_1	nifH	PLZT01000187.1_7	vnfH	51	297	11	2	1	162	1	297	1.42e-77	630
ACI25882.1|uncultured_soil_1	nifH	NZ_AJTV01000023.1_11	vnfH	51	291	13	2	1	162	1	291	6.04e-77	625
ACI25909.1|uncultured_soil_1	nifH	JACRJB010000068.1_113	vnfH	50	296	15	2	1	162	1	296	7.54e-75	610
ACI25924.1|uncultured_soil_1	nifH	QKFD01000024.1_189	vnfH	51	259	18	2	1	149	1	259	4.29e-68	557
ACI25925.1|uncultured_soil_1	nifH	PLZT01000187.1_7	vnfH	51	297	12	2	1	162	1	297	2.41e-76	621
ACI25930.1|uncultured_soil_1	nifH	PLZT01000187.1_7	vnfH	52	297	9	2	1	162	1	297	2.37e-79	643
ACI25935.1|uncultured_soil_1	nifH	PQAN01000100.1_14	vnfH	50	292	15	2	1	162	1	292	4.58e-74	604
ACI25942.1|uncultured_soil_1	nifH	NZ_LGQZ01000027.1_123	vnfH	50	301	11	2	1	162	1	301	1.02e-76	624
ACI25947.1|uncultured_soil_1	nifH	QKFD01000024.1_189	vnfH	50	259	18	3	1	148	1	259	1.2e-65	539
ACI25951.1|uncultured_soil_1	nifH	PLZT01000187.1_7	vnfH	51	297	10	2	1	162	1	297	5.52e-78	633
ACI25962.1|uncultured_soil_1	nifH	QKFD01000024.1_189	vnfH	54	259	8	2	1	149	1	259	7.77e-74	599
ACI26004.1|uncultured_soil_1	nifH	JAKAVW010000005.1_23	vnfH	53	290	9	2	1	162	1	290	2.8e-79	642
ACI26034.1|uncultured_soil_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	53	275	18	2	1	163	1	275	1.56e-76	621
ACI26111.1|uncultured_soil_1	nifH	JAEULG010000277.1_10	vnfH	52	308	2	2	1	162	1	308	9.36e-81	654
ACI26119.1|uncultured_soil_1	nifH	PMBV01000232.1_5	vnfH	53	226	29	3	1	148	1	226	4.99e-64	525
ACI26132.1|uncultured_soil_1	nifH	NZ_AJTV01000023.1_11	vnfH	53	291	9	2	1	162	1	291	5.36e-79	640
ACI26150.1|uncultured_soil_1	nifH	PQAN01000100.1_14	vnfH	50	292	16	2	1	162	1	292	5.59e-76	618
ACI26157.1|uncultured_soil_1	nifH	QKFD01000024.1_189	vnfH	52	259	14	2	1	149	1	259	1.2e-71	583
ACI26160.1|uncultured_soil_1	nifH	NZ_CP022253.1_2290	vnfH	52	293	10	2	1	162	1	293	3.7e-78	634
ACI26161.1|uncultured_soil_1	nifH	NZ_AJTV01000023.1_11	vnfH	52	291	11	2	1	162	1	291	6.66e-78	632
ACI26174.1|uncultured_soil_1	nifH	JAKAVW010000005.1_23	vnfH	53	290	9	2	1	162	1	290	3.83e-79	641
ACI26176.1|uncultured_soil_1	nifH	PMBV01000232.1_5	vnfH	51	226	43	4	1	159	1	226	1.41e-61	508
ACI26177.1|uncultured_soil_1	nifH	NZ_AJTV01000023.1_11	vnfH	52	291	10	2	1	162	1	291	2.59e-78	635
ACI26182.1|uncultured_soil_1	nifH	PLZT01000187.1_7	vnfH	52	297	8	2	1	162	1	297	3.24e-79	642
ACI26185.1|uncultured_soil_1	nifH	PLZT01000187.1_7	vnfH	52	297	8	2	1	162	1	297	4.45e-79	641
ACI26188.1|uncultured_soil_1	nifH	CAIZGR010000378.1_10	vnfH	50	298	12	2	1	162	1	298	6.34e-76	618
ACI26194.1|uncultured_soil_1	nifH	PLZT01000187.1_7	vnfH	52	297	7	2	1	162	1	297	4.45e-79	641
ACI26206.1|uncultured_soil_1	nifH	PMBV01000232.1_5	vnfH	59	226	29	4	1	162	1	226	2.41e-72	587
ACI26208.1|uncultured_soil_1	nifH	QKFD01000024.1_189	vnfH	54	259	10	2	1	149	1	259	3.4e-72	587
ACI26220.1|uncultured_soil_1	nifH	PMBV01000232.1_5	vnfH	59	226	28	4	1	162	1	226	1.76e-72	588
ACI26224.1|uncultured_soil_1	nifH	JAKBJA010000175.1_7	vnfH	50	290	18	2	1	162	1	290	4.85e-75	611
ACI26230.1|uncultured_soil_1	nifH	PMBV01000232.1_5	vnfH	56	226	36	4	1	162	1	226	4.2e-68	556
ACI26240.1|uncultured_soil_1	nifH	CAIWTY010000013.1_26	vnfH	50	298	14	2	1	162	1	298	2.77e-74	606
ACI26241.1|uncultured_soil_1	nifH	QKFD01000024.1_189	vnfH	51	259	32	2	1	163	1	259	1.58e-70	576
ACI46147.1|Azorhizobium_doebereinerae_1	nifH	PMBV01000232.1_5	vnfH	57	226	27	3	1	155	1	226	6.39e-71	576
ACI58270.1|Rhizobium_leguminosarum_1	nifH	CAJATU010000063.1_25	vnfH	86	298	40	1	1	295	1	298	6.69e-166	1285
ACJ01032.1|Rhodospirillum_centenum_1	nifH	CAIZGR010000378.1_10	vnfH	90	300	26	2	1	299	1	298	2.84e-177	1368
ACJ24445.1|uncultured_Frankia_1	nifH	NZ_JACJRQ010000032.1_53	vnfH	51	297	29	2	1	181	1	297	7.27e-82	663
ACJ53724.1|uncultured_cyanobacterium_1	nifH	NZ_CP040272.1_833	vnfH	77	293	62	2	1	287	1	293	2.02e-145	1135
ACK52517.1|Methylocella_silvestris_1	nifH	PLZT01000187.1_7	vnfH	91	297	24	1	1	293	1	297	1.25e-177	1370
ACK70547.1|Cyanothece_sp._1	nifH	NZ_AJLK01000041.1_8	vnfH	76	303	61	2	1	299	1	295	1.85e-147	1151
ACL03220.1|Desulfatibacillum_alkenivorans_1	nifH	DNPP01000068.1_28	vnfH	82	274	48	0	1	274	1	274	3.12e-152	1182
ACL09552.1|Desulfovibrio_vulgaris_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	84	276	43	1	1	276	1	275	7.55e-154	1194
ACL15489.1|Methanosphaerula_palustris_1	nifH	NZ_CP009520.1_1474	nflH	77	306	62	3	1	299	1	304	9.13e-154	1204
ACL15621.1|Methanosphaerula_palustris_1	nifH	NC_011832.1_236	nflH	100	272	0	0	1	272	1	272	1.06e-180	1395
ACL15934.1|Methanosphaerula_palustris_1	nifH	NZ_UPPP01000074.1_60	vnfH	88	276	31	1	1	276	1	275	4.58e-163	1261
ACL19109.1|Desulfitobacterium_hafniense_1	nifH	NZ_AP018449.1_2668	vnfH	82	284	41	1	1	275	1	284	4.43e-153	1189
ACL35532.1|uncultured_bacterium_1	nifH	PMBV01000232.1_5	vnfH	52	226	20	2	1	138	1	226	2.28e-62	512
ACL35534.1|uncultured_bacterium_1	nifH	PMBV01000232.1_5	vnfH	50	226	26	2	1	138	1	226	6.55e-60	494
ACL35537.1|uncultured_bacterium_1	nifH	PMBV01000232.1_5	vnfH	54	226	16	2	1	138	1	226	8.86e-63	515
ACL44722.1|Cyanothece_sp._1	nifH	NZ_JAIVFR010000244.1_3	vnfH	86	298	40	1	1	298	1	297	1.4e-173	1341
ACL58883.1|Methylobacterium_nodulans_1	nifH	CAINOE010000073.1_13	vnfH	93	299	21	0	1	299	1	299	6.09e-182	1402
ACM03752.1|Rhodobacter_sphaeroides_1	nifH	NZ_SWJZ01000010.1_20	anfH	96	275	11	0	1	275	1	275	1.43e-178	1376
ACM20811.1|Geobacter_sp._1	nifH	JAEZKS010000250.1_8	nflH	61	320	92	4	1	292	1	316	1.92e-121	969
ACM20925.1|Geobacter_sp._1	nifH	PMCK01000495.1_5	vnfH	83	293	45	1	1	289	1	293	7.34e-163	1262
ACM66888.1|Mesorhizobium_amorphae_1	nifH	CAJATU010000063.1_25	vnfH	57	298	16	3	1	185	1	298	7.39e-94	751
ACM66890.1|Mesorhizobium_mediterraneum_1	nifH	CAINOE010000073.1_13	vnfH	57	299	15	3	1	185	1	299	2.14e-94	755
ACN13985.1|Desulfobacterium_autotrophicum_1	nifH	JAGYOT010000208.1_2	nflH	58	750	298	4	1	746	1	736	6.42e-292	2280
ACN14079.1|Desulfobacterium_autotrophicum_1	nifH	DNPP01000068.1_28	vnfH	69	274	51	2	1	241	1	274	1.75e-123	970
ACN96117.1|Cupriavidus_sp._1	nifH	PMBV01000232.1_5	vnfH	59	226	24	3	1	158	1	226	5.97e-76	613
ACO35781.1|Frankia_sp._1	nifH	NZ_JACJRQ010000032.1_53	vnfH	56	297	37	2	1	202	1	297	1.38e-95	765
ACO36743.1|uncultured_bacterium_1	nifH	JAKAVW010000005.1_23	vnfH	64	290	17	2	1	203	1	290	1.25e-109	867
ACO36745.1|uncultured_bacterium_1	nifH	NZ_AP018449.1_2668	vnfH	58	284	38	2	1	204	1	284	1.65e-96	771
ACO36746.1|uncultured_bacterium_1	nifH	NZ_JAGTUF010000021.1_45	vnfH	67	293	7	2	1	203	1	293	1.11e-114	904
ACO36750.1|uncultured_bacterium_1	nifH	JACDZG010000096.1_14	vnfH	67	293	8	2	1	204	1	293	1.97e-113	895
ACO36751.1|uncultured_bacterium_1	nifH	NZ_AP018449.1_2668	vnfH	60	284	33	2	1	204	1	284	6.15e-100	796
ACO36753.1|uncultured_bacterium_1	nifH	DBMP01000029.1_90	vnfH	66	274	23	2	1	204	1	274	3.61e-107	848
ACO36756.1|uncultured_bacterium_1	nifH	NZ_CP064782.1_76	vnfH	60	291	27	2	1	203	1	291	1.58e-101	808
ACO36758.1|uncultured_bacterium_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	64	275	28	2	1	204	1	275	3.37e-106	841
ACO36759.1|uncultured_bacterium_1	nifH	QKFD01000024.1_189	vnfH	61	259	21	1	1	178	1	259	5.53e-92	734
ACO36760.1|uncultured_bacterium_1	nifH	NZ_UPPP01000074.1_60	vnfH	64	275	27	2	1	202	1	275	3.65e-104	826
ACO36761.1|uncultured_bacterium_1	nifH	DNPP01000068.1_28	vnfH	62	274	35	2	1	204	1	274	2.87e-101	805
ACO36762.1|uncultured_bacterium_1	nifH	NZ_SSOD01000019.1_89	vnfH	67	295	6	2	1	204	1	295	2.46e-115	909
ACO36763.1|uncultured_bacterium_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	63	275	30	2	1	204	1	275	5.29e-104	825
ACO36764.1|uncultured_bacterium_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	65	275	26	2	1	204	1	275	2.95e-108	856
ACO37592.1|uncultured_bacterium_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	61	275	35	2	1	204	1	275	6.62e-103	817
ACO56894.1|Mesorhizobium_sp._1	nifH	CAINOE010000073.1_13	vnfH	71	299	31	2	1	244	1	299	1.55e-132	1038
ACO58677.1|Bradyrhizobium_sp._1	nifH	PLZT01000187.1_7	vnfH	72	297	23	2	1	238	1	297	3.53e-133	1042
ACQ92279.1|Tolumonas_auensis_1	nifH	NC_021149.1_128	vnfH	88	295	31	1	1	295	1	290	1.09e-173	1341
ACR12580.1|Teredinibacter_turnerae_1	nifH	NZ_SJZB01000053.1_50	vnfH	89	293	30	1	1	292	1	293	2.21e-174	1346
ACS31805.1|Micrococcus_luteus_1	nifH	PMJN01000197.1_5	nifH	53	392	102	8	1	315	1	388	2.38e-111	908
ACS78514.1|Desulfovibrio_salexigens_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	90	275	28	0	1	275	1	275	1.49e-165	1279
ACS84302.1|Dickeya_dadantii_1	nifH	NZ_JACHXI010000010.1_82	vnfH	88	293	32	1	1	293	1	290	1.3e-172	1333
ACS86387.1|Dickeya_dadantii_1	nifH	NZ_CM001857.1_2651	anfH	100	275	0	0	1	275	1	275	1.87e-185	1426
ACT67943.1|Mesorhizobium_sp._1	nifH	CAINOE010000073.1_13	vnfH	85	299	26	3	1	279	1	299	5.43e-161	1248
ACT67964.1|Mesorhizobium_plurifarium_1	nifH	CAINOE010000073.1_13	vnfH	84	299	24	2	1	275	1	299	4.47e-160	1241
ACT67967.1|Mesorhizobium_chacoense_1	nifH	CAINOE010000073.1_13	vnfH	63	299	17	2	1	205	1	299	5.21e-108	856
ACT67972.1|Bradyrhizobium_japonicum_1	nifH	PMBV01000232.1_5	vnfH	59	226	18	2	1	152	1	226	3.36e-75	607
ACT67975.1|Bradyrhizobium_japonicum_1	nifH	PMBV01000232.1_5	vnfH	59	226	18	2	1	152	1	226	3.36e-75	607
ACT67976.1|Bradyrhizobium_japonicum_1	nifH	DBMP01000029.1_90	vnfH	50	274	15	2	1	153	1	274	4.7e-71	580
ACT67980.1|Bradyrhizobium_japonicum_1	nifH	PMBV01000232.1_5	vnfH	50	227	38	3	1	153	1	226	5.16e-63	518
ACT67982.1|Bradyrhizobium_japonicum_1	nifH	DBMP01000029.1_90	vnfH	51	274	13	2	1	153	1	274	9.74e-72	585
ACT67988.1|Bradyrhizobium_japonicum_1	nifH	PMBV01000232.1_5	vnfH	55	227	27	3	1	152	1	226	8.26e-68	553
ACT67991.1|Bradyrhizobium_japonicum_1	nifH	DBMP01000029.1_90	vnfH	50	274	16	2	1	153	1	274	3.1e-70	574
ACT67993.1|Bradyrhizobium_japonicum_1	nifH	PMBV01000232.1_5	vnfH	50	227	39	3	1	153	1	226	7.91e-61	502
ACV37675.1|Candidatus_Accumulibacter_1	nifH	NZ_SSOD01000019.1_89	vnfH	90	302	23	1	1	302	1	295	4.66e-179	1381
ACX46632.1|Rhizobium_sp._1	nifH	CAINOE010000073.1_13	vnfH	55	299	23	2	1	187	1	299	7.49e-90	722
ACX47346.1|Mesorhizobium_sp._1	nifH	CAINOE010000073.1_13	vnfH	70	299	28	2	1	238	1	299	3.76e-126	991
ACX47347.1|Mesorhizobium_sp._1	nifH	CAINOE010000073.1_13	vnfH	71	299	28	2	1	239	1	299	4.61e-128	1005
ACX72742.1|Methanocaldococcus_vulcanius_1	nifH	NC_013407.1_882	nflH	100	277	0	0	1	277	1	277	1.92e-184	1423
ACX72939.1|Methanocaldococcus_vulcanius_1	nifH	JAGSYV010000023.1_39	anfH	70	228	64	1	1	228	1	223	4.7e-107	848
ACZ53841.1|uncultured_soil_1	nifH	PMBV01000232.1_5	vnfH	58	226	24	2	1	155	1	226	7.76e-73	590
ACZ53842.1|uncultured_soil_1	nifH	PMBV01000232.1_5	vnfH	56	226	28	2	1	155	1	226	1.2e-70	574
ACZ53843.1|uncultured_soil_1	nifH	PMBV01000232.1_5	vnfH	53	227	34	4	1	155	1	226	8.24e-64	524
ACZ53844.1|uncultured_soil_1	nifH	PMBV01000232.1_5	vnfH	52	226	38	2	1	155	1	226	2.9e-63	520
ACZ53846.1|uncultured_soil_1	nifH	PMBV01000232.1_5	vnfH	55	226	31	2	1	155	1	226	1.35e-68	559
ACZ53849.1|uncultured_soil_1	nifH	PMBV01000232.1_5	vnfH	52	226	37	2	1	155	1	226	1.89e-65	536
ACZ53852.1|uncultured_soil_1	nifH	PMBV01000232.1_5	vnfH	56	226	28	2	1	155	1	226	2.25e-70	572
ACZ53853.1|uncultured_soil_1	nifH	PMBV01000232.1_5	vnfH	57	226	25	3	1	154	1	226	3.31e-71	578
ACZ53854.1|uncultured_soil_1	nifH	NC_021149.1_128	vnfH	51	290	8	2	1	156	1	290	8.54e-76	616
ACZ53856.1|uncultured_soil_1	nifH	PMBV01000232.1_5	vnfH	58	226	23	3	1	154	1	226	4.54e-71	577
ACZ53859.1|uncultured_soil_1	nifH	PMBV01000232.1_5	vnfH	54	226	32	2	1	155	1	226	5.26e-69	562
ACZ53862.1|uncultured_soil_1	nifH	PMBV01000232.1_5	vnfH	57	226	26	2	1	155	1	226	1.32e-71	581
ACZ53864.1|uncultured_soil_1	nifH	PMBV01000232.1_5	vnfH	60	226	20	2	1	155	1	226	8.29e-77	619
ACZ53865.1|uncultured_soil_1	nifH	PMBV01000232.1_5	vnfH	55	226	31	2	1	155	1	226	4.77e-68	555
ACZ53866.1|uncultured_soil_1	nifH	PMBV01000232.1_5	vnfH	56	226	27	3	1	154	1	226	2.19e-70	572
ACZ53871.1|uncultured_soil_1	nifH	PMBV01000232.1_5	vnfH	54	226	34	2	1	155	1	226	2.04e-69	565
ACZ53872.1|uncultured_soil_1	nifH	NZ_JACJRU010000003.1_292	vnfH	50	296	8	2	1	155	1	296	4.62e-72	589
ACZ53873.1|uncultured_soil_1	nifH	NZ_JACJRU010000003.1_292	vnfH	50	296	8	2	1	155	1	296	5.1e-73	596
ACZ53876.1|uncultured_soil_1	nifH	PMBV01000232.1_5	vnfH	59	226	22	2	1	155	1	226	5e-75	606
ACZ53878.1|uncultured_soil_1	nifH	PMBV01000232.1_5	vnfH	62	226	16	2	1	155	1	226	6.65e-78	627
ACZ53881.1|uncultured_soil_1	nifH	PMBV01000232.1_5	vnfH	58	226	25	2	1	155	1	226	3.09e-70	571
ACZ53885.1|uncultured_soil_1	nifH	PMBV01000232.1_5	vnfH	58	228	21	6	1	155	1	226	3.48e-68	556
ACZ53889.1|uncultured_soil_1	nifH	NC_021149.1_128	vnfH	50	290	10	4	1	154	1	290	1.02e-71	586
ACZ53891.1|uncultured_soil_1	nifH	PMBV01000232.1_5	vnfH	58	226	23	2	1	155	1	226	5e-75	606
ACZ53892.1|uncultured_soil_1	nifH	PMBV01000232.1_5	vnfH	58	226	24	2	1	155	1	226	1.32e-71	581
ACZ53893.1|uncultured_soil_1	nifH	PMBV01000232.1_5	vnfH	51	226	39	2	1	155	1	226	9.11e-65	531
ACZ53897.1|uncultured_soil_1	nifH	PMBV01000232.1_5	vnfH	50	226	41	2	1	155	1	226	6.65e-65	532
ACZ53898.1|uncultured_soil_1	nifH	PMBV01000232.1_5	vnfH	57	226	26	2	1	155	1	226	1.46e-72	588
ACZ53901.1|uncultured_soil_1	nifH	PMBV01000232.1_5	vnfH	52	227	37	3	1	156	1	226	6.18e-64	525
ACZ53902.1|uncultured_soil_1	nifH	PMBV01000232.1_5	vnfH	57	230	20	10	1	155	1	226	6.02e-64	525
ACZ53903.1|uncultured_soil_1	nifH	PMBV01000232.1_5	vnfH	52	227	37	3	1	156	1	226	2.66e-65	535
ACZ53905.1|uncultured_soil_1	nifH	PMBV01000232.1_5	vnfH	54	226	33	2	1	155	1	226	3.09e-70	571
ACZ53906.1|uncultured_soil_1	nifH	PMBV01000232.1_5	vnfH	56	226	28	2	1	155	1	226	2.48e-71	579
ACZ53912.1|uncultured_soil_1	nifH	PMBV01000232.1_5	vnfH	50	226	41	2	1	155	1	226	4.47e-58	482
ACZ53913.1|uncultured_soil_1	nifH	PMBV01000232.1_5	vnfH	50	226	43	2	1	155	1	226	6.74e-62	510
ACZ53917.1|uncultured_soil_1	nifH	PMBV01000232.1_5	vnfH	50	226	41	2	1	155	1	226	2.34e-64	528
ACZ53919.1|uncultured_soil_1	nifH	PMBV01000232.1_5	vnfH	54	226	32	2	1	155	1	226	5.26e-69	562
ACZ53922.1|uncultured_soil_1	nifH	PMBV01000232.1_5	vnfH	57	226	25	3	1	154	1	226	8.31e-74	597
ACZ53924.1|uncultured_soil_1	nifH	PMBV01000232.1_5	vnfH	56	228	28	3	1	157	1	226	1.02e-71	582
ADB15082.1|Pirellula_staleyi_1	nifH	REEF01000542.1_7	nifH	70	280	84	1	1	279	1	280	9.09e-125	995
ADC47316.1|Methanobrevibacter_ruminantium_1	nifH	NC_013790.1_1456	nflH	100	267	0	0	1	267	1	267	3.67e-179	1383
ADC69956.1|Methanocaldococcus_sp._1	nifH	NC_013887.1_1302	nflH	100	279	0	0	1	279	1	279	1.23e-185	1432
ADC89059.1|Thermocrinis_albus_1	nifH	NZ_AJLK01000041.1_8	vnfH	61	296	41	4	1	223	1	295	2e-107	853
ADC90429.1|Clostridiales_genomosp._1	nifH	LGFT01000025.1_50	nflH	56	277	103	3	1	277	1	259	1.07e-92	754
ADC97878.1|Methylacidiphilum_fumariolicum_1	nifH	JAKBJA010000175.1_7	vnfH	83	297	44	1	1	297	1	290	4.25e-166	1286
ADD20940.1|Bradyrhizobium_japonicum_1	nifH	PQAN01000100.1_14	vnfH	74	292	21	2	1	236	1	292	1.58e-133	1044
ADD20946.1|Bradyrhizobium_lablabi_1	nifH	NZ_AJTV01000023.1_11	vnfH	72	291	30	2	1	239	1	291	2.65e-131	1028
ADE11119.1|Sideroxydans_lithotrophicus_1	nifH	NZ_SSOD01000019.1_89	vnfH	91	295	23	2	1	292	1	295	5.18e-176	1358
ADE36911.1|Methanohalophilus_mahii_1	nifH	NC_014002.1_1391	nflH	100	265	0	0	1	265	1	265	1.59e-174	1349
ADE55852.1|Coraliomargarita_akajimensis_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	86	276	37	1	1	276	1	275	1e-160	1244
ADE85966.1|Rhodobacter_capsulatus_1	nifH	NZ_JTEO01000006.1_247	nflH	56	300	119	3	1	290	1	297	3.84e-103	834
ADF27320.1|uncultured_microorganism_1	nifH	JAAXOC010000088.1_32	nflH	81	272	7	1	1	227	1	272	1.37e-138	1085
ADF27325.1|uncultured_microorganism_1	nifH	PQXF01000004.1_158	nflH	79	273	11	2	1	227	1	273	1.08e-135	1064
ADF27335.1|uncultured_microorganism_1	nifH	MZXQ01000108.1_2	nflH	84	269	3	1	1	229	1	269	3.11e-144	1126
ADG81557.1|Thermincola_potens_1	nifH	NC_021182.1_3330	vnfH	82	272	50	0	1	272	1	272	2.37e-150	1168
ADG91719.1|Arcobacter_nitrofigilis_1	nifH	QKFD01000024.1_189	vnfH	63	271	62	3	1	244	1	259	2.12e-100	801
ADH04346.1|uncultured_Frankia_1	nifH	NZ_JACJRQ010000032.1_53	vnfH	55	297	33	2	1	197	1	297	5.33e-94	753
ADH04348.1|uncultured_Frankia_1	nifH	NZ_JACJRQ010000032.1_53	vnfH	55	297	35	2	1	197	1	297	6.65e-93	745
ADH87119.1|Desulfurivibrio_alkaliphilus_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	91	275	26	0	1	275	1	275	1.28e-167	1294
ADI02873.1|Syntrophothermus_lipocalidus_1	nifH	JAHFCR010000035.1_17	anfH	87	275	35	0	1	275	1	275	1.47e-167	1296
