	GenomeID	nifH	nifD	nifK	vnfD	vnfH	vnfK	anfD	anfH	anfK	nflD	nflH	ChlN	ChIl	ChlB
1942	GB_GCA_013335405.1	JAAXVR010000032.1_21	JAAXVR010000032.1_18	JAAXVR010000032.1_17									JAAXVR010000004.1_48	JAAXVR010000004.1_50	JAAXVR010000004.1_49
1943	RS_GCF_000429485.1	NZ_KE386907.1_387	NZ_AUBY01000017.1_12	NZ_AUBY01000017.1_13											
1944	RS_GCF_000427625.1	NZ_KE386569.1_2235	NZ_KE386569.1_2080	NZ_KE386569.1_2079											
1945	RS_GCF_900197875.1	NZ_FZMO01000536.1_42	NZ_FZMO01000203.1_5	NZ_FZMO01000203.1_6											
1946	RS_GCF_000429505.1	NZ_AUBZ01000005.1_110	NZ_AUBZ01000007.1_110	NZ_AUBZ01000007.1_109											
1947	GB_GCA_013791855.1	VMTA01000019.1_63	VMTA01000004.1_19	VMTA01000004.1_20											
1948	GB_GCA_003054495.1	CP028514.1_2327	CP028514.1_2326	CP028514.1_2325											
1949	GB_GCA_016699695.1	CP065006.1_2993	CP065006.1_2996	CP065006.1_2997											
1950	GB_GCA_009908425.1	JAAAPF010000165.1_3	JAAAPF010000227.1_14	JAAAPF010000227.1_15									JAAAPF010000307.1_3	JAAAPF010000332.1_2	JAAAPF010000307.1_2
1951	RS_GCF_007828035.1	NZ_VITV01000004.1_393	NZ_VITV01000008.1_288	NZ_VITV01000008.1_287											
1952	GB_GCA_017622845.1	JAGAQJ010000047.1_103	JAGAQJ010000062.1_2	JAGAQJ010000062.1_3											
1953	RS_GCF_001655675.1	NZ_LYRP01000001.1_883	NZ_LYRP01000050.1_88	NZ_LYRP01000050.1_87											
1954	RS_GCF_009469605.1	NZ_SSXU01000026.1_2	NZ_SSXU01000034.1_17	NZ_SSXU01000034.1_18											
1955	GB_GCA_903920145.1	CAIXKV010000215.1_6	CAIXKV010000105.1_9	CAIXKV010000105.1_8	CAIXKV010000218.1_20	CAIXKV010000218.1_1	CAIXKV010000218.1_18								
1956	GB_GCA_003165295.1	PLTC01000033.1_6	PLTC01000098.1_15	PLTC01000294.1_3	PLTC01000098.1_9	PLTC01000087.1_1	PLTC01000098.1_7								
1957	GB_GCA_017963165.1	JAGCTZ010000201.1_9	JAGCTZ010000063.1_7	JAGCTZ010000222.1_25											
1958	GB_GCA_012033195.1	JAAUSQ010000230.1_7	JAAUSQ010000036.1_4	JAAUSQ010000036.1_3									JAAUSQ010000358.1_5	JAAUSQ010000003.1_3	JAAUSQ010000286.1_3
1959	GB_GCA_018261755.1	JAGTRJ010000029.1_9	JAGTRJ010000011.1_62	JAGTRJ010000011.1_63											
1960	GB_GCA_016235245.1	JACRLO010000038.1_60	JACRLO010000041.1_4	JACRLO010000041.1_3											
1961	GB_GCA_016215645.1	JACRIX010000057.1_7	JACRIX010000065.1_16	JACRIX010000065.1_2											
1962	RS_GCF_006175995.1	NZ_VDMB01000009.1_15	NZ_VDMB01000009.1_12	NZ_VDMB01000009.1_11											
1963	RS_GCF_011761565.1	NZ_JAASRM010000001.1_1498	NZ_JAASRM010000001.1_2485	NZ_JAASRM010000001.1_2486											
1964	GB_GCA_014874425.1	JACWAG010000209.1_9	JACWAG010000209.1_6	JACWAG010000209.1_5											
1965	GB_GCA_002319795.1	DCFU01000034.1_51	DCFU01000034.1_54	DCFU01000034.1_55											
1966	GB_GCA_902809985.1	CADDXC010000001.1_1569	CADDXC010000001.1_807	CADDXC010000001.1_808											
1967	RS_GCF_001509585.1	NZ_LNCI01000008.1_87	NZ_LNCI01000005.1_272	NZ_LNCI01000005.1_271											
1968	RS_GCF_003217325.1	NZ_QJTI01000012.1_92	NZ_QJTI01000004.1_173	NZ_QJTI01000004.1_172									NZ_QJTI01000010.1_131	NZ_QJTI01000010.1_134	NZ_QJTI01000010.1_132
1969	RS_GCF_000745485.1	NZ_JQJK01000014.1_11	NZ_JQJK01000015.1_206	NZ_JQJK01000015.1_205							NZ_JQJK01000017.1_87	NZ_KN050694.1_106			
1970	GB_GCA_013390565.1	JACATZ010000001.1_1870	JACATZ010000003.1_1633	JACATZ010000003.1_1632									JACATZ010000001.1_2116	JACATZ010000001.1_2114	JACATZ010000001.1_2115
1971	RS_GCF_003116015.1	NZ_LGQZ01000049.1_14	NZ_LGQZ01000027.1_122	NZ_LGQZ01000027.1_121	NZ_LGQZ01000083.1_36	NZ_LGQZ01000027.1_123	NZ_LGQZ01000083.1_38								
1972	GB_GCA_002421565.1	DIKC01000192.1_2	DIKC01000187.1_2	DIKC01000187.1_1											
1973	GB_GCA_902781895.1	CACZLA010000002.1_38	CACZLA010000015.1_30	CACZLA010000015.1_26											
1974	RS_GCF_000426545.1	NZ_AUFO01000007.1_294	NZ_AUFO01000017.1_23	NZ_AUFO01000017.1_24											
1975	GB_GCA_013334225.1	JAAXXY010000015.1_21	JAAXXY010000015.1_18	JAAXXY010000015.1_17				JAAXXY010000035.1_16	JAAXXY010000035.1_13	JAAXXY010000035.1_18			JAAXXY010000014.1_48	JAAXXY010000014.1_50	JAAXXY010000014.1_49
1976	RS_GCF_012940005.1	NZ_SPMX01000027.1_31	NZ_SPMX01000053.1_70	NZ_SPMX01000053.1_71											
1977	GB_GCA_900542575.1	UQOE01000004.1_134	UQOE01000004.1_136	UQOE01000004.1_137											
1978	GB_GCA_011332765.1	DTQL01000071.1_6	DTQL01000525.1_5	DTQL01000525.1_6											
1979	GB_GCA_903914615.1	CAIWPS010000163.1_4	CAIWPS010000536.1_4	CAIWPS010000536.1_5									CAIWPS010000081.1_14	CAIWPS010000402.1_3	CAIWPS010000402.1_5
1980	GB_GCA_902787365.1	CADAGC010000062.1_13	CADAGC010000127.1_2	CADAGC010000127.1_3											
1981	GB_GCA_002307185.1	DBTT01000046.1_83	DBTT01000046.1_80	DBTT01000046.1_79				DBTT01000042.1_9	DBTT01000042.1_12	DBTT01000042.1_7					
1982	GB_GCA_017483405.1	JAFUWP010000101.1_13	JAFUWP010000291.1_2	JAFUWP010000139.1_2											
1983	GB_GCA_008633435.1	RKSL01000116.1_1	RKSL01000116.1_4	RKSL01000116.1_5											
1984	RS_GCF_000169095.1	NZ_AAVU01000023.1_61	NZ_AAVU01000012.1_53	NZ_AAVU01000012.1_52									NZ_AAVU01000076.1_6	NZ_AAVU01000076.1_8	NZ_AAVU01000010.1_15
1985	RS_GCF_000260795.1	NZ_AJGU01000011.1_21	NZ_AJGU01000011.1_3	NZ_AJGU01000011.1_2											
1986	RS_GCF_900454495.1	NZ_UGSI01000002.1_39	NZ_UGSI01000001.1_1810	NZ_UGSI01000001.1_1809											
1987	GB_GCA_009908845.1	JAAAOQ010000003.1_15	JAAAOQ010000017.1_18	JAAAOQ010000017.1_17											
1988	RS_GCF_000143685.1	NC_014328.1_462	NC_014328.1_465	NC_014328.1_466											
1989	GB_GCA_902767115.1	CACXGK010000060.1_2	CACXGK010000234.1_2	CACXGK010000234.1_3											
1990	RS_GCF_015732285.1	NZ_WIQU01000042.1_25	NZ_WIQU01000042.1_28	NZ_WIQU01000042.1_29				NZ_WIQU01000056.1_13	NZ_WIQU01000056.1_12	NZ_WIQU01000056.1_15					
1991	RS_GCF_013376455.1	NZ_CP045504.1_3857	NZ_CP045504.1_3854	NZ_CP045504.1_3853				NZ_CP045504.1_2411	NZ_CP045504.1_2408	NZ_CP045504.1_2413					
1992	RS_GCF_014287795.1	NZ_JACOON010000001.1_24	NZ_JACOON010000004.1_94	NZ_JACOON010000003.1_264											
1993	RS_GCF_000017505.1	NC_009675.1_4594	NC_009675.1_3094	NC_009675.1_3093											
1994	GB_GCA_013823635.1	PNML01000049.1_10	PNML01000059.1_22	PNML01000059.1_23											
1995	GB_GCA_017997155.1	JAGOFO010000033.1_5	JAGOFO010000042.1_9	JAGOFO010000146.1_5											
1996	RS_GCF_900092655.1	NZ_FLUY01001710.1_6	NZ_FLUY01000417.1_1	NZ_FLUY01000103.1_3											
1997	GB_GCA_002307215.1	DBTU01000053.1_108	DBTU01000053.1_105	DBTU01000053.1_104											
1998	RS_GCF_008710135.1	NZ_VYKK01000009.1_18	NZ_VYKK01000021.1_18	NZ_VYKK01000021.1_19											
1999	GB_GCA_017509245.1	JAFWQC010000090.1_45	JAFWQC010000090.1_47	JAFWQC010000090.1_46											
2000	RS_GCF_008830225.1	NZ_WAIE01000001.1_513	NZ_WAIE01000001.1_516	NZ_WAIE01000001.1_517											
2001	RS_GCF_000260135.1	NZ_JH651384.1_3369	NZ_JH651384.1_4052	NZ_JH651384.1_4053											
2002	GB_GCA_018823175.1	JAHJIY010000006.1_61	JAHJIY010000006.1_58	JAHJIY010000006.1_57											
2003	RS_GCF_001017125.1	NZ_JXOJ01000004.1_147	NZ_JXOJ01000002.1_252	NZ_JXOJ01000002.1_257							NZ_JXOJ01000002.1_47	NZ_JXOJ01000002.1_251			
2004	RS_GCF_000341395.1	NC_020304.1_328	NC_020304.1_331	NC_020304.1_332											
2005	RS_GCF_004341165.1	NZ_SLZR01000011.1_40	NZ_SLZR01000012.1_21	NZ_SLZR01000012.1_20											
2006	RS_GCF_016106025.1	NZ_JABWGZ010000004.1_121	NZ_JABWGZ010000012.1_15	NZ_JABWGZ010000012.1_14											
2007	GB_GCA_003164305.1	PLSZ01000101.1_8	PLSZ01000284.1_1	PLSZ01000284.1_2											
2008	RS_GCF_006546985.1	NZ_VATK01000001.1_2	NZ_VATK01000011.1_32	NZ_VATK01000011.1_33											
2009	RS_GCF_000619925.1	NZ_JHVB01000007.1_83	NZ_JHVB01000007.1_105	NZ_JHVB01000007.1_106											
2010	GB_GCA_016716965.1	JADJUP010000005.1_170	JADJUP010000003.1_189	JADJUP010000003.1_188											
2011	RS_GCF_000021925.1	NC_011830.1_4100	NC_011830.1_1045	NC_011830.1_1046											
2012	GB_GCA_008080565.1	VIKE01000121.1_7	VIKE01000064.1_6	VIKE01000064.1_7											
2013	RS_GCF_001636565.1	NZ_LRTK01000058.1_16	NZ_LRTK01000011.1_60	NZ_LRTK01000011.1_61											
2014	GB_GCA_017446685.1	JAFSQI010000054.1_58	JAFSQI010000054.1_57	JAFSQI010000054.1_56											
2015	GB_GCA_016793635.1	JAEUMD010000020.1_56	JAEUMD010000008.1_311	JAEUMD010000008.1_310											
2016	RS_GCF_013393945.1	NZ_CP040303.1_10	NZ_CP040297.1_3475	NZ_CP040297.1_3430									NZ_CP040297.1_2926	NZ_CP040297.1_2928	NZ_CP040297.1_5544
2017	GB_GCA_011368045.1	DSXA01000055.1_85	DSXA01000019.1_61	DSXA01000019.1_62											
2018	RS_GCF_902806485.1	NZ_CADCWT010000202.1_5	NZ_CADCWT010000060.1_3	NZ_CADCWT010000060.1_4											
2019	GB_GCA_900319625.1	ONPD01000009.1_30	ONPD01000009.1_32	ONPD01000009.1_33											
2020	GB_GCA_017302815.1	JAFLCQ010000007.1_5	JAFLCQ010000007.1_6	JAFLCQ010000007.1_7											
2021	GB_GCA_002869145.1	PKTM01000011.1_206	PKTM01000026.1_23	PKTM01000026.1_22											
2022	RS_GCF_003046625.1	NZ_QAAD01000014.1_51	NZ_QAAD01000014.1_54	NZ_QAAD01000014.1_55											
2023	RS_GCF_004319545.1	NZ_CP036313.1_3063	NZ_CP036313.1_694	NZ_CP036313.1_3067											
2024	GB_GCA_002408085.1	DHQL01000018.1_134	DHQL01000018.1_131	DHQL01000018.1_130											
2025	GB_GCA_016278505.1	JADQBQ010000019.1_99	JADQBQ010000019.1_102	JADQBQ010000019.1_103											
2026	RS_GCF_000447295.1	NZ_ALVX01000008.1_8	NZ_KE650771.1_4041	NZ_KE650771.1_4032									NZ_KE650771.1_1228	NZ_KE650771.1_1230	NZ_KE650771.1_1118
2027	RS_GCF_900142515.1	NZ_FRBC01000015.1_47	NZ_FRBC01000015.1_46	NZ_FRBC01000015.1_45											
2028	RS_GCF_010206195.1	NZ_VIQT01000022.1_8	NZ_VIQT01000009.1_37	NZ_VIQT01000009.1_38											
2029	RS_GCF_900142375.1	NZ_FRAR01000012.1_92	NZ_FRAR01000012.1_95	NZ_FRAR01000012.1_96											
2030	GB_GCA_018822845.1	JAHJJD010000087.1_11	JAHJJD010000107.1_38	JAHJJD010000107.1_39											
2031	GB_GCA_018224385.1	JAGTVB010000240.1_18	JAGTVB010000061.1_9	JAGTVB010000061.1_8											
2032	RS_GCF_904848585.1	NZ_CAJHCR010000008.1_76	NZ_CAJHCR010000029.1_49	NZ_CAJHCR010000029.1_50											
2033	GB_GCA_016710335.1	JADJXQ010000024.1_102	JADJXQ010000026.1_54	JADJXQ010000026.1_53											
2034	GB_GCA_003676145.1	NAUB01000007.1_19	NAUB01000026.1_144	NAUB01000026.1_143											
2035	GB_GCA_017962415.1	JAGCVK010000081.1_19	JAGCVK010000081.1_5	JAGCVK010000081.1_4											
2036	GB_GCA_016215115.1	JACRLN010000017.1_28	JACRLN010000006.1_45	JACRLN010000006.1_46											
2037	RS_GCF_014132355.1	NZ_BLZO01000050.1_21	NZ_BLZO01000144.1_22	NZ_BLZO01000144.1_23									NZ_BLZO01000124.1_46	NZ_BLZO01000124.1_49	NZ_BLZO01000172.1_41
2038	RS_GCF_016653355.1	NZ_NHSK01000118.1_2	NZ_NHSK01000090.1_50	NZ_NHSK01000090.1_49									NZ_NHSK01000076.1_139	NZ_NHSK01000076.1_142	NZ_NHSK01000076.1_140
2039	GB_GCA_903952205.1	CAJBEZ010000070.1_9	CAJBEZ010000070.1_12	CAJBEZ010000070.1_13											
2040	GB_GCA_002869565.1	PKUJ01000033.1_19	PKUJ01000002.1_113	PKUJ01000002.1_114											
2041	RS_GCF_017309075.1	NZ_JAEMGS010000007.1_183	NZ_JAEMGS010000002.1_331	NZ_JAEMGS010000002.1_332											
2042	GB_GCA_903906695.1	CAIVLG010000088.1_14	CAIVLG010000099.1_35	CAIVLG010000099.1_36											
2043	GB_GCA_016218665.1	JACRDI010000026.1_83	JACRDI010000026.1_86	JACRDI010000026.1_87											
2044	RS_GCF_001469165.1	NZ_JABX01000054.1_3	NZ_JABX01000006.1_44	NZ_JABX01000006.1_43									NZ_JABX01000033.1_36	NZ_JABX01000033.1_33	NZ_JABX01000033.1_35
2045	RS_GCF_000179595.2	NZ_JH556659.1_645	NZ_JH556659.1_648	NZ_JH556659.1_649											
2046	GB_GCA_017449765.1	JAFTFE010000027.1_19	JAFTFE010000027.1_18	JAFTFE010000027.1_17											
2047	RS_GCF_002240415.1	NZ_CP020028.1_3028	NZ_CP020028.1_3986	NZ_CP020028.1_3985											
2048	GB_GCA_016124745.1	WGNC01000040.1_19	WGNC01000010.1_186	WGNC01000010.1_187											
2049	RS_GCF_000218875.1	NC_015709.1_599	NC_015709.1_1308	NC_015709.1_1307				NC_015709.1_963	NC_015709.1_964	NC_015709.1_961					
2050	GB_GCA_003249015.1	QBLS01000021.1_37	QBLS01000001.1_120	QBLS01000001.1_121									QBLS01000010.1_19	QBLS01000010.1_17	QBLS01000010.1_18
2051	GB_GCA_012511245.1	JAAZGM010000182.1_5	JAAZGM010000326.1_3	JAAZGM010000243.1_1							JAAZGM010000051.1_1	JAAZGM010000326.1_2			
2052	RS_GCF_001693515.2	NZ_CP042968.1_7896	NZ_CP042968.1_5136	NZ_CP042968.1_5135											
2053	RS_GCF_000422205.1	NZ_ATHV01000020.1_10	NZ_ATHV01000020.1_7	NZ_ATHV01000020.1_6											
2054	GB_GCA_006218025.1	VBWA01000011.1_17	VBWA01000043.1_3	VBWA01000043.1_4											
2055	GB_GCA_903932545.1	CAIZGT010000697.1_3	CAIZGT010000670.1_9	CAIZGT010000064.1_3									CAIZGT010000741.1_3	CAIZGT010000217.1_3	CAIZGT010000741.1_2
2056	GB_GCA_017986065.1	JAGNWJ010000049.1_18	JAGNWJ010000062.1_11	JAGNWJ010000062.1_10									JAGNWJ010000007.1_26	JAGNWJ010000007.1_29	JAGNWJ010000007.1_27
2057	RS_GCF_900102215.1	NZ_FNBG01000011.1_107	NZ_FNBG01000009.1_101	NZ_FNBG01000009.1_100				NZ_FNBG01000001.1_81	NZ_FNBG01000001.1_82	NZ_FNBG01000001.1_79					
2058	RS_GCF_003856525.1	NZ_RJVQ01000002.1_436	NZ_RJVQ01000007.1_46	NZ_RJVQ01000007.1_47											
2059	RS_GCF_001708965.1	NZ_LVJW01000007.1_80	NZ_LVJW01000003.1_1567	NZ_LVJW01000003.1_1566											
2060	RS_GCF_016056305.1	NZ_JAECZC010000076.1_3	NZ_JAECZC010000093.1_63	NZ_JAECZC010000015.1_44									NZ_JAECZC010000024.1_13	NZ_JAECZC010000024.1_11	NZ_JAECZC010000099.1_30
2061	GB_GCA_002428055.1	DIZY01000026.1_2	DIZY01000068.1_13	DIZY01000068.1_14											
2062	RS_GCF_000971475.1	NZ_DF967563.1_106	NZ_DF967527.1_143	NZ_DF967527.1_144											
2063	RS_GCF_003432035.1	NZ_QOHO01000025.1_83	NZ_QOHO01000025.1_80	NZ_QOHO01000025.1_79											
2064	GB_GCA_016789125.1	JAEUNU010000106.1_4	JAEUNU010000243.1_12	JAEUNU010000035.1_4											
2065	GB_GCA_903876445.1	CAIQZX010000140.1_22	CAIQZX010000182.1_37	CAIQZX010000182.1_38											
2066	GB_GCA_018261735.1	JAGTRM010000051.1_9	JAGTRM010000007.1_59	JAGTRM010000007.1_60											
2067	RS_GCF_000160055.1	NZ_GG698602.1_1175	NZ_GG698602.1_255	NZ_GG698602.1_254											
2068	RS_GCF_014698475.1	NZ_JACJTB010000003.1_67	NZ_JACJTB010000012.1_109	NZ_JACJTB010000012.1_108	NZ_JACJTB010000003.1_86	NZ_JACJTB010000003.1_166	NZ_JACJTB010000003.1_85						NZ_JACJTB010000006.1_19	NZ_JACJTB010000006.1_17	NZ_JACJTB010000059.1_23
2069	RS_GCF_000597725.1	NZ_JFBL01000007.1_40	NZ_JFBL01000001.1_70	NZ_JFBL01000001.1_69											
2070	GB_GCA_010692555.1	JAAHHG010000010.1_39	JAAHHG010000009.1_21	JAAHHG010000009.1_20									JAAHHG010000005.1_9	JAAHHG010000005.1_6	JAAHHG010000271.1_3
2071	GB_GCA_014189435.1	CP050293.1_6010	CP050295.1_549	CP050295.1_548											
2072	RS_GCF_000226255.1	NZ_AGFG01000060.1_111	NZ_AGFG01000060.1_114	NZ_AGFG01000060.1_115											
2073	GB_GCA_002431805.1	DJEE01000030.1_7	DJEE01000030.1_6	DJEE01000030.1_5											
2074	GB_GCA_900315345.1	OMYP01000026.1_20	OMYP01000004.1_161	OMYP01000006.1_47											
2075	RS_GCF_000021385.1	NC_011769.1_2652	NC_011769.1_2655	NC_011769.1_2656											
2076	RS_GCF_000970085.1	NZ_CP009506.1_3465	NZ_CP009506.1_3468	NZ_CP009506.1_3469				NZ_CP009506.1_3114	NZ_CP009506.1_3110	NZ_CP009506.1_3112	NZ_CP009506.1_3037	NZ_CP009506.1_1527			
2077	GB_GCA_017513085.1	JAFWDK010000010.1_23	JAFWDK010000010.1_25	JAFWDK010000010.1_26											
2078	GB_GCA_018433945.1	JAHDQF010000069.1_38	JAHDQF010000062.1_2	JAHDQF010000062.1_3											
2079	GB_GCA_017519155.1	JAFWSY010000008.1_8	JAFWSY010000008.1_4	JAFWSY010000008.1_5											
2080	GB_GCA_018268715.1	JAFDVZ010000014.1_135	JAFDVZ010000014.1_136	JAFDVZ010000014.1_137											
2081	RS_GCF_014174305.1	NZ_JABEQH010000020.1_57	NZ_JABEQH010000007.1_142	NZ_JABEQH010000007.1_141											
2082	RS_GCF_902833905.1	NZ_CADFGP010000004.1_52	NZ_CADFGP010000059.1_4	NZ_CADFGP010000059.1_3											
2083	RS_GCF_011682075.1	NZ_VSMK01000127.1_2	NZ_VSMK01000127.1_5	NZ_VSMK01000127.1_6											
2084	GB_GCA_001890975.1	MLAW01000023.1_30	MLAW01000023.1_33	MLAW01000023.1_34									MLAW01000055.1_7	MLAW01000055.1_5	MLAW01000002.1_9
2085	RS_GCF_003324485.1	NZ_QODK01000001.1_726	NZ_QODK01000005.1_205	NZ_QODK01000005.1_204											
2086	RS_GCF_000381065.1	NZ_KB905847.1_69	NZ_KB905847.1_72	NZ_KB905847.1_73				NZ_KB905840.1_19	NZ_KB905840.1_16	NZ_KB905840.1_21					
2087	GB_GCA_902799965.1	CADCCO010000138.1_4	CADCCO010000095.1_5	CADCCO010000095.1_6											
2088	RS_GCF_011064615.1	NZ_JAALJH010000074.1_8	NZ_JAALJH010000043.1_54	NZ_JAALJH010000043.1_53											
2089	GB_GCA_003247345.1	QJZS01000199.1_1	QJZS01000199.1_4	QJZS01000199.1_5											
2090	GB_GCA_903876685.1	CAIRBC010000458.1_23	CAIRBC010000355.1_8	CAIRBC010000355.1_7											
2091	GB_GCA_903789665.1	CAIFEX010000006.1_24	CAIFEX010000006.1_19	CAIFEX010000006.1_25											
2092	GB_GCA_009909005.1	JAAAOG010000217.1_49	JAAAOG010000158.1_7	JAAAOG010000158.1_8											
2093	GB_GCA_018262095.1	JAGTRW010000040.1_32	JAGTRW010000069.1_9	JAGTRW010000069.1_8											
2094	GB_GCA_002480565.1	DLCK01000088.1_21	DLCK01000088.1_20	DLCK01000088.1_19											
2095	RS_GCF_000231385.2	NC_018515.1_3743	NC_018515.1_3856	NC_018515.1_3855											
2096	RS_GCF_009711975.1	NZ_VIKW01000069.1_1	NZ_VIKW01000031.1_20	NZ_VIKW01000031.1_1									NZ_VIKW01000041.1_35	NZ_VIKW01000041.1_33	NZ_VIKW01000043.1_14
2097	GB_GCA_018825665.1	JAHJEG010000035.1_25	JAHJEG010000024.1_11	JAHJEG010000028.1_1											
2098	RS_GCF_000517065.1	NZ_KI912105.1_2466	NZ_KI912105.1_2469	NZ_KI912105.1_2470											
2099	RS_GCF_001664485.1	NZ_CP013630.1_4437	NZ_CP013633.1_255	NZ_CP013633.1_347											
2100	RS_GCF_004801255.1	NZ_CP036295.1_1118	NZ_CP036295.1_1115	NZ_CP036295.1_1114				NZ_CP036295.1_2437	NZ_CP036295.1_2440	NZ_CP036295.1_2435					
2101	GB_GCA_016209035.1	JACQWX010000101.1_19	JACQWX010000018.1_28	JACQWX010000018.1_27											
2102	GB_GCA_009724975.1	SRXB01000010.1_4	SRXB01000010.1_2	SRXB01000010.1_3											
2103	RS_GCF_000154565.1	NZ_DS544171.1_27	NZ_DS544185.1_155	NZ_DS544185.1_154											
2104	RS_GCF_002845745.1	NZ_PIUM01000044.1_22	NZ_PIUM01000041.1_20	NZ_PIUM01000010.1_29				NZ_PIUM01000009.1_79	NZ_PIUM01000009.1_80	NZ_PIUM01000009.1_77			NZ_PIUM01000018.1_49	NZ_PIUM01000018.1_46	NZ_PIUM01000018.1_48
2105	RS_GCF_000015585.1	NC_008789.1_488	NC_008789.1_280	NC_008789.1_279									NC_008789.1_1659	NC_008789.1_1656	NC_008789.1_1658
2106	RS_GCF_000739775.1	NZ_BBJH01000020.1_61	NZ_BBJH01000048.1_51	NZ_BBJH01000048.1_52											
2107	GB_GCA_017472145.1	JAFUQX010000058.1_148	JAFUQX010000058.1_146	JAFUQX010000058.1_145											
2108	GB_GCA_903929795.1	CAIYWC010000097.1_187	CAIYWC010000080.1_39	CAIYWC010000080.1_38											
2109	GB_GCA_003566995.1	PXBG01000112.1_2	PXBG01000112.1_5	PXBG01000112.1_6											
2110	RS_GCF_017351175.1	NZ_JAFMPN010000006.1_12	NZ_JAFMPN010000006.1_9	NZ_JAFMPN010000006.1_8											
2111	RS_GCF_009762775.1	NZ_CP046401.1_3147	NZ_CP046401.1_3150	NZ_CP046401.1_3151											
2112	GB_GCA_016841245.1	JAENZN010000005.1_115	JAENZN010000005.1_118	JAENZN010000005.1_119											
2113	GB_GCA_012523385.1	JAAYIO010000011.1_1	JAAYIO010000005.1_20	JAAYIO010000005.1_19							JAAYIO010000156.1_1	JAAYIO010000005.1_21			
2114	RS_GCF_018332455.1	NZ_BOPZ01000004.1_35	NZ_BOPZ01000004.1_32	NZ_BOPZ01000004.1_31											
2115	RS_GCF_014736495.1	NZ_MDUX01000033.1_24	NZ_MDUX01000005.1_12	NZ_MDUX01000005.1_13											
2116	GB_GCA_015231375.1	JADGBT010000001.1_96	JADGBT010000007.1_5	JADGBT010000007.1_4											
2117	RS_GCF_016919005.1	NZ_JAFFQE010000012.1_20	NZ_JAFFQE010000012.1_17	NZ_JAFFQE010000012.1_16											
2118	GB_GCA_003153875.1	PMBY01000474.1_20	PMBY01000248.1_9	PMBY01000248.1_8											
2119	GB_GCA_903871465.1	CAIQHB010000022.1_9	CAIQHB010000022.1_12	CAIQHB010000022.1_13							CAIQHB010000039.1_170	CAIQHB010000070.1_54			
2120	RS_GCF_003062295.1	NZ_PYCN01000019.1_67	NZ_PYCN01000050.1_3	NZ_PYCN01000050.1_2											
2121	RS_GCF_003985125.1	NZ_ML133567.1_395	NZ_ML133611.1_1	NZ_ML133611.1_2											
2122	RS_GCF_009877435.1	NZ_WXEX01000008.1_44	NZ_WXEX01000020.1_20	NZ_WXEX01000020.1_19				NZ_WXEX01000005.1_220	NZ_WXEX01000005.1_221	NZ_WXEX01000005.1_218			NZ_WXEX01000005.1_60	NZ_WXEX01000005.1_61	NZ_WXEX01000005.1_59
2123	RS_GCF_001420915.1	NZ_CP013021.1_1051	NZ_CP013021.1_350	NZ_CP013021.1_351											
2124	RS_GCF_000172795.2	NZ_CP020947.1_4223	NZ_CP020950.1_282	NZ_CP020950.1_281											
2125	RS_GCF_000828055.2	NZ_CP010523.2_214	NZ_CP010523.2_1672	NZ_CP010523.2_1671											
2126	GB_GCA_005843835.1	SZXZ01000084.1_1	SZXZ01000084.1_4	SZXZ01000084.1_5									SZXZ01000009.1_15	SZXZ01000009.1_17	SZXZ01000009.1_16
2127	GB_GCA_903842475.1	CAIMMA010000228.1_3	CAIMMA010000698.1_4	CAIMMA010000698.1_3											
2128	RS_GCF_000092045.1	NC_007761.1_4204	NC_004041.2_298	NC_004041.2_297											
2129	GB_GCA_004195305.1	SDWN01000275.1_2	SDWN01000811.1_4	SDWN01000811.1_5											
2130	GB_GCA_002742765.1	DLUF01000045.1_24	DLUF01000026.1_3	DLUF01000026.1_4											
2131	GB_GCA_000747625.2	JQDQ01000073.1_12	JQDQ01000073.1_15	JQDQ01000073.1_16											
2132	RS_GCF_001908375.1	NZ_CP017241.1_4083	NZ_CP017243.1_260	NZ_CP017243.1_365											
2133	RS_GCF_900177375.1	NZ_FWZU01000001.1_912	NZ_FWZU01000001.1_915	NZ_FWZU01000001.1_916											
2134	GB_GCA_017961385.1	JAGCXJ010000247.1_13	JAGCXJ010000247.1_11	JAGCXJ010000247.1_12											
2135	GB_GCA_016931575.1	JAFGEO010000164.1_11	JAFGEO010000164.1_8	JAFGEO010000164.1_7											
2136	GB_GCA_003252055.1	QKDP01000016.1_9	QKDP01000251.1_3	QKDP01000251.1_2											
2137	GB_GCA_013791885.1	VMSZ01000072.1_62	VMSZ01000021.1_12	VMSZ01000021.1_13											
2138	GB_GCA_903901335.1	CAIUQR010000122.1_22	CAIUQR010000122.1_19	CAIUQR010000122.1_18											
2139	GB_GCA_004796385.1	QZLD01000267.1_38	QZLD01000336.1_1	QZLD01000005.1_1											
2140	GB_GCA_003158735.1	PMLB01000246.1_13	PMLB01000408.1_1	PMLB01000454.1_2											
2141	RS_GCF_000013085.1	NC_007643.1_3672	NC_007643.1_1037	NC_007643.1_1038				NC_007643.1_1428	NC_007643.1_1429	NC_007643.1_1426			NC_007643.1_636	NC_007643.1_633	NC_007643.1_635
2142	GB_GCA_017392525.1	JAFOVD010000051.1_8	JAFOVD010000051.1_10	JAFOVD010000051.1_9											
