	Database	OrgGene	Gene	SeqID	EValue	Bitscore	AlnLength
3093	Buckley	nifH	vnfH	13962214AY603957_1	7.3e-121	402.4	242
16425	Mise	nifH	nflH	WP_011156939.1	7.3e-121	399.2	282
16424	Mise	nifH	nflH	WP_040140722.1	7.3e-121	399.2	279
23446	Zehr	nifH	nflH	ABC22196.1|Rhodospirillum_rubrum_1	7.3e-121	404.2	270
23447	Zehr	nifH	nflH	AAB36876.1|Frankia_sp._1	7.4e-121	404.1	277
213	Buckley	nifH	anfH	CP002292_1	7.5e-121	402.1	275
12956	Mise	nifH	nflH	WP_169139560.1	7.6e-121	400.9	278
12957	Mise	nifH	nflH	WP_078709045.1	7.6e-121	400.9	278
17923	Zehr	nifH	anfH	ADP71189.1|Rhodomicrobium_vannielii_1	7.6e-121	402.2	275
9125	Mise	nifH	anfH	WP_136494411.1	7.6e-121	399.0	275
17924	Zehr	nifH	anfH	EME68108.1|Magnetospirillum_sp._1	7.7e-121	402.2	276
12958	Mise	nifH	nflH	WP_055209654.1	7.7e-121	400.8	282
9126	Mise	nifH	anfH	WP_065969940.1	7.7e-121	398.9	274
12959	Mise	nifH	nflH	WP_176085668.1	7.9e-121	400.8	278
12960	Mise	nifH	nflH	WP_138333577.1	8e-121	400.8	278
9127	Mise	nifH	anfH	WP_027168916.1	8.1e-121	398.9	274
3788	Buckley	nifH	nflH	CP001312_1	8.2e-121	404.0	269
12962	Mise	nifH	nflH	WP_176854722.1	8.2e-121	400.7	280
12961	Mise	nifH	nflH	WP_028738197.1	8.2e-121	400.8	281
9128	Mise	nifH	anfH	WP_023712801.1	8.2e-121	398.8	274
16426	Mise	nifH	nflH	WP_124697823.1	8.3e-121	399.1	280
12963	Mise	nifH	nflH	WP_134076875.1	8.3e-121	400.7	277
9129	Mise	nifH	anfH	WP_074767882.1	8.6e-121	398.8	276
12965	Mise	nifH	nflH	WP_084579006.1	8.6e-121	400.7	275
12964	Mise	nifH	nflH	WP_141920538.1	8.6e-121	400.7	281
15114	Mise	nifH	anfH	WP_104507925.1	8.6e-121	397.1	274
16427	Mise	nifH	nflH	WP_199336337.1	8.6e-121	399.0	268
9130	Mise	nifH	anfH	WP_002729384.1	8.7e-121	398.8	276
23448	Zehr	nifH	nflH	ADE85966.1|Rhodobacter_capsulatus_1	8.7e-121	403.9	269
12966	Mise	nifH	nflH	WP_168336482.1	8.7e-121	400.7	279
12967	Mise	nifH	nflH	WP_063578012.1	8.7e-121	400.7	277
16428	Mise	nifH	nflH	WP_179037125.1	8.8e-121	399.0	280
12968	Mise	nifH	nflH	WP_007539047.1	8.9e-121	400.6	279
12969	Mise	nifH	nflH	WP_014236061.1	9e-121	400.6	279
16429	Mise	nifH	nflH	WP_113019563.1	9.1e-121	398.9	281
12970	Mise	nifH	nflH	WP_038528978.1	9.2e-121	400.6	281
12973	Mise	nifH	nflH	WP_169130728.1	9.2e-121	400.6	278
12972	Mise	nifH	nflH	WP_099590653.1	9.2e-121	400.6	276
12971	Mise	nifH	nflH	WP_076601595.1	9.2e-121	400.6	278
3094	Buckley	nifH	vnfH	AY445594_1	9.4e-121	402.0	244
12975	Mise	nifH	nflH	WP_111346975.1	9.4e-121	400.5	280
12974	Mise	nifH	nflH	WP_027278305.1	9.4e-121	400.6	283
12976	Mise	nifH	nflH	WP_091148925.1	9.6e-121	400.5	273
12978	Mise	nifH	nflH	WP_008065016.1	1e-120	400.4	272
12977	Mise	nifH	nflH	WP_012222808.1	1e-120	400.4	281
17925	Zehr	nifH	anfH	AGJ89746.1|Rhizobium_etli_1	1e-120	401.8	274
9131	Mise	nifH	anfH	WP_012555968.1	1e-120	398.5	275
215	Buckley	nifH	anfH	gi_192282182_1	1.1e-120	401.6	275
214	Buckley	nifH	anfH	AGSN01000002_1	1.1e-120	401.6	274
12979	Mise	nifH	nflH	WP_007636849.1	1.1e-120	400.4	279
17927	Zehr	nifH	anfH	ACF03590.1|Rhodopseudomonas_palustris_1	1.1e-120	401.6	275
17926	Zehr	nifH	anfH	EHH13995.1|Mesorhizobium_amorphae_1	1.1e-120	401.7	274
7465	FunGene	nifH	nflH	gi|83310673|ref|YP_420937.1|	1.1e-120	395.0	280
12980	Mise	nifH	nflH	WP_025812230.1	1.2e-120	400.2	282
12981	Mise	nifH	nflH	WP_167083296.1	1.2e-120	400.2	277
12982	Mise	nifH	nflH	WP_149468961.1	1.2e-120	400.2	281
22092	Zehr	nifH	vnfH	ACO35768.1|Frankia_sp._1	1.2e-120	401.7	198
12985	Mise	nifH	nflH	WP_124143224.1	1.2e-120	400.2	279
23450	Zehr	nifH	nflH	CAJ65436.1|Frankia_alni_1	1.2e-120	403.5	276
23449	Zehr	nifH	nflH	BAI60977.1|Methanocella_paludicola_1	1.2e-120	403.5	279
216	Buckley	nifH	anfH	NC_005296_1	1.2e-120	401.5	274
16430	Mise	nifH	nflH	WP_025038662.1	1.2e-120	398.5	275
12984	Mise	nifH	nflH	WP_044481478.1	1.2e-120	400.2	282
12983	Mise	nifH	nflH	WP_124154243.1	1.2e-120	400.2	279
12988	Mise	nifH	nflH	WP_018097454.1	1.3e-120	400.0	279
12987	Mise	nifH	nflH	WP_105375136.1	1.3e-120	400.0	279
7466	FunGene	nifH	nflH	gi|182677469|ref|YP_001831615.1|	1.3e-120	394.8	276
12986	Mise	nifH	nflH	WP_136692414.1	1.3e-120	400.1	276
3789	Buckley	nifH	nflH	ADGT01000052_1	1.3e-120	403.3	277
7467	FunGene	nifH	nflH	gi|128264|sp|P00463.1|NIFH_BRASP	1.3e-120	394.8	272
16431	Mise	nifH	nflH	WP_126089867.1	1.3e-120	398.4	278
15116	Mise	nifH	anfH	WP_021132958.1	1.3e-120	396.5	276
15115	Mise	nifH	anfH	WP_074766053.1	1.3e-120	396.6	276
17928	Zehr	nifH	anfH	EPY03425.1|Phaeospirillum_fulvum_1	1.3e-120	401.4	276
23452	Zehr	nifH	nflH	EHI97196.1|Clostridium_sp._1	1.3e-120	403.3	272
23451	Zehr	nifH	nflH	ABG53144.1|Trichodesmium_erythraeum_1	1.3e-120	403.3	282
217	Buckley	nifH	anfH	CP000283_1	1.3e-120	401.3	275
17929	Zehr	nifH	anfH	ABD05679.1|Rhodopseudomonas_palustris_1	1.4e-120	401.3	275
12989	Mise	nifH	nflH	WP_040622284.1	1.4e-120	400.0	284
12991	Mise	nifH	nflH	WP_110557306.1	1.4e-120	400.0	279
12992	Mise	nifH	nflH	WP_022557312.1	1.4e-120	399.9	279
12990	Mise	nifH	nflH	WP_116703141.1	1.4e-120	400.0	281
12993	Mise	nifH	nflH	WP_055750680.1	1.5e-120	399.9	276
3790	Buckley	nifH	nflH	NZ_AAVU01000012_1	1.5e-120	403.1	283
17930	Zehr	nifH	anfH	AAK65107.1|Sinorhizobium_meliloti_1	1.5e-120	401.2	275
23453	Zehr	nifH	nflH	BAH24186.1|Paenibacillus_abekawaensis_1	1.5e-120	403.2	277
12994	Mise	nifH	nflH	WP_055037707.1	1.5e-120	399.9	282
9132	Mise	nifH	anfH	WP_209882314.1	1.5e-120	398.0	275
23454	Zehr	nifH	nflH	ACF01394.1|Rhodopseudomonas_palustris_1	1.5e-120	403.1	271
219	Buckley	nifH	anfH	CP0007451_1	1.5e-120	401.2	217
218	Buckley	nifH	anfH	AE006469_1	1.5e-120	401.2	275
12998	Mise	nifH	nflH	WP_006540889.1	1.6e-120	399.8	277
12997	Mise	nifH	nflH	WP_127088134.1	1.6e-120	399.8	283
220	Buckley	nifH	anfH	1789AB191045_1	1.6e-120	401.1	246
16432	Mise	nifH	nflH	WP_010875130.1	1.6e-120	398.1	278
221	Buckley	nifH	anfH	ADVE01000002_1	1.6e-120	401.1	274
22093	Zehr	nifH	vnfH	ACI21914.1|Thermodesulfovibrio_yellowstonii_1	1.6e-120	401.3	218
12996	Mise	nifH	nflH	WP_101253241.1	1.6e-120	399.8	278
12995	Mise	nifH	nflH	WP_150458970.1	1.6e-120	399.8	277
17931	Zehr	nifH	anfH	ABR65168.1|Methanococcus_maripaludis_1	1.6e-120	401.1	217
17932	Zehr	nifH	anfH	EFX98811.1|Methylocystis_sp._1	1.6e-120	401.1	274
12999	Mise	nifH	nflH	WP_026616045.1	1.6e-120	399.7	279
17933	Zehr	nifH	anfH	BAD80886.1|Heliorestis_baculata_1	1.7e-120	401.1	246
13000	Mise	nifH	nflH	WP_013934597.1	1.7e-120	399.7	281
13001	Mise	nifH	nflH	WP_127191914.1	1.7e-120	399.7	281
13002	Mise	nifH	nflH	WP_014450550.1	1.7e-120	399.7	274
13003	Mise	nifH	nflH	WP_064254452.1	1.7e-120	399.7	279
17934	Zehr	nifH	anfH	EFH04962.1|Methylosinus_trichosporium_1	1.7e-120	401.1	274
3095	Buckley	nifH	vnfH	CP0011471_1	1.7e-120	401.1	218
222	Buckley	nifH	anfH	CP001189_1	1.7e-120	401.0	274
3791	Buckley	nifH	nflH	CP001150_1	1.7e-120	402.9	277
16433	Mise	nifH	nflH	WP_203457046.1	1.8e-120	397.9	279
3096	Buckley	nifH	vnfH	FJ745293_1	1.8e-120	401.1	188
223	Buckley	nifH	anfH	BA000012_1	1.8e-120	400.9	274
23456	Zehr	nifH	nflH	CAA39552.1|Methanosarcina_barkeri_1	1.8e-120	402.9	269
13004	Mise	nifH	nflH	WP_132542189.1	1.8e-120	399.6	277
23455	Zehr	nifH	nflH	ACM01736.1|Rhodobacter_sphaeroides_1	1.8e-120	402.9	277
17936	Zehr	nifH	anfH	NP_106489.1|Mesorhizobium_loti_1	1.8e-120	400.9	274
17935	Zehr	nifH	anfH	CAP54379.1|Gluconacetobacter_diazotrophicus_1	1.8e-120	401.0	274
13006	Mise	nifH	nflH	WP_012333316.1	1.9e-120	399.5	283
16434	Mise	nifH	nflH	WP_075788404.1	1.9e-120	397.8	277
3792	Buckley	nifH	nflH	AESD01000223_1	1.9e-120	402.7	272
13005	Mise	nifH	nflH	WP_076485403.1	1.9e-120	399.6	284
13008	Mise	nifH	nflH	WP_011665910.1	2e-120	399.5	279
13009	Mise	nifH	nflH	WP_184805620.1	2e-120	399.5	280
13007	Mise	nifH	nflH	WP_015437658.1	2e-120	399.5	279
3793	Buckley	nifH	nflH	AM236084_1	2e-120	402.7	279
23457	Zehr	nifH	nflH	EFA67824.1|Desulfovibrio_aespoeensis_1	2e-120	402.8	271
9133	Mise	nifH	anfH	WP_003581486.1	2.1e-120	397.5	275
22094	Zehr	nifH	vnfH	ACO35781.1|Frankia_sp._1	2.1e-120	400.9	201
13016	Mise	nifH	nflH	WP_069456691.1	2.1e-120	399.4	279
13015	Mise	nifH	nflH	WP_038507332.1	2.1e-120	399.4	276
224	Buckley	nifH	anfH	CP000463_2_1	2.1e-120	400.7	275
13014	Mise	nifH	nflH	WP_169258465.1	2.1e-120	399.4	278
225	Buckley	nifH	anfH	CP000230_1	2.1e-120	400.6	275
13010	Mise	nifH	nflH	WP_191659636.1	2.1e-120	399.4	277
13011	Mise	nifH	nflH	WP_132553346.1	2.1e-120	399.4	280
13012	Mise	nifH	nflH	WP_075218236.1	2.1e-120	399.4	279
13013	Mise	nifH	nflH	WP_022719163.1	2.1e-120	399.4	281
17937	Zehr	nifH	anfH	ABJ08453.1|Rhodopseudomonas_palustris_1	2.1e-120	400.7	275
3097	Buckley	nifH	vnfH	FJ477447_1	2.2e-120	400.8	198
13017	Mise	nifH	nflH	WP_040111861.1	2.2e-120	399.3	279
3794	Buckley	nifH	nflH	AF194084_1	2.2e-120	402.5	282
17938	Zehr	nifH	anfH	BAE50378.1|Magnetospirillum_magneticum_1	2.2e-120	400.7	276
16435	Mise	nifH	nflH	WP_060737955.1	2.2e-120	397.7	273
23458	Zehr	nifH	nflH	CAK10385.1|Rhizobium_leguminosarum_1	2.2e-120	402.6	279
13018	Mise	nifH	nflH	WP_027513822.1	2.2e-120	399.3	281
17939	Zehr	nifH	anfH	AAA26463.1|Rhodospirillum_rubrum_1	2.2e-120	400.6	275
9134	Mise	nifH	anfH	WP_027681601.1	2.2e-120	397.4	275
226	Buckley	nifH	anfH	CP000301_2_1	2.3e-120	400.5	275
16436	Mise	nifH	nflH	WP_138400501.1	2.3e-120	397.6	277
13019	Mise	nifH	nflH	WP_080615891.1	2.3e-120	399.3	277
13020	Mise	nifH	nflH	WP_180941993.1	2.3e-120	399.3	278
13021	Mise	nifH	nflH	WP_024318245.1	2.3e-120	399.3	281
13022	Mise	nifH	nflH	WP_184043750.1	2.3e-120	399.3	280
13023	Mise	nifH	nflH	WP_040140722.1	2.3e-120	399.2	279
17941	Zehr	nifH	anfH	AGJ89747.1|Rhizobium_tropici_1	2.4e-120	400.5	274
17940	Zehr	nifH	anfH	ABD89986.1|Rhodopseudomonas_palustris_1	2.4e-120	400.5	275
7468	FunGene	nifH	nflH	gi|209547092|ref|YP_002279010.1|	2.4e-120	393.9	278
13028	Mise	nifH	nflH	WP_173514450.1	2.4e-120	399.2	282
13027	Mise	nifH	nflH	WP_025336129.1	2.4e-120	399.2	277
13026	Mise	nifH	nflH	WP_121428196.1	2.4e-120	399.2	278
13029	Mise	nifH	nflH	WP_040971496.1	2.4e-120	399.2	282
16437	Mise	nifH	nflH	WP_024505261.1	2.4e-120	397.5	284
13025	Mise	nifH	nflH	WP_119632377.1	2.4e-120	399.2	278
13024	Mise	nifH	nflH	WP_044415342.1	2.4e-120	399.2	280
23460	Zehr	nifH	nflH	AAM02629.1|Methanopyrus_kandleri_1	2.4e-120	402.5	265
23459	Zehr	nifH	nflH	AAK26105.1|unidentified_bacterium_1	2.4e-120	402.5	282
13030	Mise	nifH	nflH	WP_132694348.1	2.5e-120	399.2	277
3795	Buckley	nifH	nflH	19792857AJ299453_1	2.5e-120	402.3	276
13031	Mise	nifH	nflH	WP_015930533.1	2.5e-120	399.1	283
13033	Mise	nifH	nflH	WP_169254812.1	2.6e-120	399.1	278
13032	Mise	nifH	nflH	WP_111417281.1	2.6e-120	399.1	284
9135	Mise	nifH	anfH	WP_003568322.1	2.7e-120	397.2	275
13034	Mise	nifH	nflH	WP_110780135.1	2.7e-120	399.0	282
23461	Zehr	nifH	nflH	CAC27791.1|Paenibacillus_durus_1	2.7e-120	402.3	276
13036	Mise	nifH	nflH	WP_127856387.1	2.8e-120	399.0	275
13035	Mise	nifH	nflH	WP_093360020.1	2.8e-120	399.0	278
9136	Mise	nifH	anfH	WP_025419091.1	2.8e-120	397.1	275
23462	Zehr	nifH	nflH	ABW16215.1|Frankia_sp._1	2.8e-120	402.2	278
17276	Mise	nifH	vnfH	WP_102373426.1	2.8e-120	393.6	272
13037	Mise	nifH	nflH	WP_045226862.1	2.9e-120	399.0	279
13039	Mise	nifH	nflH	WP_202213712.1	2.9e-120	398.9	278
13040	Mise	nifH	nflH	WP_014247088.1	2.9e-120	398.9	280
7469	FunGene	nifH	nflH	gi|158422665|ref|YP_001523957.1|	2.9e-120	393.6	279
16438	Mise	nifH	nflH	WP_068785332.1	2.9e-120	397.3	279
13038	Mise	nifH	nflH	WP_198420427.1	2.9e-120	398.9	274
16439	Mise	nifH	nflH	WP_003532770.1	3e-120	397.2	279
22095	Zehr	nifH	vnfH	AAB63257.1|Clostridium_cellobioparum_1	3e-120	400.4	274
9137	Mise	nifH	anfH	WP_170269791.1	3e-120	397.0	275
13042	Mise	nifH	nflH	WP_183927374.1	3.1e-120	398.8	279
9138	Mise	nifH	anfH	WP_041633387.1	3.1e-120	396.9	276
13041	Mise	nifH	nflH	WP_026610013.1	3.1e-120	398.9	274
13043	Mise	nifH	nflH	WP_124704039.1	3.1e-120	398.8	274
13045	Mise	nifH	nflH	WP_008029927.1	3.2e-120	398.8	277
13047	Mise	nifH	nflH	WP_172342934.1	3.2e-120	398.8	275
13046	Mise	nifH	nflH	WP_111359696.1	3.2e-120	398.8	282
13044	Mise	nifH	nflH	WP_027994067.1	3.2e-120	398.8	279
3796	Buckley	nifH	nflH	AP012320_1	3.2e-120	402.0	278
23463	Zehr	nifH	nflH	ABP70147.1|Rhodobacter_sphaeroides_1	3.3e-120	402.0	277
9139	Mise	nifH	anfH	WP_068503763.1	3.3e-120	396.9	276
13049	Mise	nifH	nflH	WP_041797500.1	3.4e-120	398.7	279
3797	Buckley	nifH	nflH	NC_003551_1	3.4e-120	401.9	265
13048	Mise	nifH	nflH	WP_042207944.1	3.4e-120	398.7	276
13050	Mise	nifH	nflH	WP_027688429.1	3.5e-120	398.7	280
13051	Mise	nifH	nflH	WP_067734406.1	3.6e-120	398.6	274
13052	Mise	nifH	nflH	WP_206864364.1	3.7e-120	398.6	279
13053	Mise	nifH	nflH	WP_011160152.1	3.7e-120	398.6	282
3798	Buckley	nifH	nflH	34874350U53363_1	3.8e-120	401.8	276
13056	Mise	nifH	nflH	WP_042462679.1	3.8e-120	398.5	277
13057	Mise	nifH	nflH	WP_109068582.1	3.8e-120	398.5	281
13055	Mise	nifH	nflH	WP_127300082.1	3.8e-120	398.6	278
13054	Mise	nifH	nflH	WP_027690712.1	3.8e-120	398.6	281
3799	Buckley	nifH	nflH	7211602X51500_1	3.9e-120	401.7	281
9140	Mise	nifH	anfH	WP_165049031.1	3.9e-120	396.6	274
7470	FunGene	nifH	nflH	gi|171058114|ref|YP_001790463.1|	3.9e-120	393.2	277
16440	Mise	nifH	nflH	WP_094891080.1	3.9e-120	396.8	274
16441	Mise	nifH	nflH	WP_046723620.1	4e-120	396.8	277
23464	Zehr	nifH	nflH	EIM30737.1|Microvirga_sp._1	4e-120	401.7	281
13059	Mise	nifH	nflH	WP_153206162.1	4.1e-120	398.4	273
23465	Zehr	nifH	nflH	AAB02342.1|Azospirillum_brasilense_1	4.1e-120	401.7	281
13058	Mise	nifH	nflH	WP_059043254.1	4.1e-120	398.4	280
3800	Buckley	nifH	nflH	NC_003552_1	4.1e-120	401.7	276
13061	Mise	nifH	nflH	WP_018292023.1	4.1e-120	398.4	278
13060	Mise	nifH	nflH	WP_110806937.1	4.1e-120	398.4	283
23466	Zehr	nifH	nflH	BAL23130.1|Azoarcus_sp._1	4.2e-120	401.7	278
13062	Mise	nifH	nflH	WP_216130992.1	4.2e-120	398.4	279
16442	Mise	nifH	nflH	WP_024519957.1	4.2e-120	396.7	272
13063	Mise	nifH	nflH	WP_033181225.1	4.3e-120	398.4	278
13065	Mise	nifH	nflH	WP_057741165.1	4.3e-120	398.4	277
13066	Mise	nifH	nflH	WP_093287058.1	4.3e-120	398.4	277
16004	Mise	nifH	vnfH	WP_197992827.1	4.3e-120	395.0	277
13064	Mise	nifH	nflH	WP_065413759.1	4.3e-120	398.4	277
16005	Mise	nifH	vnfH	WP_214435322.1	4.4e-120	394.9	275
3801	Buckley	nifH	nflH	CP0006132_1	4.4e-120	401.5	282
13067	Mise	nifH	nflH	WP_025397930.1	4.4e-120	398.3	277
16006	Mise	nifH	vnfH	WP_073644321.1	4.5e-120	394.9	275
16443	Mise	nifH	nflH	WP_157286127.1	4.5e-120	396.6	272
13068	Mise	nifH	nflH	WP_003563197.1	4.6e-120	398.3	278
13069	Mise	nifH	nflH	WP_170269791.1	4.6e-120	398.3	279
23467	Zehr	nifH	nflH	ACJ01032.1|Rhodospirillum_centenum_1	4.7e-120	401.5	282
13071	Mise	nifH	nflH	WP_009540176.1	4.8e-120	398.2	280
13072	Mise	nifH	nflH	WP_125403596.1	4.8e-120	398.2	279
13070	Mise	nifH	nflH	WP_205434803.1	4.8e-120	398.2	277
16444	Mise	nifH	nflH	WP_150038942.1	4.8e-120	396.5	282
17942	Zehr	nifH	anfH	ABM47382.1|Rhizobium_leguminosarum_1	4.9e-120	399.5	275
7471	FunGene	nifH	nflH	gi|121605244|ref|YP_982573.1|	4.9e-120	392.9	277
13074	Mise	nifH	nflH	WP_010875130.1	5e-120	398.1	278
23468	Zehr	nifH	nflH	EKB32362.1|Sutterella_wadsworthensis_1	5e-120	401.4	258
13073	Mise	nifH	nflH	WP_119859182.1	5e-120	398.1	280
17943	Zehr	nifH	anfH	EKF67409.1|Herbaspirillum_frisingense_1	5.2e-120	399.4	274
13075	Mise	nifH	nflH	WP_136510678.1	5.2e-120	398.1	279
16445	Mise	nifH	nflH	WP_190594180.1	5.3e-120	396.4	270
16446	Mise	nifH	nflH	WP_194475043.1	5.3e-120	396.4	272
13076	Mise	nifH	nflH	WP_190261418.1	5.3e-120	398.1	281
23469	Zehr	nifH	nflH	ACF00152.1|Rhodopseudomonas_palustris_1	5.3e-120	401.3	269
227	Buckley	nifH	anfH	19014921902346NC_009012_1	5.4e-120	399.3	240
16448	Mise	nifH	nflH	WP_092235830.1	5.4e-120	396.4	271
16447	Mise	nifH	nflH	WP_183232018.1	5.4e-120	396.4	270
7472	FunGene	nifH	nflH	gi|186474718|ref|YP_001863689.1|	5.4e-120	392.7	277
13077	Mise	nifH	nflH	WP_036623760.1	5.6e-120	398.0	283
13078	Mise	nifH	nflH	WP_169115505.1	5.6e-120	398.0	272
16449	Mise	nifH	nflH	WP_080139688.1	5.7e-120	396.3	272
3098	Buckley	nifH	vnfH	FJ477429_1	5.7e-120	399.4	197
13079	Mise	nifH	nflH	WP_173520875.1	5.8e-120	397.9	279
13080	Mise	nifH	nflH	WP_071085365.1	5.9e-120	397.9	278
3802	Buckley	nifH	nflH	CT573213_1	5.9e-120	401.1	275
13081	Mise	nifH	nflH	WP_039390847.1	5.9e-120	397.9	274
16450	Mise	nifH	nflH	WP_194392728.1	6e-120	396.2	275
3099	Buckley	nifH	vnfH	EF512288_1	6e-120	399.4	190
13082	Mise	nifH	nflH	WP_214199046.1	6.1e-120	397.9	274
22096	Zehr	nifH	vnfH	ABP49170.1|Bradyrhizobium_liaoningense_1	6.2e-120	399.4	190
17944	Zehr	nifH	anfH	ACS59148.1|Rhizobium_leguminosarum_1	6.2e-120	399.2	275
3101	Buckley	nifH	vnfH	U59414_1	6.3e-120	399.3	273
17945	Zehr	nifH	anfH	ABM47392.1|Rhizobium_leguminosarum_1	6.3e-120	399.2	275
3100	Buckley	nifH	vnfH	FJ347426_1	6.3e-120	399.3	195
228	Buckley	nifH	anfH	AP007255_1	6.5e-120	399.1	274
13083	Mise	nifH	nflH	WP_183455206.1	6.6e-120	397.8	282
13084	Mise	nifH	nflH	WP_126537809.1	6.7e-120	397.7	279
13085	Mise	nifH	nflH	WP_090885364.1	6.7e-120	397.7	276
16451	Mise	nifH	nflH	WP_197952382.1	6.8e-120	396.0	271
229	Buckley	nifH	anfH	FR695868_1	6.9e-120	399.0	241
13087	Mise	nifH	nflH	WP_139557892.1	6.9e-120	397.7	275
13086	Mise	nifH	nflH	WP_085555032.1	6.9e-120	397.7	282
23470	Zehr	nifH	nflH	AEN14646.1|Leptospirillum_ferriphilum_1	7.1e-120	400.9	276
17946	Zehr	nifH	anfH	CBX26830.1|uncultured_Desulfobacterium_1	7.3e-120	399.0	241
3803	Buckley	nifH	nflH	2NC_005296_1	7.3e-120	400.8	268
13088	Mise	nifH	nflH	WP_172328123.1	7.3e-120	397.6	279
13089	Mise	nifH	nflH	WP_068802292.1	7.3e-120	397.6	276
3102	Buckley	nifH	vnfH	FJ347446_1	7.4e-120	399.1	195
13090	Mise	nifH	nflH	WP_138400501.1	7.4e-120	397.6	277
13091	Mise	nifH	nflH	WP_148628961.1	7.4e-120	397.6	274
16453	Mise	nifH	nflH	WP_128916295.1	7.5e-120	395.9	271
16452	Mise	nifH	nflH	WP_188096697.1	7.5e-120	395.9	275
13092	Mise	nifH	nflH	WP_028534981.1	7.5e-120	397.6	275
13093	Mise	nifH	nflH	WP_011474866.1	7.7e-120	397.5	280
13094	Mise	nifH	nflH	WP_011439868.1	7.7e-120	397.5	282
3804	Buckley	nifH	nflH	AF167538_1	7.8e-120	400.7	281
13095	Mise	nifH	nflH	WP_125004355.1	7.8e-120	397.5	280
13097	Mise	nifH	nflH	WP_039285924.1	8.1e-120	397.5	274
13096	Mise	nifH	nflH	WP_095489375.1	8.1e-120	397.5	284
16454	Mise	nifH	nflH	WP_026016315.1	8.1e-120	395.8	275
13098	Mise	nifH	nflH	WP_044431865.1	8.2e-120	397.4	282
13099	Mise	nifH	nflH	WP_192178564.1	8.2e-120	397.4	279
13100	Mise	nifH	nflH	WP_216127998.1	8.3e-120	397.4	276
3805	Buckley	nifH	nflH	JN021929_1	8.3e-120	400.6	279
3806	Buckley	nifH	nflH	CP003153_1	8.3e-120	400.6	279
13101	Mise	nifH	nflH	WP_151046811.1	8.4e-120	397.4	279
13102	Mise	nifH	nflH	WP_098107168.1	8.5e-120	397.4	274
17947	Zehr	nifH	anfH	CCG41896.1|Phaeospirillum_molischianum_1	8.5e-120	398.7	276
9141	Mise	nifH	anfH	WP_071094674.1	8.6e-120	395.5	274
13103	Mise	nifH	nflH	WP_120708977.1	8.6e-120	397.4	280
13104	Mise	nifH	nflH	WP_098740339.1	8.7e-120	397.4	280
23471	Zehr	nifH	nflH	AEQ16446.1|Rhizobium_sp._1	8.7e-120	400.6	279
23472	Zehr	nifH	nflH	EGW62911.1|Dechlorosoma_suillum_1	8.8e-120	400.6	279
13105	Mise	nifH	nflH	WP_163547956.1	8.8e-120	397.3	272
16455	Mise	nifH	nflH	WP_137043015.1	9.1e-120	395.6	276
7473	FunGene	nifH	nflH	gi|83592346|ref|YP_426098.1|	9.2e-120	392.0	279
13106	Mise	nifH	nflH	WP_201413706.1	9.4e-120	397.2	284
13107	Mise	nifH	nflH	WP_184878144.1	9.5e-120	397.2	279
16457	Mise	nifH	nflH	WP_091956652.1	9.5e-120	395.6	272
16456	Mise	nifH	nflH	WP_027525675.1	9.5e-120	395.6	277
13108	Mise	nifH	nflH	WP_112131154.1	9.6e-120	397.2	282
3807	Buckley	nifH	nflH	CP001189_1	9.6e-120	400.4	281
13109	Mise	nifH	nflH	WP_138464797.1	9.7e-120	397.2	278
16458	Mise	nifH	nflH	WP_013234820.1	9.7e-120	395.5	269
13111	Mise	nifH	nflH	WP_026611668.1	9.7e-120	397.2	278
13112	Mise	nifH	nflH	WP_003532770.1	9.7e-120	397.2	279
3808	Buckley	nifH	nflH	AEWJ01000022_1	9.7e-120	400.4	272
13110	Mise	nifH	nflH	WP_132951047.1	9.7e-120	397.2	277
17948	Zehr	nifH	anfH	ACI58270.1|Rhizobium_leguminosarum_1	9.9e-120	398.5	275
3809	Buckley	nifH	nflH	HQ670655_1	9.9e-120	400.4	279
3103	Buckley	nifH	vnfH	FJ477442_1	1e-119	398.6	200
16459	Mise	nifH	nflH	WP_029555901.1	1e-119	395.5	275
16460	Mise	nifH	nflH	WP_122406910.1	1e-119	395.4	271
13114	Mise	nifH	nflH	WP_126996253.1	1e-119	397.1	282
13113	Mise	nifH	nflH	WP_092419747.1	1e-119	397.2	278
23475	Zehr	nifH	nflH	AEW16329.1|Rhizobium_sp._1	1e-119	400.4	279
23474	Zehr	nifH	nflH	EGD60366.1|Novosphingobium_nitrogenifigens_1	1e-119	400.4	272
23473	Zehr	nifH	nflH	CAP54379.1|Gluconacetobacter_diazotrophicus_1	1e-119	400.4	281
7474	FunGene	nifH	nflH	gi|218667119|ref|YP_002425950.1|	1e-119	391.8	273
16461	Mise	nifH	nflH	WP_126261664.1	1.1e-119	395.4	271
13117	Mise	nifH	nflH	WP_023493535.1	1.1e-119	397.0	281
16462	Mise	nifH	nflH	WP_197967803.1	1.1e-119	395.4	273
13116	Mise	nifH	nflH	WP_018637090.1	1.1e-119	397.0	278
3810	Buckley	nifH	nflH	gi_316941978_1	1.1e-119	400.3	269
17277	Mise	nifH	vnfH	WP_102380210.1	1.1e-119	391.7	271
13115	Mise	nifH	nflH	WP_153750180.1	1.1e-119	397.1	277
16463	Mise	nifH	nflH	WP_076828300.1	1.2e-119	395.3	271
13118	Mise	nifH	nflH	WP_119630334.1	1.2e-119	396.9	278
