	Database	OrgGene	Gene	SeqID	EValue	Bitscore	AlnLength
20276	Mise	nifH	anfH	WP_073538098.1	9.7e-138	453.1	274
28509	Zehr	nifH	vnfH	ADK15411.1|Clostridium_ljungdahlii_1	9.8e-138	458.2	275
10518	Mise	nifH	anfH	WP_117416642.1	1e-137	454.6	274
15491	Mise	nifH	vnfH	WP_043581909.1	1e-137	454.8	275
15490	Mise	nifH	vnfH	WP_174406824.1	1e-137	454.8	277
21787	Mise	nifH	vnfH	WP_073538086.1	1e-137	453.2	274
10519	Mise	nifH	anfH	WP_170824259.1	1e-137	454.6	274
21988	Mise	nifH	anfH	WP_026760242.1	1.1e-137	450.7	273
22341	Mise	nifH	nflH	WP_048202013.1	1.1e-137	453.1	275
10520	Mise	nifH	anfH	WP_216106465.1	1.1e-137	454.5	274
10521	Mise	nifH	anfH	WP_196605719.1	1.1e-137	454.5	274
19106	Mise	nifH	nflH	WP_013799550.1	1.1e-137	455.2	287
22677	Zehr	nifH	anfH	ABR32810.1|Clostridium_beijerinckii_1	1.2e-137	457.7	274
19107	Mise	nifH	nflH	WP_013799344.1	1.2e-137	455.1	283
21989	Mise	nifH	anfH	WP_090012327.1	1.2e-137	450.7	274
4131	Buckley	nifH	vnfH	CP0016291_1	1.2e-137	457.8	276
22292	Mise	nifH	vnfH	WP_072977618.1	1.2e-137	450.8	279
10522	Mise	nifH	anfH	WP_012064614.1	1.2e-137	454.3	272
15492	Mise	nifH	vnfH	WP_128693519.1	1.2e-137	454.6	273
15493	Mise	nifH	vnfH	WP_026881936.1	1.2e-137	454.6	273
20277	Mise	nifH	anfH	WP_196602979.1	1.2e-137	452.8	274
22342	Mise	nifH	nflH	WP_010870393.1	1.3e-137	452.9	273
10523	Mise	nifH	anfH	WP_171295488.1	1.3e-137	454.2	274
10526	Mise	nifH	anfH	WP_006523084.1	1.3e-137	454.2	274
10525	Mise	nifH	anfH	WP_066649726.1	1.3e-137	454.2	274
15494	Mise	nifH	vnfH	WP_073041678.1	1.3e-137	454.5	276
15495	Mise	nifH	vnfH	WP_015616538.1	1.3e-137	454.4	274
20279	Mise	nifH	anfH	WP_079438955.1	1.3e-137	452.6	274
20278	Mise	nifH	anfH	WP_015614387.1	1.3e-137	452.7	274
10524	Mise	nifH	anfH	WP_071611988.1	1.3e-137	454.2	274
21788	Mise	nifH	vnfH	WP_090931824.1	1.3e-137	452.8	274
4132	Buckley	nifH	vnfH	NC_004463_1	1.4e-137	457.6	233
26	Buckley	nifH	anfH	CP0004921_1	1.4e-137	457.3	274
29879	Zehr	nifH	nflH	ADL58617.1|Methanothermobacter_marburgensis_1	1.4e-137	459.8	269
15498	Mise	nifH	vnfH	WP_003447877.1	1.4e-137	454.3	274
21789	Mise	nifH	vnfH	WP_106009352.1	1.4e-137	452.7	276
15497	Mise	nifH	vnfH	WP_085099290.1	1.4e-137	454.4	276
15496	Mise	nifH	vnfH	WP_136795459.1	1.4e-137	454.4	276
15499	Mise	nifH	vnfH	WP_026069118.1	1.5e-137	454.3	274
21790	Mise	nifH	vnfH	WP_012101409.1	1.5e-137	452.6	274
22343	Mise	nifH	nflH	WP_046431399.1	1.5e-137	452.6	269
21990	Mise	nifH	anfH	WP_009987487.1	1.6e-137	450.3	274
15501	Mise	nifH	vnfH	WP_092073275.1	1.6e-137	454.1	274
15500	Mise	nifH	vnfH	WP_209701084.1	1.6e-137	454.2	274
22678	Zehr	nifH	anfH	EEP56036.1|Clostridium_butyricum_1	1.6e-137	457.3	274
20280	Mise	nifH	anfH	WP_196590515.1	1.6e-137	452.4	274
21791	Mise	nifH	vnfH	WP_185650642.1	1.6e-137	452.6	274
10527	Mise	nifH	anfH	WP_069703062.1	1.6e-137	453.9	273
4133	Buckley	nifH	vnfH	CP002629_1	1.7e-137	457.3	273
21792	Mise	nifH	vnfH	WP_007936450.1	1.7e-137	452.5	274
10529	Mise	nifH	anfH	WP_132250896.1	1.7e-137	453.9	273
10528	Mise	nifH	anfH	WP_216120271.1	1.7e-137	453.9	274
15502	Mise	nifH	vnfH	WP_015725710.1	1.8e-137	454.0	276
22679	Zehr	nifH	anfH	EHJ00773.1|Clostridium_sp._1	1.8e-137	457.1	217
22680	Zehr	nifH	anfH	EIW20049.1|Pelosinus_fermentans_1	1.8e-137	457.1	217
28510	Zehr	nifH	vnfH	EFA67824.1|Desulfovibrio_aespoeensis_1	1.8e-137	457.3	276
21793	Mise	nifH	vnfH	WP_150355613.1	1.9e-137	452.3	277
15503	Mise	nifH	vnfH	WP_159790776.1	1.9e-137	453.9	275
28511	Zehr	nifH	vnfH	CAD43945.1|Rhizobium_sp._1	1.9e-137	457.3	211
10530	Mise	nifH	anfH	WP_036881131.1	2e-137	453.7	275
20283	Mise	nifH	anfH	WP_012101422.1	2e-137	452.0	274
20282	Mise	nifH	anfH	WP_079439996.1	2e-137	452.0	271
28512	Zehr	nifH	vnfH	ELP57660.1|Clostridium_pasteurianum_1	2e-137	457.2	274
10531	Mise	nifH	anfH	WP_163302649.1	2e-137	453.6	275
20281	Mise	nifH	anfH	WP_160361408.1	2e-137	452.1	271
10533	Mise	nifH	anfH	WP_027358827.1	2.1e-137	453.6	275
22682	Zehr	nifH	anfH	ACE04669.1|Chlorobium_phaeobacteroides_1	2.1e-137	456.8	275
22681	Zehr	nifH	anfH	ELP57660.1|Clostridium_pasteurianum_1	2.1e-137	456.9	274
15505	Mise	nifH	vnfH	WP_168890680.1	2.1e-137	453.8	277
10532	Mise	nifH	anfH	WP_183858867.1	2.1e-137	453.6	274
15504	Mise	nifH	vnfH	WP_213235759.1	2.1e-137	453.8	273
10534	Mise	nifH	anfH	WP_118228767.1	2.2e-137	453.5	273
22683	Zehr	nifH	anfH	AGF55196.1|Clostridium_saccharoperbutylacetonicum_1	2.2e-137	456.8	274
22293	Mise	nifH	vnfH	WP_072801408.1	2.2e-137	450.0	279
4134	Buckley	nifH	vnfH	GU083833_1	2.3e-137	456.9	217
20284	Mise	nifH	anfH	WP_073538086.1	2.3e-137	451.9	274
10536	Mise	nifH	anfH	WP_143319656.1	2.3e-137	453.4	274
10535	Mise	nifH	anfH	WP_136063801.1	2.3e-137	453.4	274
10538	Mise	nifH	anfH	WP_216204471.1	2.4e-137	453.4	274
10539	Mise	nifH	anfH	WP_052219939.1	2.4e-137	453.4	274
10540	Mise	nifH	anfH	WP_033165983.1	2.4e-137	453.4	274
10541	Mise	nifH	anfH	WP_011879120.1	2.4e-137	453.4	274
10542	Mise	nifH	anfH	WP_179980747.1	2.4e-137	453.3	274
28513	Zehr	nifH	vnfH	ACY66659.1|Sinorhizobium_meliloti_1	2.4e-137	456.9	217
22684	Zehr	nifH	anfH	ADG81557.1|Thermincola_potens_1	2.4e-137	456.7	274
22685	Zehr	nifH	anfH	EMS71272.1|Clostridium_termitidis_1	2.4e-137	456.7	217
10537	Mise	nifH	anfH	WP_073237983.1	2.4e-137	453.4	274
4135	Buckley	nifH	vnfH	AJ505315_1	2.5e-137	456.7	210
10543	Mise	nifH	anfH	WP_014258951.1	2.6e-137	453.3	275
4136	Buckley	nifH	vnfH	GU083827_1	2.7e-137	456.6	217
10544	Mise	nifH	anfH	WP_031386911.1	2.7e-137	453.2	275
10545	Mise	nifH	anfH	WP_206873070.1	2.8e-137	453.1	274
22294	Mise	nifH	vnfH	WP_026527071.1	2.8e-137	449.7	276
28514	Zehr	nifH	vnfH	ACY66653.1|Mesorhizobium_alhagi_1	2.9e-137	456.6	217
20285	Mise	nifH	anfH	WP_012101409.1	2.9e-137	451.5	274
15506	Mise	nifH	vnfH	WP_025323103.1	3e-137	453.3	275
28515	Zehr	nifH	vnfH	AGK98264.1|Clostridium_pasteurianum_1	3e-137	456.6	274
10546	Mise	nifH	anfH	WP_026069118.1	3e-137	453.1	274
10547	Mise	nifH	anfH	WP_073590201.1	3.1e-137	453.0	274
22295	Mise	nifH	vnfH	WP_026493996.1	3.1e-137	449.5	276
29880	Zehr	nifH	nflH	EKQ55605.1|water_sample)_1	3.1e-137	458.7	267
10548	Mise	nifH	anfH	WP_054874024.1	3.1e-137	453.0	274
10549	Mise	nifH	anfH	WP_066623954.1	3.2e-137	452.9	274
10550	Mise	nifH	anfH	WP_186842496.1	3.2e-137	452.9	274
21991	Mise	nifH	anfH	WP_022761476.1	3.2e-137	449.3	272
15507	Mise	nifH	vnfH	WP_012103424.1	3.3e-137	453.1	274
10551	Mise	nifH	anfH	WP_092078502.1	3.3e-137	452.9	275
27	Buckley	nifH	anfH	ACOM01000001_1	3.4e-137	456.1	273
10552	Mise	nifH	anfH	WP_129125540.1	3.4e-137	452.9	275
10553	Mise	nifH	anfH	WP_185259680.1	3.4e-137	452.9	274
15508	Mise	nifH	vnfH	WP_073612834.1	3.5e-137	453.0	276
15509	Mise	nifH	vnfH	WP_073539925.1	3.6e-137	453.0	274
15510	Mise	nifH	vnfH	WP_069703062.1	3.6e-137	453.0	275
21794	Mise	nifH	vnfH	WP_010235454.1	3.6e-137	451.4	272
10554	Mise	nifH	anfH	WP_016195754.1	3.6e-137	452.8	275
4137	Buckley	nifH	vnfH	gi_316941978_1	3.7e-137	456.2	275
10555	Mise	nifH	anfH	WP_066729567.1	3.7e-137	452.8	275
28516	Zehr	nifH	vnfH	ABM30101.1|Desulfovibrio_vulgaris_1	3.8e-137	456.3	278
15511	Mise	nifH	vnfH	WP_013387857.1	3.9e-137	452.9	276
20286	Mise	nifH	anfH	WP_089285040.1	3.9e-137	451.1	273
20287	Mise	nifH	anfH	WP_066020301.1	4e-137	451.1	274
22686	Zehr	nifH	anfH	EES28798.1|Clostridium_cellulovorans_1	4.1e-137	455.9	273
21795	Mise	nifH	vnfH	WP_066020301.1	4.1e-137	451.2	272
15512	Mise	nifH	vnfH	WP_028984127.1	4.1e-137	452.8	273
10556	Mise	nifH	anfH	WP_092469421.1	4.1e-137	452.6	274
10557	Mise	nifH	anfH	WP_070370204.1	4.2e-137	452.6	274
10558	Mise	nifH	anfH	WP_027191105.1	4.2e-137	452.6	275
10559	Mise	nifH	anfH	WP_024296222.1	4.3e-137	452.5	274
15513	Mise	nifH	vnfH	WP_010240511.1	4.4e-137	452.7	273
15514	Mise	nifH	vnfH	WP_027723058.1	4.4e-137	452.7	276
15515	Mise	nifH	vnfH	WP_021803510.1	4.5e-137	452.7	274
29881	Zehr	nifH	nflH	ADC47316.1|Methanobrevibacter_ruminantium_1	4.6e-137	458.1	268
22687	Zehr	nifH	anfH	EGB21515.1|Desulfotomaculum_nigrificans_1	4.6e-137	455.8	274
22688	Zehr	nifH	anfH	EKQ53818.1|Clostridium_sp._1	4.6e-137	455.7	273
10560	Mise	nifH	anfH	WP_216106457.1	4.6e-137	452.4	274
4138	Buckley	nifH	vnfH	AGBG01000071_1	4.7e-137	455.8	234
10561	Mise	nifH	anfH	WP_073286413.1	4.7e-137	452.4	274
15516	Mise	nifH	vnfH	WP_066236699.1	4.7e-137	452.6	274
28517	Zehr	nifH	vnfH	AGK96064.1|Clostridium_pasteurianum_1	4.7e-137	455.9	274
28	Buckley	nifH	anfH	CP0011011_1	4.8e-137	455.6	274
10562	Mise	nifH	anfH	WP_091748866.1	4.8e-137	452.4	273
10563	Mise	nifH	anfH	WP_216120288.1	4.9e-137	452.3	274
4139	Buckley	nifH	vnfH	CP001616_1	4.9e-137	455.8	234
20288	Mise	nifH	anfH	WP_005994097.1	5e-137	450.7	275
15517	Mise	nifH	vnfH	WP_205235702.1	5e-137	452.5	276
28518	Zehr	nifH	vnfH	EHQ53242.1|Ectothiorhodospira_sp._1	5.1e-137	455.8	234
10564	Mise	nifH	anfH	WP_015616548.1	5.1e-137	452.3	274
22296	Mise	nifH	vnfH	WP_014545810.1	5.1e-137	448.8	278
4140	Buckley	nifH	vnfH	AJ505314_1	5.4e-137	455.6	210
10565	Mise	nifH	anfH	WP_012035713.1	5.4e-137	452.2	274
29	Buckley	nifH	anfH	gi_296030128_1	5.5e-137	455.4	273
28519	Zehr	nifH	vnfH	AFM28066.1|Desulfomonile_tiedjei_1	5.5e-137	455.7	275
15518	Mise	nifH	vnfH	WP_010936850.1	5.6e-137	452.4	275
19108	Mise	nifH	nflH	WP_012980864.1	5.6e-137	452.9	276
15519	Mise	nifH	vnfH	WP_031482840.1	5.7e-137	452.4	276
10566	Mise	nifH	anfH	WP_075352758.1	5.7e-137	452.1	275
10567	Mise	nifH	anfH	WP_043631127.1	5.7e-137	452.1	275
22689	Zehr	nifH	anfH	EHJ01844.1|Clostridium_sp._1	5.7e-137	455.4	274
21992	Mise	nifH	anfH	WP_026659027.1	5.8e-137	448.4	273
20289	Mise	nifH	anfH	WP_196589800.1	5.9e-137	450.5	274
15520	Mise	nifH	vnfH	WP_066021001.1	5.9e-137	452.3	274
10568	Mise	nifH	anfH	WP_092154604.1	6e-137	452.1	274
10569	Mise	nifH	anfH	WP_128214358.1	6.1e-137	452.0	274
15521	Mise	nifH	vnfH	WP_038666352.1	6.2e-137	452.2	274
10570	Mise	nifH	anfH	WP_132780810.1	6.3e-137	452.0	275
20290	Mise	nifH	anfH	WP_027192250.1	6.4e-137	450.4	275
21993	Mise	nifH	anfH	WP_072419231.1	6.5e-137	448.3	273
15522	Mise	nifH	vnfH	WP_028586614.1	6.5e-137	452.2	276
10572	Mise	nifH	anfH	WP_160960116.1	6.6e-137	451.9	275
10571	Mise	nifH	anfH	WP_024995546.1	6.6e-137	451.9	276
10573	Mise	nifH	anfH	WP_012546613.1	6.8e-137	451.9	274
10574	Mise	nifH	anfH	WP_092455691.1	6.9e-137	451.9	274
15523	Mise	nifH	vnfH	WP_021167800.1	6.9e-137	452.1	275
28520	Zehr	nifH	vnfH	ABW96189.1|Rhizobium_leguminosarum_1	7e-137	455.4	260
20291	Mise	nifH	anfH	WP_182188107.1	7.1e-137	450.2	272
4141	Buckley	nifH	vnfH	GQ336834_1	7.1e-137	455.2	211
4142	Buckley	nifH	vnfH	AE017286_1	7.1e-137	455.2	277
20292	Mise	nifH	anfH	WP_015617187.1	7.1e-137	450.2	274
21994	Mise	nifH	anfH	WP_158739975.1	7.4e-137	448.1	274
28521	Zehr	nifH	vnfH	ACS78514.1|Desulfovibrio_salexigens_1	7.5e-137	455.3	276
20293	Mise	nifH	anfH	WP_150357052.1	7.5e-137	450.2	273
22344	Mise	nifH	nflH	WP_044491531.1	7.6e-137	450.3	269
28522	Zehr	nifH	vnfH	ADI25001.1|Bradyrhizobium_sp._1	7.6e-137	455.2	211
21995	Mise	nifH	anfH	WP_091820379.1	7.7e-137	448.0	272
21796	Mise	nifH	vnfH	WP_017751332.1	7.7e-137	450.3	274
10575	Mise	nifH	anfH	WP_071146894.1	7.8e-137	451.7	276
10576	Mise	nifH	anfH	WP_111889021.1	7.9e-137	451.7	274
15524	Mise	nifH	vnfH	WP_136815016.1	8.2e-137	451.8	277
22297	Mise	nifH	vnfH	WP_014545823.1	8.4e-137	448.1	278
22690	Zehr	nifH	anfH	ADK15411.1|Clostridium_ljungdahlii_1	8.4e-137	454.9	273
21996	Mise	nifH	anfH	WP_078928382.1	8.6e-137	447.9	274
10577	Mise	nifH	anfH	WP_161255974.1	8.7e-137	451.5	274
10578	Mise	nifH	anfH	WP_209689391.1	8.8e-137	451.5	272
28523	Zehr	nifH	vnfH	AGK98913.1|Clostridium_pasteurianum_1	9.1e-137	455.0	272
15525	Mise	nifH	vnfH	WP_092222117.1	9.2e-137	451.7	276
15526	Mise	nifH	vnfH	WP_007959965.1	9.2e-137	451.7	274
10579	Mise	nifH	anfH	WP_129352166.1	9.2e-137	451.5	275
10580	Mise	nifH	anfH	WP_180146372.1	9.3e-137	451.4	274
22691	Zehr	nifH	anfH	CCO07505.1|Desulfotomaculum_hydrothermale_1	9.3e-137	454.7	274
21797	Mise	nifH	vnfH	WP_077895192.1	9.4e-137	450.0	273
10581	Mise	nifH	anfH	WP_027715372.1	9.6e-137	451.4	275
15620	Mise	nifH	nflH	WP_078665332.1	9.6e-137	453.7	266
10582	Mise	nifH	anfH	WP_066087295.1	9.7e-137	451.4	274
10583	Mise	nifH	anfH	WP_028571559.1	9.8e-137	451.4	275
21997	Mise	nifH	anfH	WP_034444194.1	9.8e-137	447.7	272
10585	Mise	nifH	anfH	WP_199388827.1	9.8e-137	451.4	275
10584	Mise	nifH	anfH	WP_183349969.1	9.8e-137	451.4	275
22345	Mise	nifH	nflH	WP_040771387.1	9.9e-137	450.0	269
15527	Mise	nifH	vnfH	WP_010240497.1	1e-136	451.5	273
20294	Mise	nifH	anfH	WP_106009352.1	1e-136	449.7	274
20295	Mise	nifH	anfH	WP_196605952.1	1e-136	449.7	274
21998	Mise	nifH	anfH	WP_044974741.1	1e-136	447.6	274
15528	Mise	nifH	vnfH	WP_090934561.1	1e-136	451.5	274
22346	Mise	nifH	nflH	WP_075423707.1	1e-136	449.9	269
15529	Mise	nifH	vnfH	WP_106010179.1	1e-136	451.5	274
10586	Mise	nifH	anfH	WP_015860737.1	1e-136	451.3	275
10589	Mise	nifH	anfH	WP_041531819.1	1.1e-136	451.2	274
22347	Mise	nifH	nflH	WP_125669960.1	1.1e-136	449.8	269
22348	Mise	nifH	nflH	WP_214400608.1	1.1e-136	449.8	285
4143	Buckley	nifH	vnfH	CP0016142_1	1.1e-136	454.6	232
15530	Mise	nifH	vnfH	WP_070370204.1	1.1e-136	451.5	274
10588	Mise	nifH	anfH	WP_005991910.1	1.1e-136	451.2	275
30	Buckley	nifH	anfH	CP002736_1	1.1e-136	454.4	273
21798	Mise	nifH	vnfH	WP_010963576.1	1.1e-136	449.8	274
28524	Zehr	nifH	vnfH	EEG22235.1|Opitutaceae_bacterium_1	1.1e-136	454.8	275
10587	Mise	nifH	anfH	WP_024826811.1	1.1e-136	451.3	275
15531	Mise	nifH	vnfH	WP_145092851.1	1.2e-136	451.3	275
28525	Zehr	nifH	vnfH	BAH06000.1|Clostridium_kluyveri_1	1.2e-136	454.6	274
10590	Mise	nifH	anfH	WP_003447878.1	1.2e-136	451.1	274
4144	Buckley	nifH	vnfH	JN578829_1	1.2e-136	454.5	229
15532	Mise	nifH	vnfH	WP_018124915.1	1.3e-136	451.2	276
10591	Mise	nifH	anfH	WP_127065498.1	1.3e-136	451.0	274
10592	Mise	nifH	anfH	WP_008518850.1	1.3e-136	451.0	274
22692	Zehr	nifH	anfH	ABR49651.1|Alkaliphilus_metalliredigens_1	1.3e-136	454.3	272
10594	Mise	nifH	anfH	WP_148605226.1	1.4e-136	450.9	274
10595	Mise	nifH	anfH	WP_013843403.1	1.4e-136	450.8	274
20296	Mise	nifH	anfH	WP_148602245.1	1.4e-136	449.3	273
28526	Zehr	nifH	vnfH	AGK98254.1|Clostridium_pasteurianum_1	1.4e-136	454.4	274
22693	Zehr	nifH	anfH	EHG05102.1|Desulfotomaculum_gibsoniae_1	1.4e-136	454.2	274
15533	Mise	nifH	vnfH	WP_015402616.1	1.4e-136	451.0	277
10593	Mise	nifH	anfH	WP_012468732.1	1.4e-136	450.9	275
15534	Mise	nifH	vnfH	WP_012106688.1	1.5e-136	451.0	275
15535	Mise	nifH	vnfH	WP_091971292.1	1.5e-136	450.9	275
15536	Mise	nifH	vnfH	WP_013164631.1	1.5e-136	450.9	276
20297	Mise	nifH	anfH	WP_216308230.1	1.5e-136	449.2	274
4145	Buckley	nifH	vnfH	ACYA01000064_1	1.5e-136	454.2	229
31	Buckley	nifH	anfH	CP002345_1	1.5e-136	454.0	228
28527	Zehr	nifH	vnfH	CAA30359.1|Clostridium_pasteurianum_1	1.5e-136	454.3	274
4146	Buckley	nifH	vnfH	CP002738_1	1.6e-136	454.1	233
29882	Zehr	nifH	nflH	ADZ10312.1|Methanobacterium_sp._1	1.6e-136	456.3	268
22298	Mise	nifH	vnfH	WP_074209592.1	1.6e-136	447.2	278
15538	Mise	nifH	vnfH	WP_174408783.1	1.6e-136	450.9	277
10596	Mise	nifH	anfH	WP_173081603.1	1.6e-136	450.6	275
15537	Mise	nifH	vnfH	WP_007933899.1	1.6e-136	450.9	274
28528	Zehr	nifH	vnfH	EHP33111.1|Opitutaceae_bacterium_1	1.6e-136	454.2	275
28529	Zehr	nifH	vnfH	CAA30362.1|Clostridium_pasteurianum_1	1.6e-136	454.2	272
32	Buckley	nifH	anfH	1717AB027751_1	1.7e-136	453.8	228
10597	Mise	nifH	anfH	WP_050740289.1	1.7e-136	450.6	274
4147	Buckley	nifH	vnfH	JN578839_1	1.7e-136	454.0	214
10598	Mise	nifH	anfH	WP_005986594.1	1.7e-136	450.6	275
28530	Zehr	nifH	vnfH	ABW96182.1|Rhizobium_leguminosarum_1	1.8e-136	454.0	260
22349	Mise	nifH	nflH	WP_009987487.1	1.8e-136	449.1	268
20298	Mise	nifH	anfH	WP_026881894.1	1.8e-136	448.9	274
10599	Mise	nifH	anfH	WP_018701495.1	1.8e-136	450.5	273
10600	Mise	nifH	anfH	WP_020887393.1	1.8e-136	450.5	275
15539	Mise	nifH	vnfH	WP_014254533.1	1.8e-136	450.7	274
21999	Mise	nifH	anfH	WP_099385495.1	1.8e-136	446.8	274
28531	Zehr	nifH	vnfH	ADW19185.1|Desulfobulbus_propionicus_1	1.9e-136	454.0	276
4148	Buckley	nifH	vnfH	AJ505312_1	1.9e-136	453.8	210
15540	Mise	nifH	vnfH	WP_084577806.1	1.9e-136	450.6	275
10602	Mise	nifH	anfH	WP_199385137.1	2e-136	450.4	275
10601	Mise	nifH	anfH	WP_216171336.1	2e-136	450.4	274
10603	Mise	nifH	anfH	WP_073400271.1	2e-136	450.3	275
10604	Mise	nifH	anfH	WP_132282749.1	2.1e-136	450.3	272
10605	Mise	nifH	anfH	WP_013655494.1	2.2e-136	450.2	274
19109	Mise	nifH	nflH	WP_007044798.1	2.2e-136	450.9	284
22694	Zehr	nifH	anfH	CAA30362.1|Clostridium_pasteurianum_1	2.2e-136	453.5	274
10606	Mise	nifH	anfH	WP_182188107.1	2.2e-136	450.2	272
15541	Mise	nifH	vnfH	WP_034586066.1	2.2e-136	450.4	274
22695	Zehr	nifH	anfH	EFF16860.1|Ruminococcus_albus_1	2.3e-136	453.5	273
22000	Mise	nifH	anfH	WP_125474739.1	2.3e-136	446.5	274
10607	Mise	nifH	anfH	WP_120196846.1	2.3e-136	450.1	274
21799	Mise	nifH	vnfH	WP_106009169.1	2.3e-136	448.8	274
15544	Mise	nifH	vnfH	WP_027177792.1	2.4e-136	450.3	276
10609	Mise	nifH	anfH	WP_015616538.1	2.4e-136	450.1	274
10608	Mise	nifH	anfH	WP_093275479.1	2.4e-136	450.1	275
15542	Mise	nifH	vnfH	WP_144352174.1	2.4e-136	450.3	275
15543	Mise	nifH	vnfH	WP_109942292.1	2.4e-136	450.3	274
20299	Mise	nifH	anfH	WP_019553685.1	2.5e-136	448.5	274
15545	Mise	nifH	vnfH	WP_010237229.1	2.5e-136	450.2	273
22696	Zehr	nifH	anfH	ABO51325.1|Desulfotomaculum_reducens_1	2.5e-136	453.3	274
10610	Mise	nifH	anfH	WP_012282218.1	2.5e-136	450.0	274
22001	Mise	nifH	anfH	WP_003517348.1	2.6e-136	446.3	274
10611	Mise	nifH	anfH	WP_153725702.1	2.6e-136	450.0	274
15547	Mise	nifH	vnfH	WP_186842496.1	2.6e-136	450.2	274
15546	Mise	nifH	vnfH	WP_205217590.1	2.6e-136	450.2	277
21800	Mise	nifH	vnfH	WP_010256281.1	2.6e-136	448.6	280
10613	Mise	nifH	anfH	WP_144685763.1	2.7e-136	449.9	275
10612	Mise	nifH	anfH	WP_015616539.1	2.7e-136	449.9	274
20300	Mise	nifH	anfH	WP_091832516.1	2.7e-136	448.3	274
22697	Zehr	nifH	anfH	EGJ49116.1|Desulfovibrio_africanus_1	2.7e-136	453.2	275
4149	Buckley	nifH	vnfH	EU177591_1	2.7e-136	453.3	259
22350	Mise	nifH	nflH	WP_011955961.1	2.8e-136	448.5	269
15548	Mise	nifH	vnfH	WP_094604326.1	2.8e-136	450.1	275
15549	Mise	nifH	vnfH	WP_022662419.1	2.9e-136	450.0	276
4150	Buckley	nifH	vnfH	AGJF01000002_1	3.1e-136	453.1	274
20301	Mise	nifH	anfH	WP_003444445.1	3.1e-136	448.1	274
33	Buckley	nifH	anfH	AGJQ01000010_1	3.2e-136	452.9	273
22698	Zehr	nifH	anfH	ADQ79512.1|Paludibacter_propionicigenes_1	3.2e-136	453.0	227
22351	Mise	nifH	nflH	WP_044974741.1	3.3e-136	448.2	269
15550	Mise	nifH	vnfH	WP_007526558.1	3.3e-136	449.9	277
10614	Mise	nifH	anfH	WP_124064777.1	3.3e-136	449.6	274
10615	Mise	nifH	anfH	WP_092121096.1	3.4e-136	449.6	275
22352	Mise	nifH	nflH	WP_130921128.1	3.4e-136	448.2	269
15551	Mise	nifH	vnfH	WP_035068233.1	3.4e-136	449.8	277
28532	Zehr	nifH	vnfH	AEO21915.1|Burkholderia_sp._1	3.4e-136	453.1	216
28533	Zehr	nifH	vnfH	EDK35089.1|Clostridium_kluyveri_1	3.4e-136	453.1	274
4151	Buckley	nifH	vnfH	CP002364_1	3.5e-136	453.0	275
10616	Mise	nifH	anfH	WP_014355191.1	3.5e-136	449.6	274
10617	Mise	nifH	anfH	WP_207161907.1	3.5e-136	449.5	275
10618	Mise	nifH	anfH	WP_013450808.1	3.5e-136	449.5	273
21801	Mise	nifH	vnfH	WP_150357052.1	3.5e-136	448.2	274
15552	Mise	nifH	vnfH	WP_010963576.1	3.5e-136	449.8	274
15553	Mise	nifH	vnfH	WP_163337470.1	3.6e-136	449.7	276
22699	Zehr	nifH	anfH	BAA86278.1|nitrogen_fixing_1	3.6e-136	452.8	227
4152	Buckley	nifH	vnfH	CP002281_1	3.6e-136	452.9	276
29883	Zehr	nifH	nflH	AEF96745.1|Methanotorris_igneus_1	3.7e-136	455.1	283
22002	Mise	nifH	anfH	WP_038280463.1	3.7e-136	445.8	273
10620	Mise	nifH	anfH	WP_013328220.1	3.7e-136	449.5	272
22700	Zehr	nifH	anfH	EOR94282.1|Arcticibacter_svalbardensis_1	3.7e-136	452.8	275
20302	Mise	nifH	anfH	WP_106009169.1	3.7e-136	447.9	273
10619	Mise	nifH	anfH	WP_053552385.1	3.7e-136	449.5	275
28534	Zehr	nifH	vnfH	AGI03296.1|Bradyrhizobium_sp._1	3.8e-136	453.0	211
15554	Mise	nifH	vnfH	WP_136872859.1	3.8e-136	449.7	277
15555	Mise	nifH	vnfH	WP_162027129.1	3.8e-136	449.7	277
10624	Mise	nifH	anfH	WP_119333496.1	3.9e-136	449.4	274
10623	Mise	nifH	anfH	WP_010943447.1	3.9e-136	449.4	274
10621	Mise	nifH	anfH	WP_103116561.1	3.9e-136	449.4	275
15556	Mise	nifH	vnfH	WP_015946240.1	3.9e-136	449.6	277
10622	Mise	nifH	anfH	WP_132380231.1	3.9e-136	449.4	274
10625	Mise	nifH	anfH	WP_026395011.1	4e-136	449.4	274
15557	Mise	nifH	vnfH	WP_106010855.1	4e-136	449.6	274
10626	Mise	nifH	anfH	WP_196599922.1	4e-136	449.4	272
28535	Zehr	nifH	vnfH	ADO83190.1|Ilyobacter_polytropus_1	4e-136	452.9	276
22701	Zehr	nifH	anfH	AGK96064.1|Clostridium_pasteurianum_1	4.1e-136	452.6	274
15558	Mise	nifH	vnfH	WP_106058198.1	4.1e-136	449.5	274
28536	Zehr	nifH	vnfH	EHP95500.1|Opitutaceae_bacterium_1	4.1e-136	452.8	275
4153	Buckley	nifH	vnfH	AY728387_1	4.2e-136	452.7	241
15559	Mise	nifH	vnfH	WP_027622762.1	4.4e-136	449.4	274
4154	Buckley	nifH	vnfH	JF262071_1	4.4e-136	452.6	211
28537	Zehr	nifH	vnfH	ZP_10775913.1|Clostridium_arbusti_1	4.5e-136	452.7	273
