	GenomeID	nifH	nifD	nifK	vnfD	vnfH	vnfK	anfD	anfH	anfK	nflD	nflH	ChlN	ChIl	ChlB
1937	RS_GCF_000816845.1	NZ_CP006877.1_4033	NZ_CP006879.1_259	NZ_CP006879.1_260											
1938	RS_GCF_000769405.2	NZ_CP053439.1_4290	NZ_CP053444.1_110	NZ_CP053444.1_111											
1939	RS_GCF_018417475.1	NZ_CP054856.1_2549	NZ_CP054856.1_1713	NZ_CP054856.1_1712											
1940	RS_GCF_001040945.1	NZ_CP011930.1_4739	NZ_CP011930.1_2831	NZ_CP011930.1_2830											
1941	GB_GCA_010672785.1	JAAHFX010000009.1_444	JAAHFX010000012.1_5	JAAHFX010000012.1_6									JAAHFX010000002.1_638	JAAHFX010000002.1_636	JAAHFX010000009.1_352
1942	GB_GCA_900079695.1	LT599022.1_2486	LT599022.1_2163	LT599022.1_2162											
1943	GB_GCA_004284765.1	NQJD01000005.1_14	NQJD01000006.1_24	NQJD01000006.1_25											
1944	RS_GCF_000025905.1	NC_014008.1_2667	NC_014008.1_2848	NC_014008.1_2847											
1945	RS_GCF_014197015.1	NZ_JACIET010000002.1_541	NZ_JACIET010000001.1_1040	NZ_JACIET010000001.1_1041											
1946	RS_GCF_000426545.1	NZ_AUFO01000023.1_86	NZ_AUFO01000017.1_23	NZ_AUFO01000017.1_24											
1947	RS_GCF_900114915.1	NZ_FOUS01000001.1_58	NZ_FOUS01000026.1_44	NZ_FOUS01000026.1_43											
1948	RS_GCF_015476545.1	NZ_JADMKV010000071.1_8	NZ_JADMKV010000102.1_2	NZ_JADMKV010000102.1_1											
1949	GB_GCA_016935735.1	JAFGQK010000270.1_21	JAFGQK010000317.1_7	JAFGQK010000317.1_6											
1950	GB_GCA_903946935.1	CAJAXH010000031.1_13	CAJAXH010000151.1_24	CAJAXH010000151.1_23									CAJAXH010000092.1_14	CAJAXH010000092.1_11	CAJAXH010000092.1_13
1951	RS_GCF_014696655.1	NZ_JACJQM010000127.1_13	NZ_JACJQM010000032.1_14	NZ_JACJQM010000032.1_39									NZ_JACJQM010000010.1_38	NZ_JACJQM010000010.1_40	NZ_JACJQM010000012.1_78
1952	RS_GCF_903064685.1	NZ_CAJHIU010000001.1_1125	NZ_CAJHIU010000001.1_1550	NZ_CAJHIU010000001.1_1549											
1953	RS_GCF_014697125.1	NZ_JACJRG010000047.1_22	NZ_JACJRG010000005.1_9	NZ_JACJRG010000067.1_2									NZ_JACJRG010000032.1_49	NZ_JACJRG010000032.1_47	NZ_JACJRG010000002.1_154
1954	RS_GCF_900250075.1	NZ_LT977070.1_133	NZ_LT977072.1_37	NZ_LT977072.1_38											
1955	RS_GCF_900104445.1	NZ_FNJI01000073.1_7	NZ_FNJI01000011.1_33	NZ_FNJI01000011.1_32											
1956	GB_GCA_002753395.1	PEAB01000074.1_11	PEAB01000102.1_6	PEAB01000102.1_5											
1957	GB_GCA_003245525.1	QKCY01000016.1_3	QKCY01000414.1_13	QKCY01000179.1_3											
1958	GB_GCA_903866825.1	CAIPPE010000241.1_25	CAIPPE010000256.1_50	CAIPPE010000256.1_49											
1959	GB_GCA_003157315.1	PMJE01000246.1_7	PMJE01000586.1_2	PMJE01000586.1_1											
1960	RS_GCF_002252705.1	NZ_NQLA01000016.1_5	NZ_NQLA01000040.1_18	NZ_NQLA01000040.1_19									NZ_NQLA01000017.1_22	NZ_NQLA01000017.1_20	NZ_NQLA01000017.1_21
1961	GB_GCA_015234065.1	JADFWS010000088.1_2	JADFWS010000059.1_5	JADFWS010000059.1_4											
1962	GB_GCA_902797535.1	CADBTD010000120.1_6	CADBTD010000242.1_6	CADBTD010000242.1_7											
1963	GB_GCA_012031635.1	JAAUUE010000038.1_2	JAAUUE010000097.1_9	JAAUUE010000097.1_8									JAAUUE010000003.1_6	JAAUUE010000003.1_7	JAAUUE010000233.1_1
1964	RS_GCF_016735695.1	NZ_JAERQD010000001.1_18	NZ_JAERQD010000103.1_3	NZ_JAERQD010000103.1_4											
1965	GB_GCA_002387725.1	DGKK01000025.1_35	DGKK01000015.1_33	DGKK01000015.1_32											
1966	GB_GCA_017468685.1	JAFUHT010000003.1_5	JAFUHT010000009.1_6	JAFUHT010000009.1_7							JAFUHT010000071.1_37	JAFUHT010000021.1_49			
1967	RS_GCF_018224925.1	NZ_JAGTUF010000027.1_25	NZ_JAGTUF010000021.1_44	NZ_JAGTUF010000021.1_43	NZ_JAGTUF010000023.1_3	NZ_JAGTUF010000021.1_45	NZ_JAGTUF010000023.1_5								
1968	GB_GCA_006218025.1	VBWA01000002.1_128	VBWA01000043.1_3	VBWA01000043.1_4											
1969	RS_GCF_000745975.1	NZ_JQKJ01000009.1_62	NZ_JQKJ01000010.1_15	NZ_JQKJ01000010.1_16											
1970	GB_GCA_013044195.1	JABEUV010000211.1_4	JABEUV010000149.1_4	JABEUV010000095.1_22											
1971	GB_GCA_903866365.1	CAIPNF010000174.1_14	CAIPNF010000211.1_3	CAIPNF010000211.1_4									CAIPNF010000036.1_3	CAIPNF010000175.1_2	CAIPNF010000036.1_2
1972	GB_GCA_017848055.1	JAGALZ010000041.1_29	JAGALZ010000043.1_4	JAGALZ010000043.1_5											
1973	RS_GCF_017814975.1	NZ_JAGIQA010000019.1_131	NZ_JAGIQA010000076.1_3	NZ_JAGIQA010000076.1_2											
1974	GB_GCA_903875455.1	CAIQWF010000215.1_34	CAIQWF010000006.1_19	CAIQWF010000006.1_20											
1975	RS_GCF_009931695.1	NZ_CP048000.1_1086	NZ_CP048000.1_2804	NZ_CP048000.1_2805											
1976	RS_GCF_003315135.1	NZ_QNRK01000005.1_40	NZ_QNRK01000044.1_30	NZ_QNRK01000044.1_31									NZ_QNRK01000016.1_25	NZ_QNRK01000016.1_28	NZ_QNRK01000016.1_26
1977	RS_GCF_000183725.1	NC_014762.1_750	NC_014762.1_1499	NC_014762.1_1498											
1978	RS_GCF_013377755.1	NZ_JABXWR010000001.1_1845	NZ_JABXWR010000001.1_1959	NZ_JABXWR010000001.1_1960							NZ_JABXWR010000001.1_2092	NZ_JABXWR010000001.1_1958			
1979	GB_GCA_002725625.1	PBQI01000019.1_7	PBQI01000173.1_11	PBQI01000173.1_12											
1980	GB_GCA_019163175.1	JAFLKN010000021.1_26	JAFLKN010000044.1_35	JAFLKN010000044.1_36											
1981	RS_GCF_902729425.1	NZ_LR746530.1_184	NZ_CACVCH010000042.1_46	NZ_CACVCH010000042.1_47											
1982	GB_GCA_012033015.1	JAAUPS010000363.1_3	JAAUPS010000056.1_15	JAAUPS010000056.1_16									JAAUPS010000075.1_15	JAAUPS010000075.1_11	JAAUPS010000075.1_13
1983	GB_GCA_903896745.1	CAITZA010000258.1_11	CAITZA010000458.1_3	CAITZA010000458.1_2											
1984	GB_GCA_009712225.1	WASP01000005.1_82	WASP01000006.1_128	WASP01000006.1_127											
1985	RS_GCF_014698305.1	NZ_JACJST010000016.1_5	NZ_JACJST010000015.1_11	NZ_JACJST010000015.1_9									NZ_JACJST010000013.1_162	NZ_JACJST010000013.1_164	NZ_JACJST010000029.1_50
1986	RS_GCF_001720585.1	NZ_MABH01000165.1_23	NZ_MABH01000172.1_10	NZ_MABH01000172.1_9									NZ_MABH01000035.1_12	NZ_MABH01000035.1_15	NZ_MABH01000035.1_13
1987	RS_GCF_000317435.1	NC_019727.1_6	NC_019751.1_239	NC_019751.1_223									NC_019751.1_3524	NC_019751.1_3526	NC_019751.1_1063
1988	GB_GCA_013336165.1	JAAXUF010000010.1_17	JAAXUF010000009.1_34	JAAXUF010000009.1_35											
1989	RS_GCF_003838195.1	NZ_RCBY01000014.1_17	NZ_RCBY01000011.1_57	NZ_RCBY01000011.1_58									NZ_RCBY01000108.1_17	NZ_RCBY01000108.1_15	NZ_RCBY01000038.1_6
1990	GB_GCA_903869265.1	CAIPYE010000017.1_139	CAIPYE010000007.1_14	CAIPYE010000007.1_15											
1991	GB_GCA_002328035.1	DCVL01000033.1_38	DCVL01000038.1_2	DCVL01000038.1_6											
1992	RS_GCF_015206895.1	NZ_JADEXU010000074.1_34	NZ_JADEXU010000068.1_40	NZ_JADEXU010000068.1_13									NZ_JADEXU010000097.1_20	NZ_JADEXU010000097.1_22	NZ_JADEXU010000065.1_17
1993	GB_GCA_010692555.1	JAAHHG010000101.1_5	JAAHHG010000009.1_21	JAAHHG010000009.1_20									JAAHHG010000005.1_9	JAAHHG010000005.1_6	JAAHHG010000271.1_3
1994	RS_GCF_015291745.1	NZ_CP030059.1_215	NZ_CP030060.1_690	NZ_CP030060.1_689											
1995	GB_GCA_002841945.1	PHBI01000107.1_11	PHBI01000206.1_6	PHBI01000206.1_7											
1996	GB_GCA_017425245.1	JAFOOX010000037.1_91	JAFOOX010000004.1_8	JAFOOX010000004.1_7											
1997	RS_GCF_000429945.1	NZ_AUCV01000003.1_161	NZ_AUCV01000044.1_40	NZ_AUCV01000044.1_39											
1998	RS_GCF_000298315.2	NZ_AEYE02000029.1_502	NZ_AEYE02000038.1_17	NZ_AEYE02000038.1_16											
1999	RS_GCF_006788925.1	NZ_VHIE01000002.1_965	NZ_VHIE01000002.1_1140	NZ_VHIE01000002.1_1141											
2000	GB_GCA_003157895.1	PMKW01000182.1_4	PMKW01000126.1_4	PMKW01000126.1_3							PMKW01000138.1_3	PMKW01000126.1_5			
2001	RS_GCF_900141895.1	NZ_FQYT01000003.1_85	NZ_FQYT01000018.1_46	NZ_FQYT01000018.1_47											
2002	RS_GCF_900169785.1	NZ_FWER01000010.1_63	NZ_FWER01000106.1_8	NZ_FWER01000106.1_7											
2003	RS_GCF_000299355.1	NC_018664.1_1591	NC_018664.1_2186	NC_018664.1_2185											
2004	GB_GCA_903864295.1	CAIPFF010000054.1_118	CAIPFF010000076.1_168	CAIPFF010000076.1_169											
2005	GB_GCA_017524845.1	JAFXUU010000107.1_14	JAFXUU010000049.1_42	JAFXUU010000049.1_41											
2006	RS_GCF_003284725.1	NZ_PGTO01000001.1_213	NZ_PGTO01000005.1_218	NZ_PGTO01000005.1_219											
2007	RS_GCF_001693385.1	NZ_CP016428.1_7960	NZ_CP016428.1_5595	NZ_CP016428.1_5594											
2008	RS_GCF_002556635.1	NZ_MWMO01000008.1_81	NZ_MWMO01000010.1_27	NZ_MWMO01000010.1_28											
2009	GB_GCA_001871085.1	MNUQ01000039.1_15	MNUQ01000182.1_2	MNUQ01000182.1_1				MNUQ01000086.1_8	MNUQ01000086.1_5	MNUQ01000086.1_10					
2010	RS_GCF_002117405.1	NZ_CP019948.1_1922	NZ_CP019948.1_1595	NZ_CP019948.1_1594	NZ_CP019948.1_1312	NZ_CP019948.1_1310	NZ_CP019948.1_1314								
2011	GB_GCA_001898825.1	MKVK01000051.1_240	MKVK01000018.1_22	MKVK01000018.1_23											
2012	RS_GCF_001029285.1	NZ_LDZY01000003.1_241	NZ_LDZY01000006.1_163	NZ_LDZY01000006.1_162											
2013	GB_GCA_002701845.1	NZXG01000022.1_15	NZXG01000008.1_74	NZXG01000008.1_73											
2014	GB_GCA_016217595.1	JACRHS010000002.1_12	JACRHS010000005.1_144	JACRHS010000005.1_145											
2015	GB_GCA_003249255.1	QKJP01000036.1_26	QKJP01000063.1_36	QKJP01000063.1_37											
2016	GB_GCA_017476305.1	JAFVAA010000214.1_2	JAFVAA010000006.1_5	JAFVAA010000006.1_4											
2017	GB_GCA_017964745.1	JAGCRJ010000197.1_4	JAGCRJ010000255.1_2	JAGCRJ010000255.1_1											
2018	GB_GCA_018822105.1	JAHJLB010000018.1_58	JAHJLB010000006.1_42	JAHJLB010000006.1_43											
2019	RS_GCF_003173355.1	NZ_QGMY01000002.1_266	NZ_QGMY01000002.1_553	NZ_QGMY01000002.1_554							NZ_QGMY01000002.1_853	NZ_QGMY01000002.1_362			
2020	RS_GCF_016583905.1	NZ_NRRY01000028.1_25	NZ_NRRY01000026.1_50	NZ_NRRY01000026.1_49									NZ_NRRY01000024.1_34	NZ_NRRY01000024.1_31	NZ_NRRY01000024.1_33
2021	RS_GCF_000342045.1	NZ_AONQ01000017.1_6	NZ_AONQ01000082.1_11	NZ_AONQ01000082.1_12											
2022	RS_GCF_900167115.1	NZ_FUXZ01000004.1_224	NZ_FUXZ01000006.1_16	NZ_FUXZ01000006.1_15											
2023	GB_GCA_900609035.2	UXAT02000011.1_25	UXAT02000012.1_136	UXAT02000012.1_137											
2024	RS_GCF_900167465.1	NZ_FUWR01000004.1_73	NZ_FUWR01000012.1_78	NZ_FUWR01000012.1_79				NZ_FUWR01000020.1_36	NZ_FUWR01000020.1_35	NZ_FUWR01000020.1_38					
2025	RS_GCF_002368315.1	NZ_AP018301.1_26	NZ_AP018298.1_278	NZ_AP018298.1_277									NZ_AP018298.1_644	NZ_AP018298.1_646	NZ_AP018298.1_5280
2026	GB_GCA_003158505.1	PMJK01000015.1_16	PMJK01000033.1_29	PMJK01000033.1_28											
2027	RS_GCF_000526775.1	NZ_JAGS01000001.1_2498	NZ_JAGS01000001.1_1450	NZ_JAGS01000001.1_1451											
2028	RS_GCF_000519265.1	NZ_KI912608.1_1871	NZ_KI912608.1_867	NZ_KI912608.1_866											
2029	RS_GCF_018491765.1	NZ_JABWCU010000008.1_183	NZ_JABWCU010000006.1_247	NZ_JABWCU010000006.1_248											
2030	RS_GCF_003985125.1	NZ_ML133567.1_395	NZ_ML133611.1_1	NZ_ML133611.1_2											
2031	RS_GCF_001190925.1	NZ_CP011072.1_79	NZ_CP011072.1_703	NZ_CP011072.1_702											
2032	GB_GCA_003156235.1	PMGP01000178.1_6	PMGP01000092.1_6	PMGP01000092.1_5											
2033	GB_GCA_002425245.1	DILW01000109.1_51	DILW01000024.1_26	DILW01000024.1_27											
2034	RS_GCF_900207575.1	NZ_OAOQ01000004.1_249	NZ_OAOQ01000003.1_187	NZ_OAOQ01000003.1_186									NZ_OAOQ01000011.1_69	NZ_OAOQ01000011.1_72	NZ_OAOQ01000011.1_70
2035	GB_GCA_902782945.1	CACZOU010000061.1_41	CACZOU010000077.1_3	CACZOU010000077.1_2							CACZOU010000019.1_41	CACZOU010000046.1_7			
2036	GB_GCA_019263745.1	CP077107.1_123	CP077107.1_407	CP077107.1_408							CP077107.1_434	CP077107.1_977			
2037	GB_GCA_013377095.1	JACAAY010000010.1_50	JACAAY010000010.1_17	JACAAY010000010.1_16											
2038	GB_GCA_003151435.1	PLXP01000211.1_4	PLXP01000174.1_26	PLXP01000174.1_25											
2039	RS_GCF_000155595.1	NZ_DS989905.1_622	NZ_DS989904.1_208	NZ_DS989904.1_207									NZ_DS989904.1_3476	NZ_DS989904.1_3478	NZ_DS989904.1_3477
2040	RS_GCF_000430625.1	NZ_AUMJ01000016.1_114	NZ_KE387171.1_234	NZ_KE387171.1_233											
2041	GB_GCA_016207885.1	JACQZE010000018.1_20	JACQZE010000003.1_430	JACQZE010000003.1_431											
2042	GB_GCA_013178275.1	JABLWZ010000021.1_29	JABLWZ010000015.1_46	JABLWZ010000015.1_47											
2043	GB_GCA_016234805.1	JACRNU010000025.1_1	JACRNU010000012.1_9	JACRNU010000012.1_36											
2044	GB_GCA_016875475.1	VGRB01000071.1_5	VGRB01000162.1_9	VGRB01000004.1_13											
2045	GB_GCA_902784195.1	CACZTX010000014.1_5	CACZTX010000002.1_68	CACZTX010000002.1_67							CACZTX010000006.1_116	CACZTX010000016.1_1			
2046	RS_GCF_014203025.1	NZ_JACHID010000003.1_144	NZ_JACHID010000010.1_12	NZ_JACHID010000010.1_11											
2047	GB_GCA_903828115.1	CAIKKU010000027.1_3	CAIKKU010000757.1_4	CAIKKU010000757.1_5									CAIKKU010000411.1_12	CAIKKU010000411.1_9	CAIKKU010000411.1_11
2048	GB_GCA_007693505.1	REDL01000059.1_134	REDL01000067.1_19	REDL01000067.1_18											
2049	RS_GCF_000013365.1	NC_007778.1_395	NC_007778.1_974	NC_007778.1_975									NC_007778.1_4006	NC_007778.1_4003	NC_007778.1_4005
2050	GB_GCA_000242935.3	CP007053.1_301	CP007053.1_199	CP007053.1_200				CP007053.1_260	CP007053.1_259	CP007053.1_262					
2051	RS_GCF_014197855.1	NZ_JACIGJ010000007.1_148	NZ_JACIGJ010000001.1_63	NZ_JACIGJ010000001.1_64									NZ_JACIGJ010000011.1_89	NZ_JACIGJ010000011.1_86	NZ_JACIGJ010000011.1_88
2052	RS_GCF_000245015.1	NZ_JH600070.1_3411	NZ_JH600070.1_1602	NZ_JH600070.1_1601											
2053	RS_GCF_000179055.1	NZ_ADWO01000009.1_13	NZ_ADWO01000022.1_28	NZ_ADWO01000022.1_27											
2054	GB_GCA_016219115.1	JACRCH010000123.1_31	JACRCH010000097.1_9	JACRCH010000097.1_10											
2055	RS_GCF_900167345.1	NZ_FUXB01000004.1_60	NZ_FUXB01000001.1_38	NZ_FUXB01000001.1_39											
2056	RS_GCF_001440415.1	NZ_LLYA01000160.1_39	NZ_LLYA01000183.1_22	NZ_LLYA01000183.1_21											
2057	GB_GCA_018262235.1	JAGTRY010000012.1_33	JAGTRY010000011.1_46	JAGTRY010000011.1_45				JAGTRY010000045.1_33	JAGTRY010000045.1_32	JAGTRY010000045.1_35					
2058	RS_GCF_016583575.1	NZ_NRRG01000061.1_3	NZ_NRRG01000012.1_65	NZ_NRRG01000012.1_64									NZ_NRRG01000003.1_64	NZ_NRRG01000003.1_61	NZ_NRRG01000003.1_63
2059	GB_GCA_003857025.1	RPOO01000003.1_3	RPOO01000209.1_5	RPOO01000209.1_4							RPOO01000156.1_5	RPOO01000021.1_16			
2060	GB_GCA_016937935.1	JAFGVO010000028.1_1	JAFGVO010000460.1_4	JAFGVO010000460.1_5											
2061	RS_GCF_000417905.1	NZ_ATFJ01000010.1_6	NZ_ATFJ01000012.1_98	NZ_ATFJ01000012.1_99											
2062	RS_GCF_002939305.1	NZ_MVDI01000006.1_177	NZ_MVDI01000001.1_160	NZ_MVDI01000001.1_161									NZ_MVDI01000003.1_44	NZ_MVDI01000003.1_46	NZ_MVDI01000010.1_110
2063	RS_GCF_000021745.1	NC_011666.1_2592	NC_011666.1_3627	NC_011666.1_3626									NC_011666.1_2043	NC_011666.1_2040	NC_011666.1_2042
2064	RS_GCF_900114285.1	NZ_FOSN01000001.1_155	NZ_FOSN01000001.1_308	NZ_FOSN01000001.1_309									NZ_FOSN01000014.1_39	NZ_FOSN01000014.1_42	NZ_FOSN01000014.1_40
2065	GB_GCA_902794535.1	CADBHQ010000035.1_9	CADBHQ010000058.1_11	CADBHQ010000058.1_8											
2066	GB_GCA_004299065.1	SIHH01000222.1_2	SIHH01000161.1_8	SIHH01000161.1_6									SIHH01000056.1_8	SIHH01000056.1_6	SIHH01000203.1_5
2067	GB_GCA_009774535.1	VSNY01000141.1_3	VSNY01000047.1_4	VSNY01000047.1_5											
2068	GB_GCA_017616955.1	JAFZXD010000103.1_2	JAFZXD010000143.1_2	JAFZXD010000143.1_3											
2069	GB_GCA_016183145.1	JACPFE010000449.1_24	JACPFE010000207.1_10	JACPFE010000207.1_9											
2070	RS_GCF_000504305.1	NZ_KI632512.1_2161	NZ_KI632512.1_2814	NZ_KI632512.1_2815				NZ_KI632512.1_83	NZ_KI632512.1_86	NZ_KI632512.1_81					
2071	GB_GCA_011372855.1	DSAE01000190.1_19	DSAE01000145.1_5	DSAE01000145.1_6											
2072	RS_GCF_004114955.1	NZ_CP030053.1_249	NZ_CP030054.1_489	NZ_CP030054.1_490									NZ_CP030053.1_531	NZ_CP030053.1_534	NZ_CP030053.1_532
2073	GB_GCA_903874575.1	CAIQSZ010000441.1_12	CAIQSZ010000354.1_1	CAIQSZ010000270.1_1											
2074	GB_GCA_903928965.1	CAIYSZ010000003.1_9	CAIYSZ010000031.1_18	CAIYSZ010000031.1_19											
2075	GB_GCA_015484845.1	WFUT01000104.1_10	WFUT01000007.1_19	WFUT01000007.1_18											
2076	RS_GCF_004570865.1	NZ_SPQS01000014.1_87	NZ_SPQS01000036.1_52	NZ_SPQS01000036.1_51											
2077	GB_GCA_002339325.1	DDKK01000047.1_73	DDKK01000010.1_69	DDKK01000010.1_68											
2078	GB_GCA_003556955.1	PWQB01000242.1_4	PWQB01000660.1_2	PWQB01000443.1_7											
2079	RS_GCF_000970205.1	NZ_CP009512.1_328	NZ_CP009512.1_618	NZ_CP009512.1_617							NZ_CP009512.1_827	NZ_CP009512.1_828			
2080	GB_GCA_013331215.1	DUGU01000204.1_2	DUGU01000033.1_18	DUGU01000033.1_19							DUGU01000253.1_2	DUGU01000094.1_7			
2081	GB_GCA_002482565.1	DLGG01000039.1_19	DLGG01000139.1_33	DLGG01000139.1_32											
2082	RS_GCF_003833015.1	NZ_RJLQ01000015.1_27	NZ_RJLQ01000001.1_8	NZ_RJLQ01000001.1_9											
2083	GB_GCA_002391525.1	DGFE01000170.1_6	DGFE01000100.1_8	DGFE01000100.1_7											
2084	RS_GCF_000333455.1	NZ_BADD01000802.1_1	NZ_BADD01000366.1_3	NZ_BADD01000366.1_4				NZ_BADD01000439.1_1	NZ_BADD01000439.1_2	NZ_BADD01000437.1_6			NZ_BADD01000322.1_3	NZ_BADD01000321.1_5	NZ_BADD01000322.1_2
2085	GB_GCA_015231925.1	JADGAQ010000067.1_3	JADGAQ010000149.1_4	JADGAQ010000149.1_3											
2086	RS_GCF_001556045.1	NZ_LSIC01000073.1_160	NZ_LSIC01000141.1_7	NZ_LSIC01000141.1_8									NZ_LSIC01000101.1_109	NZ_LSIC01000101.1_112	NZ_LSIC01000101.1_110
2087	GB_GCA_902762795.1	CACWPM010000024.1_19	CACWPM010000083.1_2	CACWPM010000083.1_3											
2088	GB_GCA_011191975.1	DUFA01000128.1_21	DUFA01000145.1_13	DUFA01000145.1_12											
2089	GB_GCA_003142855.1	PLNW01000166.1_35	PLNW01000118.1_40	PLNW01000118.1_39											
2090	RS_GCF_010131535.1	NZ_WUBS01000013.1_108	NZ_WUBS01000006.1_4	NZ_WUBS01000006.1_5				NZ_WUBS01000013.1_126	NZ_WUBS01000013.1_127	NZ_WUBS01000013.1_124					
2091	GB_GCA_016743235.1	VRZD01000038.1_9	VRZD01000015.1_52	VRZD01000015.1_51									VRZD01000016.1_87	VRZD01000016.1_85	VRZD01000012.1_80
2092	RS_GCF_007830635.1	NZ_VLLA01000001.1_462	NZ_VLLA01000047.1_37	NZ_VLLA01000047.1_36											
2093	GB_GCA_001725945.1	LRMT01000054.1_29	LRMT01000064.1_37	LRMT01000064.1_39											
2094	GB_GCA_017615755.1	JAFZZM010000038.1_1	JAFZZM010000048.1_2	JAFZZM010000048.1_4											
2095	GB_GCA_001784535.1	MFRJ01000099.1_5	MFRJ01000016.1_10	MFRJ01000016.1_11											
2096	RS_GCF_002770725.1	NZ_NQVN01000007.1_90	NZ_NQVN01000038.1_20	NZ_NQVN01000038.1_19				NZ_NQVN01000002.1_271	NZ_NQVN01000002.1_272	NZ_NQVN01000002.1_269					
2097	GB_GCA_018434945.1	JAHDOI010000038.1_3	JAHDOI010000017.1_6	JAHDOI010000017.1_7											
2098	GB_GCA_903839205.1	CAIMBM010000072.1_2	CAIMBM010000186.1_19	CAIMBM010000186.1_18											
2099	RS_GCF_000021385.1	NC_011769.1_2067	NC_011769.1_2655	NC_011769.1_2656											
2100	RS_GCF_001298735.1	NZ_CYSP01000007.1_124	NZ_CYSP01000014.1_45	NZ_CYSP01000014.1_46				NZ_CYSP01000025.1_17	NZ_CYSP01000025.1_16	NZ_CYSP01000025.1_19					
2101	RS_GCF_009928445.1	NZ_JAABNO010000034.1_17	NZ_JAABNO010000010.1_58	NZ_JAABNO010000010.1_59											
2102	RS_GCF_000011005.1	NC_013665.1_2526	NC_013665.1_921	NC_013665.1_922							NC_013665.1_372	NC_013665.1_373			
2103	GB_GCA_017509985.1	JAFWOE010000004.1_35	JAFWOE010000023.1_103	JAFWOE010000023.1_104											
2104	GB_GCA_003161815.1	PMNN01000132.1_7	PMNN01000144.1_6	PMNN01000144.1_5							PMNN01000051.1_3	PMNN01000100.1_5			
2105	RS_GCF_003046795.1	NZ_PZKN01000011.1_84	NZ_PZKN01000004.1_111	NZ_PZKN01000004.1_110											
2106	RS_GCF_007860185.1	NZ_SJPY01000003.1_276	NZ_SJPY01000001.1_315	NZ_SJPY01000001.1_316											
2107	RS_GCF_014502795.1	NZ_JACVHF010000014.1_20	NZ_JACVHF010000011.1_42	NZ_JACVHF010000011.1_43									NZ_JACVHF010000004.1_156	NZ_JACVHF010000004.1_155	NZ_JACVHF010000004.1_157
2108	RS_GCF_000025725.1	NC_013943.1_2975	NC_013943.1_1044	NC_013943.1_1045											
2109	RS_GCF_000513935.1	NZ_AZUY01000044.1_50	NZ_AZUY01000029.1_50	NZ_AZUY01000029.1_51											
2110	RS_GCF_001590985.1	NZ_BCTX01000002.1_55	NZ_BCTX01000033.1_41	NZ_BCTX01000033.1_40											
2111	GB_GCA_002328495.1	DCUJ01000009.1_30	DCUJ01000012.1_128	DCUJ01000012.1_127											
2112	RS_GCF_000317225.1	NZ_AJLL01000070.1_46	NZ_AJLL01000081.1_60	NZ_AJLL01000081.1_59									NZ_AJLL01000051.1_4	NZ_AJLL01000051.1_6	NZ_AJLL01000005.1_49
2113	GB_GCA_015232335.1	JADFZV010000019.1_32	JADFZV010000004.1_56	JADFZV010000004.1_57											
2114	GB_GCA_018896025.1	JAHIND010000017.1_84	JAHIND010000002.1_39	JAHIND010000002.1_40											
2115	GB_GCA_003601795.1	PIXU01000039.1_4	PIXU01000248.1_5	PIXU01000248.1_3											
2116	GB_GCA_018897875.1	JAHIKF010000303.1_9	JAHIKF010000474.1_13	JAHIKF010000474.1_14											
2117	GB_GCA_014695255.1	JACJNX010000066.1_11	JACJNX010000044.1_19	JACJNX010000044.1_20									JACJNX010000070.1_45	JACJNX010000070.1_47	JACJNX010000068.1_43
2118	GB_GCA_010672585.1	JAAHGF010000021.1_57	JAAHGF010000022.1_31	JAAHGF010000022.1_30									JAAHGF010000004.1_423	JAAHGF010000004.1_425	JAAHGF010000013.1_298
2119	RS_GCF_004801295.1	NZ_SSOC01000004.1_301	NZ_SSOC01000004.1_228	NZ_SSOC01000004.1_229				NZ_SSOC01000003.1_584	NZ_SSOC01000003.1_585	NZ_SSOC01000003.1_582					
2120	GB_GCA_017433805.1	JAFRGN010000046.1_37	JAFRGN010000043.1_77	JAFRGN010000043.1_76											
2121	RS_GCF_900114975.1	NZ_FOUU01000001.1_396	NZ_FOUU01000006.1_23	NZ_FOUU01000006.1_22											
2122	GB_GCA_002753615.1	PEAO01000018.1_26	PEAO01000169.1_2	PEAO01000169.1_3											
2123	RS_GCF_000272475.1	NZ_AKFJ01000006.1_27	NZ_AKFJ01000028.1_59	NZ_AKFJ01000028.1_58											
2124	GB_GCA_015233035.1	JADFYM010000153.1_8	JADFYM010000043.1_21	JADFYM010000387.1_1											
2125	RS_GCF_900090195.1	NZ_LT607803.1_36	NZ_LT607803.1_1234	NZ_LT607803.1_1233											
2126	GB_GCA_017444985.1	JAFSVK010000045.1_3	JAFSVK010000041.1_13	JAFSVK010000041.1_12											
2127	RS_GCF_011064615.1	NZ_JAALJH010000074.1_8	NZ_JAALJH010000043.1_54	NZ_JAALJH010000043.1_53											
2128	GB_GCA_009773045.1	WOUV01000032.1_9	WOUV01000018.1_6	WOUV01000018.1_7											
2129	RS_GCF_015291665.1	NZ_CP030048.1_212	NZ_CP030049.1_225	NZ_CP030049.1_224											
2130	GB_GCA_003564775.1	PXEI01000253.1_3	PXEI01000352.1_6	PXEI01000352.1_5											
2131	RS_GCF_001982635.1	NZ_MKFI01000005.1_203	NZ_MKFI01000003.1_761	NZ_MKFI01000003.1_762											
2132	RS_GCF_000430885.1	NZ_AUMW01000016.1_15	NZ_AUMW01000018.1_54	NZ_AUMW01000018.1_55											
