	GenomeID	nifH	nifD	nifK	vnfH	vnfD	vnfK	anfH	anfD	anfK	nflD	nflH	ChlN	ChIl	ChlB
760	GB_GCA_013329415.1	DUKH01000219.1_3	DUKH01000219.1_6	DUKH01000219.1_7							DUKH01000005.1_12	DUKH01000005.1_13			
761	GB_GCA_013329575.1	DUJX01000116.1_6	DUJX01000116.1_3	DUJX01000116.1_2							DUJX01000081.1_3	DUJX01000088.1_3			
762	GB_GCA_013331215.1	DUGU01000236.1_1	DUGU01000033.1_18	DUGU01000033.1_19											
763	GB_GCA_013331275.1	DUGT01000122.1_4	DUGT01000122.1_7	DUGT01000122.1_11							DUGT01000002.1_46	DUGT01000002.1_45			
764	GB_GCA_013331375.1	DUGO01000109.1_5	DUGO01000109.1_1	DUGO01000055.1_1											
765	GB_GCA_013334225.1	JAAXXY010000015.1_21	JAAXXY010000015.1_18	JAAXXY010000015.1_17				JAAXXY010000035.1_13	JAAXXY010000035.1_16	JAAXXY010000035.1_18			JAAXXY010000014.1_48	JAAXXY010000014.1_50	JAAXXY010000014.1_49
766	GB_GCA_013334335.1	JAAXXR010000002.1_58	JAAXXR010000002.1_55	JAAXXR010000002.1_54				JAAXXR010000070.1_2	JAAXXR010000070.1_5	JAAXXR010000070.1_7			JAAXXR010000005.1_47	JAAXXR010000005.1_49	JAAXXR010000005.1_48
767	GB_GCA_013334435.1	JAAXXP010000043.1_3	JAAXXP010000043.1_6	JAAXXP010000043.1_7									JAAXXP010000013.1_27	JAAXXP010000013.1_25	JAAXXP010000013.1_26
768	GB_GCA_013334485.1	JAAXXL010000037.1_20	JAAXXL010000026.1_2	JAAXXL010000026.1_1									JAAXXL010000046.1_4	JAAXXL010000046.1_2	JAAXXL010000046.1_3
769	GB_GCA_013334525.1	JAAXXK010000002.1_56	JAAXXK010000002.1_59	JAAXXK010000002.1_60											
770	GB_GCA_013334545.1	JAAXXJ010000243.1_4	JAAXXJ010000323.1_4	JAAXXJ010000492.1_2											
771	GB_GCA_013334565.1	JAAXXI010000006.1_46	JAAXXI010000006.1_49	JAAXXI010000006.1_50									JAAXXI010000038.1_10	JAAXXI010000038.1_8	JAAXXI010000038.1_9
772	GB_GCA_013334745.1	JAAXWY010000004.1_33	JAAXWY010000004.1_34	JAAXWY010000004.1_35											
773	GB_GCA_013334755.1	JAAXWX010000028.1_11	JAAXWX010000028.1_8	JAAXWX010000028.1_7									JAAXWX010000026.1_6	JAAXWX010000026.1_4	JAAXWX010000026.1_5
774	GB_GCA_013334855.1	JAAXWU010000078.1_9	JAAXWU010000037.1_16	JAAXWU010000037.1_15									JAAXWU010000108.1_4	JAAXWU010000108.1_2	JAAXWU010000108.1_3
775	GB_GCA_013334865.1	JAAXWS010000004.1_90	JAAXWS010000004.1_87	JAAXWS010000004.1_86									JAAXWS010000017.1_36	JAAXWS010000017.1_34	JAAXWS010000017.1_35
776	GB_GCA_013334925.1	JAAXWP010000005.1_26	JAAXWP010000005.1_23	JAAXWP010000005.1_22				JAAXWP010000011.1_16	JAAXWP010000011.1_19	JAAXWP010000011.1_21			JAAXWP010000001.1_157	JAAXWP010000001.1_159	JAAXWP010000001.1_158
777	GB_GCA_013334965.1	JAAXWO010000013.1_14	JAAXWO010000013.1_11	JAAXWO010000013.1_10									JAAXWO010000020.1_5	JAAXWO010000020.1_3	JAAXWO010000020.1_4
778	GB_GCA_013335115.1	JAAXWQ010000001.1_231	JAAXWQ010000001.1_234	JAAXWQ010000001.1_235									JAAXWQ010000002.1_80	JAAXWQ010000002.1_78	JAAXWQ010000002.1_79
779	GB_GCA_013335405.1	JAAXVR010000032.1_21	JAAXVR010000032.1_18	JAAXVR010000032.1_17									JAAXVR010000004.1_48	JAAXVR010000004.1_50	JAAXVR010000004.1_49
780	GB_GCA_013335425.1	JAAXVQ010000190.1_1	JAAXVQ010000190.1_4	JAAXVQ010000190.1_5											
781	GB_GCA_013335435.1	JAAXVP010000115.1_3	JAAXVP010000115.1_2	JAAXVP010000115.1_1											
782	GB_GCA_013335845.1	JAAXUU010000083.1_4	JAAXUU010000083.1_7	JAAXUU010000183.1_3											
783	GB_GCA_013335935.1	JAAXUP010000107.1_1	JAAXUP010000107.1_4	JAAXUP010000107.1_5											
784	GB_GCA_013336025.1	JAAXUM010000013.1_9	JAAXUM010000013.1_12	JAAXUM010000013.1_13				JAAXUM010000012.1_9	JAAXUM010000012.1_6	JAAXUM010000012.1_4			JAAXUM010000272.1_1	JAAXUM010000328.1_3	JAAXUM010000328.1_2
785	GB_GCA_013336035.1	JAAXUL010000259.1_3	JAAXUL010000259.1_5	JAAXUL010000259.1_6									JAAXUL010000455.1_3	JAAXUL010000211.1_1	JAAXUL010000455.1_4
786	GB_GCA_013336165.1	JAAXUF010000009.1_33	JAAXUF010000009.1_34	JAAXUF010000009.1_35											
787	GB_GCA_013336525.1	JAAXTM010000002.1_333	JAAXTM010000002.1_332	JAAXTM010000002.1_330											
788	GB_GCA_013349285.1	DUZU01000023.1_7	DUZU01000023.1_4	DUZU01000023.1_3											
789	GB_GCA_013349295.1	DUZW01000040.1_11	DUZW01000040.1_8	DUZW01000040.1_7											
790	GB_GCA_013349325.1	DUZX01000002.1_36	DUZX01000002.1_37	DUZX01000002.1_38											
791	GB_GCA_013349405.1	DUZS01000043.1_18	DUZS01000026.1_17	DUZS01000026.1_16											
792	GB_GCA_013349665.1	DUZF01000016.1_10	DUZF01000016.1_11	DUZF01000016.1_12									DUZF01000041.1_12	DUZF01000041.1_15	DUZF01000041.1_13
793	GB_GCA_013377015.1	JACABA010000002.1_1095	JACABA010000002.1_1096	JACABA010000002.1_1097									JACABA010000001.1_365	JACABA010000001.1_362	JACABA010000001.1_364
794	GB_GCA_013377075.1	JACABD010000025.1_11	JACABD010000025.1_16	JACABD010000025.1_13											
795	GB_GCA_013377085.1	JACAAX010000037.1_43	JACAAX010000037.1_44	JACAAX010000037.1_45									JACAAX010000040.1_15	JACAAX010000040.1_12	JACAAX010000040.1_14
796	GB_GCA_013377095.1	JACAAY010000010.1_18	JACAAY010000010.1_17	JACAAY010000010.1_16											
797	GB_GCA_013388805.1	JACAEO010000087.1_14	JACAEO010000087.1_16	JACAEO010000087.1_17									JACAEO010000075.1_5	JACAEO010000075.1_2	JACAEO010000075.1_4
798	GB_GCA_013390565.1	JACATZ010000003.1_1637	JACATZ010000003.1_1633	JACATZ010000003.1_1632									JACATZ010000001.1_2116	JACATZ010000001.1_2114	JACATZ010000001.1_2115
799	GB_GCA_013390605.1	JACAUB010000001.1_2216	JACAUB010000001.1_2213	JACAUB010000001.1_2212											
800	GB_GCA_013390945.1	JACAUC010000118.1_10	JACAUC010000311.1_5	JACAUC010000118.1_5									JACAUC010000014.1_12	JACAUC010000014.1_14	JACAUC010000014.1_13
801	GB_GCA_013414705.1	CP058705.1_3113	CP058705.1_3114	CP058705.1_3115											
802	GB_GCA_013415595.1	JAAEEW010000126.1_10	JAAEEW010000126.1_13	JAAEEW010000100.1_5							JAAEEW010000125.1_8	JAAEEW010000102.1_2			
803	GB_GCA_013426785.1	JACDZI010000015.1_27	JACDZI010000015.1_26	JACDZI010000015.1_25									JACDZI010000005.1_10	JACDZI010000005.1_7	JACDZI010000005.1_9
804	GB_GCA_013426795.1	JACDZF010000053.1_11	JACDZF010000053.1_14	JACDZF010000053.1_15											
805	GB_GCA_013426805.1	JACDZG010000096.1_14	JACDZG010000096.1_15	JACDZG010000096.1_16									JACDZG010000004.1_61	JACDZG010000004.1_64	JACDZG010000004.1_62
806	GB_GCA_013572355.1	QBUV01000135.1_7	QBUV01000135.1_10	QBUV01000135.1_11											
807	GB_GCA_013619105.1	JABXKU010000001.1_22	JABXKU010000001.1_23	JABXKU010000001.1_24											
808	GB_GCA_013619155.1	JABXKT010000061.1_28	JABXKT010000061.1_25	JABXKT010000061.1_24											
809	GB_GCA_013693955.1	CP059265.1_2629	CP059265.1_2628	CP059265.1_2627											
810	GB_GCA_013791955.1	VMSW01000007.1_45	VMSW01000007.1_44	VMSW01000007.1_43											
811	GB_GCA_013791995.1	VMSS01000216.1_2	VMSS01000216.1_5	VMSS01000216.1_6											
812	GB_GCA_013792005.1	VMSU01000077.1_9	VMSU01000077.1_12	VMSU01000077.1_14											
813	GB_GCA_013792135.1	VMSP01000123.1_6	VMSP01000123.1_9	VMSP01000123.1_10											
814	GB_GCA_013823635.1	PNML01000059.1_21	PNML01000059.1_22	PNML01000059.1_23											
815	GB_GCA_013823655.1	PNMN01000105.1_2	PNMN01000118.1_12	PNMN01000118.1_11											
816	GB_GCA_013824615.1	PNOC01000073.1_17	PNOC01000073.1_16	PNOC01000073.1_15											
817	GB_GCA_013911065.1	JACERV010000025.1_7	JACERV010000025.1_4	JACERV010000025.1_3											
818	GB_GCA_013911975.1	JACESF010000035.1_25	JACESF010000035.1_26	JACESF010000035.1_27											
819	GB_GCA_014061035.1	JACGMN010000082.1_4	JACGMN010000082.1_11	JACGMN010000082.1_9							JACGMN010000038.1_5	JACGMN010000034.1_10			
820	GB_GCA_014189435.1	CP050295.1_550	CP050295.1_549	CP050295.1_548											
821	GB_GCA_014237145.1	JAAXOC010000088.1_32	JAAXOC010000088.1_35	JAAXOC010000088.1_36							JAAXOC010000115.1_5	JAAXOC010000115.1_6			
822	GB_GCA_014237365.1	JABZFQ010000194.1_5	JABZFQ010000194.1_8	JABZFQ010000333.1_1											
823	GB_GCA_014237395.1	JABZFP010000007.1_203	JABZFP010000007.1_200	JABZFP010000007.1_199											
824	GB_GCA_014359565.1	JACIZD010000016.1_56	JACIZD010000016.1_57	JACIZD010000016.1_58											
825	GB_GCA_014359855.1	JACIYQ010000244.1_15	JACIYQ010000244.1_16	JACIYQ010000244.1_17											
826	GB_GCA_014359885.1	JACIYN010000036.1_27	JACIYN010000036.1_24	JACIYN010000036.1_23											
827	GB_GCA_014379395.1	JACMLV010000804.1_5	JACMLV010000598.1_1	JACMLV010000598.1_2											
828	GB_GCA_014380135.1	JACMKN010000012.1_3	JACMKN010000012.1_2	JACMKN010000012.1_1											
829	GB_GCA_014380625.1	JACMJL010000081.1_16	JACMJL010000081.1_13	JACMJL010000081.1_12											
830	GB_GCA_014382295.1	JACNJZ010000081.1_4	JACNJZ010000081.1_7	JACNJZ010000081.1_8											
831	GB_GCA_014729595.1	WJJU01000862.1_1	WJJU01000862.1_4	WJJU01000862.1_5											
832	GB_GCA_014804675.1	JAAUZH010000007.1_9	JAAUZH010000007.1_7	JAAUZH010000007.1_6											
833	GB_GCA_014850975.1	JACXST010000001.1_1551	JACXST010000001.1_1550	JACXST010000001.1_1549											
834	GB_GCA_014859605.1	JACUTW010000040.1_19	JACUTW010000040.1_20	JACUTW010000040.1_21											
835	GB_GCA_014859725.1	JACUTQ010000054.1_12	JACUTQ010000054.1_9	JACUTQ010000054.1_8							JACUTQ010000003.1_7	JACUTQ010000003.1_8			
836	GB_GCA_014859785.1	JACUTP010000077.1_1	JACUTP010000077.1_4	JACUTP010000077.1_5							JACUTP010000018.1_6	JACUTP010000018.1_7			
837	GB_GCA_014860175.1	JACZKF010000051.1_2	JACZKF010000051.1_3	JACZKF010000051.1_4											
838	GB_GCA_014860225.1	JACZKE010000036.1_40	JACZKE010000036.1_39	JACZKE010000036.1_38											
839	GB_GCA_014873095.1	CP050848.1_1508	CP050848.1_1507	CP050848.1_1506											
840	GB_GCA_014874265.1	JACWAM010000126.1_6	JACWAM010000126.1_3	JACWAM010000126.1_2											
841	GB_GCA_014874425.1	JACWAG010000209.1_9	JACWAG010000209.1_6	JACWAG010000209.1_5											
842	GB_GCA_014879435.1	JACSSB010000026.1_2	JACSSB010000026.1_3	JACSSB010000105.1_2											
843	GB_GCA_014879845.1	JACSRI010000070.1_2	JACSRI010000254.1_16	JACSRI010000254.1_15											
844	GB_GCA_015056585.1	SVFZ01000074.1_18	SVFZ01000074.1_17	SVFZ01000074.1_16									SVFZ01000120.1_39	SVFZ01000112.1_17	SVFZ01000120.1_40
845	GB_GCA_015056655.1	SVFV01000012.1_13	SVFV01000012.1_17	SVFV01000012.1_16											
846	GB_GCA_015056815.1	SVFN01000038.1_19	SVFN01000025.1_1	SVFN01000038.1_17											
847	GB_GCA_015057085.1	SVFB01000036.1_67	SVFB01000036.1_65	SVFB01000036.1_66											
848	GB_GCA_015057625.1	SVDZ01000001.1_270	SVDZ01000006.1_113	SVDZ01000001.1_267											
849	GB_GCA_015057705.1	SVDU01000009.1_67	SVDU01000009.1_64	SVDU01000009.1_63											
850	GB_GCA_015057715.1	SVDS01000056.1_2	SVDS01000056.1_5	SVDS01000056.1_6											
851	GB_GCA_015057775.1	SVDT01000061.1_3	SVDT01000061.1_6	SVDT01000061.1_7											
852	GB_GCA_015058405.1	SVCL01000070.1_57	SVCL01000070.1_54	SVCL01000141.1_10											
853	GB_GCA_015058625.1	SVCA01000002.1_338	SVCA01000002.1_339	SVCA01000002.1_340											
854	GB_GCA_015058655.1	SVBX01000003.1_20	SVBX01000003.1_19	SVBX01000003.1_18											
855	GB_GCA_015061115.1	SUXE01000001.1_251	SUXE01000001.1_234	SUXE01000001.1_233											
856	GB_GCA_015066975.1	SVNI01000023.1_1	SVNI01000096.1_3	SVNI01000096.1_2											
857	GB_GCA_015207195.1	JADEXJ010000075.1_18	JADEXJ010000075.1_19	JADEXJ010000075.1_20									JADEXJ010000059.1_24	JADEXJ010000059.1_23	JADEXJ010000076.1_9
858	GB_GCA_015207585.1	JADEWQ010000072.1_16	JADEWQ010000072.1_13	JADEWQ010000072.1_12									JADEWQ010000039.1_14	JADEWQ010000039.1_16	JADEWQ010000102.1_4
859	GB_GCA_015222855.1	JADFWA010000299.1_2	JADFWA010000299.1_5	JADFWA010000299.1_6											
860	GB_GCA_015228695.1	JADGDA010000015.1_18	JADGDA010000015.1_17	JADGDA010000015.1_16											
861	GB_GCA_015228815.1	JADGCV010000028.1_18	JADGCV010000028.1_19	JADGCV010000028.1_20											
862	GB_GCA_015228925.1	JADGCQ010000067.1_2	JADGCQ010000067.1_3	JADGCQ010000067.1_4											
863	GB_GCA_015231295.1	JADGBU010000001.1_63	JADGBU010000001.1_64	JADGBU010000001.1_65											
864	GB_GCA_015231375.1	JADGBT010000007.1_6	JADGBT010000007.1_5	JADGBT010000007.1_4											
865	GB_GCA_015231395.1	JADGBP010000020.1_6	JADGBP010000020.1_3	JADGBP010000150.1_1											
866	GB_GCA_015231435.1	JADGBN010000039.1_23	JADGBN010000039.1_22	JADGBN010000039.1_21											
867	GB_GCA_015231515.1	JADGBM010000040.1_11	JADGBM010000040.1_14	JADGBM010000040.1_15											
868	GB_GCA_015231595.1	JADGBH010000045.1_11	JADGBH010000045.1_8	JADGBH010000045.1_7											
869	GB_GCA_015231615.1	JADGBE010000018.1_33	JADGBE010000018.1_30	JADGBE010000018.1_29											
870	GB_GCA_015231755.1	JADGAZ010000008.1_86	JADGAZ010000008.1_87	JADGAZ010000008.1_88											
871	GB_GCA_015231795.1	JADGAX010000001.1_66	JADGAX010000001.1_67	JADGAX010000001.1_68											
872	GB_GCA_015231915.1	JADGAR010000021.1_35	JADGAR010000021.1_36	JADGAR010000021.1_37											
873	GB_GCA_015232335.1	JADFZV010000004.1_55	JADFZV010000004.1_56	JADFZV010000004.1_57											
874	GB_GCA_015232405.1	JADFZS010000089.1_8	JADFZS010000089.1_9	JADFZS010000089.1_10											
875	GB_GCA_015232455.1	JADFZQ010000002.1_178	JADFZQ010000002.1_175	JADFZQ010000002.1_174											
876	GB_GCA_015232485.1	JADFZP010000129.1_7	JADFZP010000129.1_6	JADFZP010000129.1_5											
877	GB_GCA_015232645.1	JADFZF010000316.1_2	JADFZF010000036.1_7	JADFZF010000036.1_8											
878	GB_GCA_015232825.1	JADFYY010000116.1_8	JADFYY010000116.1_7	JADFYY010000116.1_6											
879	GB_GCA_015232955.1	JADFYS010000075.1_3	JADFYS010000075.1_2	JADFYS010000075.1_1											
880	GB_GCA_015233015.1	JADFYO010000021.1_15	JADFYO010000021.1_14	JADFYO010000021.1_13											
881	GB_GCA_015233035.1	JADFYM010000043.1_20	JADFYM010000043.1_21	JADFYM010000387.1_1											
882	GB_GCA_015233055.1	JADFYN010000267.1_1	JADFYN010000267.1_4	JADFYN010000267.1_5											
883	GB_GCA_015233365.1	JADFXU010000038.1_9	JADFXU010000038.1_8	JADFXU010000038.1_7											
884	GB_GCA_015233395.1	JADFXV010000031.1_16	JADFXV010000031.1_13	JADFXV010000031.1_12											
885	GB_GCA_015233465.1	JADFXP010000003.1_30	JADFXP010000003.1_31	JADFXP010000003.1_32											
886	GB_GCA_015233485.1	JADFXO010000112.1_2	JADFXO010000112.1_3	JADFXO010000112.1_4											
887	GB_GCA_015233725.1	JADFXD010000012.1_36	JADFXD010000012.1_35	JADFXD010000012.1_34											
888	GB_GCA_015233895.1	JADFXG010000040.1_11	JADFXG010000040.1_10	JADFXG010000040.1_9											
889	GB_GCA_015233935.1	JADFXB010000014.1_34	JADFXB010000014.1_35	JADFXB010000014.1_36											
890	GB_GCA_015234065.1	JADFWS010000059.1_8	JADFWS010000059.1_5	JADFWS010000059.1_4											
891	GB_GCA_015243575.1	CP042469.1_3318	CP042469.1_3315	CP042469.1_3314											
892	GB_GCA_015272215.1	JACYMD010000042.1_27	JACYMD010000042.1_53	JACYMD010000045.1_8									JACYMD010000027.1_1	JACYMD010000027.1_3	JACYMD010000010.1_20
893	GB_GCA_015295905.1	DVEB01000153.1_6	DVEB01000153.1_21	DVEB01000153.1_20									DVEB01000127.1_5	DVEB01000127.1_3	DVEB01000157.1_4
894	GB_GCA_015482705.2	JADMLA020000022.1_101	JADMLA020000022.1_98	JADMLA020000022.1_97									JADMLA020000040.1_59	JADMLA020000040.1_61	JADMLA020000040.1_60
895	GB_GCA_015484845.1	WFUT01000007.1_22	WFUT01000007.1_19	WFUT01000007.1_18											
896	GB_GCA_015488275.1	WFOD01000145.1_9	WFOD01000145.1_4	WFOD01000145.1_3											
897	GB_GCA_015489365.1	WFZW01000167.1_1	WFZW01000167.1_4	WFZW01000167.1_5											
898	GB_GCA_015491585.1	WFVQ01000083.1_5	WFVQ01000026.1_1	WFVQ01000026.1_2											
899	GB_GCA_015491705.1	WFVK01000137.1_2	WFVK01000283.1_2	WFVK01000283.1_1											
900	GB_GCA_015492645.1	WGER01000001.1_9	WGER01000001.1_8	WGER01000001.1_7											
901	GB_GCA_015494155.1	WGBU01000055.1_14	WGBU01000055.1_11	WGBU01000055.1_10											
902	GB_GCA_015494395.1	WGBG01000092.1_5	WGBG01000092.1_2	WGBG01000092.1_1											
903	GB_GCA_015520145.1	WAQR01000070.1_6	WAQR01000070.1_2	WAQR01000070.1_1											
904	GB_GCA_015548865.1	JADMXW010000007.1_98	JADMXW010000007.1_99	JADMXW010000007.1_100				JADMXW010000009.1_77	JADMXW010000009.1_76	JADMXW010000009.1_74					
905	GB_GCA_015654535.1	JAATGU010000055.1_16	JAATGU010000055.1_19	JAATGU010000055.1_20				JAATGU010000114.1_33	JAATGU010000114.1_30	JAATGU010000114.1_28					
906	GB_GCA_015654615.1	JAATGN010000138.1_2	JAATGN010000087.1_2	JAATGN010000087.1_3				JAATGN010000040.1_18	JAATGN010000040.1_17	JAATGN010000040.1_15					
907	GB_GCA_015654635.1	JAATGP010000020.1_101	JAATGP010000020.1_102	JAATGP010000020.1_103				JAATGP010000008.1_10	JAATGP010000008.1_9	JAATGP010000008.1_7					
908	GB_GCA_015654925.1	JAATFX010000136.1_5	JAATFX010000136.1_6	JAATFX010000136.1_7				JAATFX010000033.1_123	JAATFX010000033.1_122	JAATFX010000033.1_120					
909	GB_GCA_015655075.1	JAATFT010000030.1_12	JAATFT010000030.1_9	JAATFT010000030.1_8				JAATFT010000093.1_9	JAATFT010000093.1_12	JAATFT010000093.1_14					
910	GB_GCA_015655215.1	JAATFL010000031.1_1	JAATFL010000031.1_4	JAATFL010000031.1_5											
911	GB_GCA_015655565.1	JAATEU010000146.1_1	JAATEU010000146.1_4	JAATEU010000146.1_5				JAATEU010000042.1_8	JAATEU010000056.1_7	JAATEU010000056.1_5					
912	GB_GCA_015688915.1	JAATGX010000012.1_5	JAATGX010000194.1_13	JAATGX010000194.1_14											
913	GB_GCA_015709205.1	JACCQO010000001.1_37	JACCQO010000001.1_40	JACCQO010000001.1_41				JACCQO010000008.1_43	JACCQO010000008.1_40	JACCQO010000008.1_38					
914	GB_GCA_015709315.1	JACCQI010000006.1_21	JACCQI010000006.1_18	JACCQI010000006.1_17											
915	GB_GCA_016000195.1	JAECRO010000012.1_27	JAECRO010000012.1_26	JAECRO010000012.1_25											
916	GB_GCA_016124525.1	WGNO01000026.1_20	WGNO01000026.1_29	WGNO01000026.1_30									WGNO01000029.1_50	WGNO01000029.1_48	WGNO01000075.1_35
917	GB_GCA_016124535.1	WGNK01000004.1_132	WGNK01000004.1_133	WGNK01000004.1_134											
918	GB_GCA_016124745.1	WGNC01000010.1_185	WGNC01000010.1_186	WGNC01000010.1_187											
919	GB_GCA_016125505.1	WGLP01000005.1_39	WGLP01000005.1_38	WGLP01000003.1_119											
920	GB_GCA_016177775.1	JACOUQ010000027.1_52	JACOUQ010000027.1_53	JACOUQ010000027.1_54											
921	GB_GCA_016178015.1	JACOUB010000010.1_11	JACOUB010000010.1_10	JACOUB010000010.1_9											
922	GB_GCA_016182975.1	JACPFJ010000023.1_140	JACPFJ010000023.1_139	JACPFJ010000023.1_138											
923	GB_GCA_016183615.1	JACPEG010000012.1_30	JACPEG010000012.1_31	JACPEG010000012.1_32											
924	GB_GCA_016185075.1	JACPOH010000397.1_2	JACPOH010000359.1_1	JACPOH010000359.1_2											
925	GB_GCA_016194325.1	JACQBS010000135.1_20	JACQBS010000135.1_21	JACQBS010000135.1_22											
926	GB_GCA_016195125.1	JACQAD010000102.1_20	JACQAD010000102.1_19	JACQAD010000102.1_18											
927	GB_GCA_016195465.1	JACPZO010000030.1_21	JACPZO010000030.1_20	JACPZO010000030.1_19											
928	GB_GCA_016195565.1	JACPZK010000022.1_60	JACPZK010000022.1_59	JACPZK010000022.1_58											
929	GB_GCA_016195855.1	JACPYU010000006.1_5	JACPYU010000006.1_6	JACPYU010000006.1_7											
930	GB_GCA_016199835.1	JACQFX010000013.1_123	JACQFX010000013.1_122	JACQFX010000013.1_121											
931	GB_GCA_016200345.1	JACQEX010000062.1_7	JACQEX010000062.1_8	JACQEX010000062.1_9											
932	GB_GCA_016207885.1	JACQZE010000003.1_429	JACQZE010000003.1_430	JACQZE010000003.1_431											
933	GB_GCA_016208105.1	JACQYS010000027.1_36	JACQYS010000027.1_33	JACQYS010000027.1_32											
934	GB_GCA_016208115.1	JACQYR010000035.1_10	JACQYR010000035.1_13	JACQYR010000035.1_14											
935	GB_GCA_016208225.1	JACQYM010000212.1_1	JACQYM010000212.1_4	JACQYM010000212.1_5											
936	GB_GCA_016208235.1	JACQYN010000073.1_8	JACQYN010000073.1_4	JACQYN010000073.1_2											
937	GB_GCA_016209015.1	JACQWY010000037.1_86	JACQWY010000037.1_85	JACQWY010000037.1_84											
938	GB_GCA_016209155.1	JACQWU010000204.1_3	JACQWU010000204.1_7	JACQWU010000204.1_8											
939	GB_GCA_016212085.1	JACRHL010000011.1_59	JACRHL010000011.1_58	JACRHL010000011.1_57											
940	GB_GCA_016212095.1	JACRHH010000004.1_36	JACRHH010000004.1_35	JACRHH010000004.1_34											
941	GB_GCA_016212105.1	JACRHJ010000001.1_9	JACRHJ010000001.1_10	JACRHJ010000001.1_11											
942	GB_GCA_016212165.1	JACRGY010000106.1_16	JACRGY010000106.1_17	JACRGY010000106.1_18											
943	GB_GCA_016212685.1	JACREW010000217.1_4	JACREW010000217.1_3	JACREW010000217.1_2											
944	GB_GCA_016212925.1	JACRDF010000024.1_69	JACRDF010000024.1_66	JACRDF010000024.1_65											
945	GB_GCA_016212935.1	JACRDE010000486.1_5	JACRDE010000486.1_8	JACRDE010000486.1_9											
946	GB_GCA_016213205.1	JACRAZ010000061.1_32	JACRAZ010000061.1_33	JACRAZ010000103.1_12											
947	GB_GCA_016213215.1	JACRAW010000081.1_6	JACRAW010000003.1_4	JACRAW010000003.1_3											
948	GB_GCA_016213265.1	JACRBA010000159.1_1	JACRBA010000001.1_1	JACRBA010000001.1_2											
949	GB_GCA_016213825.1	JACQZP010000019.1_167	JACQZP010000031.1_129	JACQZP010000031.1_128				JACQZP010000031.1_43	JACQZP010000031.1_40	JACQZP010000031.1_38					
950	GB_GCA_016213945.1	JACQZF010000039.1_8	JACQZF010000039.1_9	JACQZF010000039.1_10											
951	GB_GCA_016214385.1	JACROP010000056.1_4	JACROP010000056.1_7	JACROP010000056.1_8											
952	GB_GCA_016214845.1	JACRMS010000039.1_78	JACRMS010000039.1_77	JACRMS010000039.1_76											
953	GB_GCA_016214855.1	JACRMT010000012.1_57	JACRMT010000012.1_56	JACRMT010000012.1_55											
954	GB_GCA_016214955.1	JACRMN010000017.1_75	JACRMN010000017.1_76	JACRMN010000017.1_77											
955	GB_GCA_016214985.1	JACRMM010000046.1_14	JACRMM010000013.1_2	JACRMM010000013.1_1											
956	GB_GCA_016215115.1	JACRLN010000006.1_44	JACRLN010000006.1_45	JACRLN010000006.1_46											
957	GB_GCA_016215155.1	JACRLQ010000084.1_23	JACRLQ010000084.1_24	JACRLQ010000084.1_25											
958	GB_GCA_016215555.1	JACRJC010000029.1_28	JACRJC010000029.1_29	JACRJC010000029.1_30											
959	GB_GCA_016215605.1	JACRJB010000068.1_113	JACRJB010000078.1_46	JACRJB010000078.1_45				JACRJB010000068.1_88	JACRJB010000068.1_89	JACRJB010000068.1_91			JACRJB010000014.1_223	JACRJB010000014.1_226	JACRJB010000014.1_224
960	GB_GCA_016215645.1	JACRIX010000071.1_9	JACRIX010000065.1_1	JACRIX010000065.1_2											
961	GB_GCA_016217595.1	JACRHS010000005.1_143	JACRHS010000005.1_144	JACRHS010000005.1_145											
962	GB_GCA_016217665.1	JACRHF010000025.1_9	JACRHF010000025.1_10	JACRHF010000025.1_11											
963	GB_GCA_016217675.1	JACRHC010000049.1_15	JACRHC010000049.1_16	JACRHC010000049.1_17											
964	GB_GCA_016217695.1	JACRHE010000068.1_18	JACRHE010000068.1_17	JACRHE010000068.1_16											
965	GB_GCA_016217725.1	JACRHB010000156.1_2	JACRHB010000075.1_1	JACRHB010000075.1_2											
966	GB_GCA_016218375.1	JACREG010000055.1_2	JACREG010000055.1_1	JACREG010000092.1_4											
967	GB_GCA_016218565.1	JACRDM010000046.1_13	JACRDM010000046.1_10	JACRDM010000046.1_9											
968	GB_GCA_016218665.1	JACRDI010000026.1_83	JACRDI010000026.1_86	JACRDI010000026.1_87											
969	GB_GCA_016218685.1	JACRDD010000023.1_4	JACRDD010000003.1_17	JACRDD010000003.1_18											
970	GB_GCA_016218705.1	JACRDC010000009.1_39	JACRDC010000009.1_36	JACRDC010000009.1_35											
971	GB_GCA_016218715.1	JACRDG010000112.1_73	JACRDG010000112.1_76	JACRDG010000112.1_77											
972	GB_GCA_016218905.1	JACRCS010000009.1_4	JACRCS010000009.1_1	JACRCS010000009.1_2											
973	GB_GCA_016218975.1	JACRCO010000071.1_85	JACRCO010000071.1_84	JACRCO010000071.1_83											
974	GB_GCA_016219005.1	JACRCN010000010.1_12	JACRCN010000010.1_9	JACRCN010000010.1_8											
975	GB_GCA_016219065.1	JACRCK010000276.1_14	JACRCK010000276.1_11	JACRCK010000276.1_10											
976	GB_GCA_016219145.1	JACRCG010000328.1_2	JACRCG010000328.1_3	JACRCG010000131.1_4											
977	GB_GCA_016219175.1	JACRCD010000018.1_17	JACRCD010000018.1_14	JACRCD010000018.1_13											
978	GB_GCA_016219185.1	JACRBZ010000091.1_21	JACRBZ010000091.1_24	JACRBZ010000091.1_25											
