	GenomeID	nifH	nifD	nifK	vnfD	vnfH	vnfK	anfD	anfH	anfK	nflD	nflH	ChlN	ChIl	ChlB
1011	GB_GCA_008933635.1	WBUQ01000079.1_1	WBUQ01000084.1_3	WBUQ01000084.1_4											
1012	GB_GCA_009711705.1	VENG01000008.1_181	VENG01000008.1_184	VENG01000008.1_185											
1013	RS_GCF_900119535.1	NZ_FPJT01000003.1_151	NZ_FPJT01000003.1_147	NZ_FPJT01000003.1_148											
1014	RS_GCF_014230055.1	NZ_JACHVA010000022.1_31	NZ_JACHVA010000022.1_30	NZ_JACHVA010000022.1_29											
1015	GB_GCA_017544125.1	JAFYET010000390.1_6	JAFYET010000390.1_7	JAFYET010000390.1_8											
1016	RS_GCF_009856865.1	NZ_WVUD01000010.1_58	NZ_WVUD01000010.1_61	NZ_WVUD01000010.1_62											
1017	RS_GCF_000969905.1	NZ_CP009520.1_978	NZ_CP009520.1_975	NZ_CP009520.1_974							NZ_CP009520.1_3207	NZ_CP009520.1_3206			
1018	GB_GCA_002329645.1	DCTS01000022.1_51	DCTS01000022.1_55	DCTS01000022.1_54											
1019	GB_GCA_002319815.1	DCFR01000082.1_7	DCFR01000082.1_10	DCFR01000082.1_11											
1020	RS_GCF_010448835.1	NZ_CP048409.1_1068	NZ_CP048409.1_1071	NZ_CP048409.1_1072											
1021	RS_GCF_900109225.1	NZ_FNZK01000009.1_79	NZ_FNZK01000009.1_82	NZ_FNZK01000009.1_83				NZ_FNZK01000024.1_38	NZ_FNZK01000024.1_41	NZ_FNZK01000024.1_36					
1022	GB_GCA_903909505.1	CAIVVZ010000222.1_4	CAIVVZ010000337.1_1	CAIVVZ010000337.1_2											
1023	GB_GCA_905236815.1	CAJOPE010000159.1_10	CAJOPE010000159.1_8	CAJOPE010000159.1_9											
1024	RS_GCF_000702545.1	NZ_JNIO01000007.1_158	NZ_JNIO01000007.1_159	NZ_JNIO01000007.1_160											
1025	RS_GCF_000429985.1	NZ_AUCX01000006.1_169	NZ_AUCX01000006.1_166	NZ_AUCX01000006.1_165											
1026	RS_GCF_000381065.1	NZ_KB905847.1_69	NZ_KB905847.1_72	NZ_KB905847.1_73				NZ_KB905840.1_19	NZ_KB905840.1_16	NZ_KB905840.1_21					
1027	RS_GCF_000189755.2	NZ_KI912183.1_849	NZ_KI912183.1_846	NZ_KI912183.1_842											
1028	GB_GCA_012026795.1	VEPM01000035.1_36	VEPM01000035.1_33	VEPM01000035.1_32							VEPM01000011.1_68	VEPM01000011.1_67			
1029	GB_GCA_003446375.1	DMAW01000080.1_5	DMAW01000080.1_2	DMAW01000184.1_29											
1030	RS_GCF_000585355.1	NZ_KK073873.1_2552	NZ_KK073873.1_2549	NZ_KK073873.1_2548											
1031	RS_GCF_001317355.1	NZ_LKET01000021.1_304	NZ_LKET01000021.1_307	NZ_LKET01000021.1_308											
1032	GB_GCA_017940685.1	JAGAYD010000135.1_14	JAGAYD010000135.1_13	JAGAYD010000135.1_12											
1033	GB_GCA_902780115.1	CACZEJ010000030.1_5	CACZEJ010000132.1_6	CACZEJ010000132.1_7											
1034	RS_GCF_002487355.1	NZ_NTMG01000054.1_54	NZ_NTMG01000054.1_57	NZ_NTMG01000054.1_58							NZ_NTMG01000068.1_44	NZ_NTMG01000068.1_45			
1035	GB_GCA_007124535.1	SLEY01000464.1_20	SLEY01000464.1_19	SLEY01000464.1_18											
1036	GB_GCA_905235845.1	CAJONG010000009.1_34	CAJONG010000009.1_33	CAJONG010000009.1_32											
1037	GB_GCA_905236465.1	CAJOQA010000364.1_5	CAJOQA010000364.1_1	CAJOQA010000364.1_2											
1038	GB_GCA_003142185.1	PLOR01000108.1_36	PLOR01000108.1_35	PLOR01000108.1_34											
1039	RS_GCF_001870905.1	NZ_LNDC01000078.1_33	NZ_LNDC01000078.1_36	NZ_LNDC01000078.1_37											
1040	GB_GCA_902797925.1	CADBUT010000060.1_1	CADBUT010000164.1_1	CADBUT010000468.1_1											
1041	GB_GCA_001462245.1	LIUG01000033.1_59	LIUG01000026.1_15	LIUG01000026.1_16											
1042	GB_GCA_900315285.1	OMYO01000017.1_30	OMYO01000017.1_28	OMYO01000017.1_27											
1043	RS_GCF_018918265.1	NZ_JAHLQC010000005.1_40	NZ_JAHLQC010000005.1_42	NZ_JAHLQC010000008.1_41											
1044	GB_GCA_018704065.1	JAGUQP010000054.1_2	JAGUQP010000058.1_3	JAGUQP010000057.1_3											
1045	GB_GCA_903859055.1	CAIOLC010000177.1_13	CAIOLC010000177.1_16	CAIOLC010000177.1_17									CAIOLC010000109.1_4	CAIOLC010000109.1_6	CAIOLC010000109.1_5
1046	GB_GCA_019163375.1	JAFLKK010000022.1_12	JAFLKK010000022.1_15	JAFLKK010000022.1_16											
1047	GB_GCA_900550105.1	URQW01000020.1_13	URQW01000020.1_16	URQW01000020.1_17											
1048	GB_GCA_003134375.1	PLAY01000022.1_18	PLAY01000022.1_15	PLAY01000022.1_14											
1049	RS_GCF_000255115.2	NC_018068.1_3914	NC_018068.1_3913	NC_018068.1_3912											
1050	GB_GCA_902789515.1	CADAOK010000050.1_7	CADAOK010000050.1_9	CADAOK010000050.1_8											
1051	GB_GCA_903887465.1	CAISPW010000164.1_8	CAISPW010000164.1_10	CAISPW010000164.1_11									CAISPW010000302.1_4	CAISPW010000302.1_1	CAISPW010000302.1_3
1052	GB_GCA_003161755.1	PMNP01000273.1_14	PMNP01000273.1_17	PMNP01000108.1_4											
1053	GB_GCA_002307035.1	DBTL01000044.1_80	DBTL01000044.1_77	DBTL01000044.1_76				DBTL01000134.1_20	DBTL01000134.1_23	DBTL01000134.1_17					
1054	GB_GCA_902797675.1	CADBTR010000122.1_9	CADBTR010000122.1_11	CADBTR010000122.1_12											
1055	GB_GCA_903927945.1	CAIYOZ010000087.1_6	CAIYOZ010000087.1_9	CAIYOZ010000087.1_10											
1056	RS_GCF_000215085.1	NC_015589.1_3474	NC_015589.1_3471	NC_015589.1_3470											
1057	GB_GCA_903832665.1	CAILCG010000025.1_14	CAILCG010000025.1_21	CAILCG010000025.1_20							CAILCG010000016.1_63	CAILCG010000014.1_272			
1058	GB_GCA_017450845.1	JAFSSU010000292.1_19	JAFSSU010000350.1_2	JAFSSU010000327.1_1											
1059	GB_GCA_003158505.1	PMJK01000033.1_30	PMJK01000033.1_29	PMJK01000033.1_28											
1060	GB_GCA_017393285.1	JAFORL010000061.1_6	JAFORL010000177.1_2	JAFORL010000067.1_3											
1061	GB_GCA_018829945.1	JAHJTI010000009.1_4	JAHJTI010000115.1_11	JAHJTI010000341.1_2											
1062	GB_GCA_002392915.1	DGHQ01000005.1_14	DGHQ01000005.1_16	DGHQ01000005.1_29											
1063	GB_GCA_017934745.1	JAGBIY010000027.1_90	JAGBIY010000061.1_27	JAGBIY010000027.1_88											
1064	GB_GCA_002371265.1	DFGT01000027.1_21	DFGT01000027.1_23	DFGT01000027.1_35											
1065	GB_GCA_003246855.1	QKCP01000121.1_33	QKCP01000121.1_36	QKCP01000121.1_37											
1066	GB_GCA_017881645.1	JADGQQ010000030.1_1	JADGQQ010000030.1_4	JADGQQ010000030.1_5											
1067	GB_GCA_900321525.1	ONWL01000168.1_1	ONWL01000242.1_1	ONWL01000168.1_4											
1068	GB_GCA_003162615.1	PMNG01000101.1_5	PMNG01000101.1_2	PMNG01000022.1_1							PMNG01000066.1_12	PMNG01000067.1_27			
1069	GB_GCA_015061115.1	SUXE01000001.1_251	SUXE01000001.1_249	SUXE01000001.1_233											
1070	GB_GCA_017860345.1	JAFNAV010000009.1_58	JAFNAV010000009.1_55	JAFNAV010000009.1_54											
1071	GB_GCA_902782665.1	CACZOA010000061.1_9	CACZOA010000061.1_7	CACZOA010000074.1_7											
1072	GB_GCA_003599195.1	QZIZ01000129.1_18	QZIZ01000129.1_22	QZIZ01000129.1_23											
1073	GB_GCA_018268715.1	JAFDVZ010000014.1_135	JAFDVZ010000014.1_136	JAFDVZ010000014.1_137											
1074	RS_GCF_004102725.1	NZ_LHQS01000002.1_293	NZ_LHQS01000002.1_296	NZ_LHQS01000002.1_297							NZ_LHQS01000002.1_827	NZ_LHQS01000001.1_817			
1075	RS_GCF_010586825.1	NZ_JAAAGB010000016.1_47	NZ_JAAAGB010000016.1_50	NZ_JAAAGB010000016.1_51											
1076	GB_GCA_900316715.1	ONEC01000048.1_13	ONEC01000048.1_12	ONEC01000048.1_11											
1077	GB_GCA_017635515.1	JAGBLH010000235.1_7	JAGBLH010000235.1_8	JAGBLH010000235.1_9											
1078	GB_GCA_012972835.1	JABDHK010000043.1_32	JABDHK010000043.1_35	JABDHK010000043.1_36									JABDHK010000004.1_143	JABDHK010000004.1_141	JABDHK010000004.1_142
1079	GB_GCA_002298165.1	DBMI01000028.1_135	DBMI01000028.1_138	DBMI01000028.1_139											
1080	RS_GCF_900095725.1	NZ_FMMP01000015.1_254	NZ_FMMP01000015.1_257	NZ_FMMP01000015.1_258											
1081	GB_GCA_018866245.1	CP076458.1_988	CP076458.1_989	CP076458.1_990											
1082	GB_GCA_002393865.1	DGUD01000199.1_12	DGUD01000199.1_26	DGUD01000199.1_15											
1083	RS_GCF_000017185.1	NC_009635.1_1450	NC_009635.1_1447	NC_009635.1_1446							NC_009635.1_1329	NC_009635.1_1238			
1084	GB_GCA_000155695.1	DS990592.1_4258	DS990592.1_4257	DS990592.1_4256											
1085	RS_GCF_001311825.1	NZ_BBCB01000009.1_28	NZ_BBCB01000009.1_32	NZ_BBCB01000009.1_33											
1086	GB_GCA_905235345.1	CAJOLO010000024.1_9	CAJOLO010000024.1_8	CAJOLO010000024.1_7											
1087	GB_GCA_016713425.1	JADJPE010000005.1_5303	JADJPE010000005.1_5302	JADJPE010000005.1_5301											
1088	GB_GCA_013334435.1	JAAXXP010000043.1_3	JAAXXP010000043.1_6	JAAXXP010000043.1_7									JAAXXP010000013.1_27	JAAXXP010000013.1_25	JAAXXP010000013.1_26
1089	RS_GCF_000271665.2	NZ_CP010978.1_4468	NZ_CP010978.1_4465	NZ_CP010978.1_4464				NZ_CP010978.1_1013	NZ_CP010978.1_1010	NZ_CP010978.1_1015					
1090	GB_GCA_013390605.1	JACAUB010000001.1_2216	JACAUB010000001.1_2213	JACAUB010000001.1_2212											
1091	RS_GCF_000174435.1	NZ_ACJN02000001.1_320	NZ_ACJN02000001.1_323	NZ_ACJN02000001.1_324											
1092	RS_GCF_000711295.1	NZ_JOMJ01000003.1_1754	NZ_JOMJ01000003.1_1751	NZ_JOMJ01000003.1_1750											
1093	RS_GCF_000235605.1	NC_016584.1_4828	NC_016584.1_4827	NC_016584.1_4826											
1094	RS_GCF_000178835.2	NC_015275.1_445	NC_015275.1_448	NC_015275.1_449											
1095	RS_GCF_000186885.1	NC_014972.1_3037	NC_014972.1_3040	NC_014972.1_3041											
1096	GB_GCA_003564775.1	PXEI01000352.1_7	PXEI01000352.1_6	PXEI01000352.1_5											
1097	RS_GCF_000389635.1	NC_021182.1_3330	NC_021182.1_3328	NC_021182.1_3327											
1098	GB_GCA_013390565.1	JACATZ010000003.1_1637	JACATZ010000003.1_1633	JACATZ010000003.1_1632									JACATZ010000001.1_2116	JACATZ010000001.1_2114	JACATZ010000001.1_2115
1099	GB_GCA_019163335.1	JAFLKM010000008.1_52	JAFLKM010000008.1_55	JAFLKM010000008.1_56											
1100	GB_GCA_017519205.1	JAFWSW010000172.1_4	JAFWSW010000207.1_3	JAFWSW010000207.1_1											
1101	GB_GCA_009929485.1	SAAJ01000047.1_19	SAAJ01000047.1_16	SAAJ01000047.1_15											
1102	GB_GCA_017412405.1	JAFPYB010000211.1_2	JAFPYB010000091.1_3	JAFPYB010000091.1_2											
1103	GB_GCA_903896915.1	CAITZN010000516.1_4	CAITZN010000516.1_1	CAITZN010000524.1_6											
1104	GB_GCA_015222855.1	JADFWA010000299.1_2	JADFWA010000299.1_5	JADFWA010000299.1_6											
1105	GB_GCA_003554505.1	PWGS01000305.1_5	PWGS01000305.1_8	PWGS01000305.1_9											
1106	GB_GCA_902796985.1	CADBRC010000235.1_5	CADBRC010000296.1_3	CADBRC010000296.1_2											
1107	RS_GCF_002196705.1	NZ_NADJ01000040.1_392	NZ_NADJ01000040.1_391	NZ_NADJ01000040.1_390				NZ_NADJ01000015.1_10	NZ_NADJ01000015.1_7	NZ_NADJ01000015.1_12					
1108	GB_GCA_004193595.1	RPGQ01000013.1_50	RPGQ01000013.1_53	RPGQ01000013.1_54											
1109	RS_GCF_000429945.1	NZ_AUCV01000001.1_367	NZ_AUCV01000044.1_40	NZ_AUCV01000044.1_39											
1110	RS_GCF_001045675.1	NZ_LEKT01000060.1_16	NZ_LEKT01000018.1_18	NZ_LEKT01000018.1_17											
1111	RS_GCF_000472665.1	NZ_AXAC01000027.1_11	NZ_AXAC01000027.1_14	NZ_AXAC01000027.1_15											
1112	GB_GCA_002841785.1	PHAW01000089.1_7	PHAW01000089.1_10	PHAW01000089.1_11											
1113	GB_GCA_017513085.1	JAFWDK010000010.1_23	JAFWDK010000010.1_28	JAFWDK010000010.1_26											
1114	RS_GCF_001298735.1	NZ_CYSP01000014.1_42	NZ_CYSP01000014.1_45	NZ_CYSP01000014.1_46				NZ_CYSP01000025.1_17	NZ_CYSP01000025.1_16	NZ_CYSP01000025.1_19					
1115	GB_GCA_017544405.1	JAFYEE010000163.1_2	JAFYEE010000163.1_3	JAFYEE010000163.1_4											
1116	GB_GCA_015488275.1	WFOD01000145.1_9	WFOD01000145.1_4	WFOD01000145.1_3											
1117	RS_GCF_000341395.1	NC_020304.1_328	NC_020304.1_331	NC_020304.1_332											
1118	GB_GCA_902384525.1	CABMCA010000102.1_32	CABMCA010000102.1_35	CABMCA010000102.1_36							CABMCA010000097.1_41	CABMCA010000097.1_40			
1119	GB_GCA_902789175.1	CADANF010000012.1_89	CADANF010000012.1_91	CADANF010000012.1_92											
1120	GB_GCA_009993495.1	JAACTI010000368.1_1	JAACTI010000176.1_2	JAACTI010000314.1_1											
1121	GB_GCA_002841335.1	PHEY01000006.1_195	PHEY01000006.1_194	PHEY01000006.1_193											
1122	RS_GCF_008001235.1	NZ_CP040751.1_1626	NZ_CP040751.1_1629	NZ_CP040751.1_1630											
1123	RS_GCF_001874525.1	NZ_LKAQ01000001.1_769	NZ_LKAQ01000001.1_766	NZ_LKAQ01000001.1_765				NZ_LKAQ01000004.1_2352	NZ_LKAQ01000004.1_2355	NZ_LKAQ01000004.1_2350					
1124	RS_GCF_900128905.1	NZ_FQTV01000005.1_101	NZ_FQTV01000005.1_104	NZ_FQTV01000005.1_105											
1125	RS_GCF_001263355.1	NZ_LGYO01000022.1_259	NZ_LGYO01000022.1_256	NZ_LGYO01000022.1_255											
1126	GB_GCA_002403785.1	DHIM01000108.1_2	DHIM01000144.1_10	DHIM01000144.1_9											
1127	GB_GCA_013331215.1	DUGU01000236.1_1	DUGU01000033.1_18	DUGU01000033.1_19											
1128	GB_GCA_007117465.1	SKGK01000158.1_14	SKGK01000158.1_11	SKGK01000158.1_10											
1129	GB_GCA_012517315.1	JAAYVE010000057.1_13	JAAYVE010000057.1_10	JAAYVE010000057.1_9											
1130	GB_GCA_017449265.1	JAFSJW010000067.1_11	JAFSJW010000089.1_22	JAFSJW010000089.1_32											
1131	GB_GCA_903822375.1	CAIJOU010000740.1_2	CAIJOU010000740.1_5	CAIJOU010000740.1_6											
1132	RS_GCF_000371905.1	NZ_AQUD01000006.1_109	NZ_AQUD01000006.1_59	NZ_AQUD01000006.1_58											
1133	GB_GCA_017478485.1	JAFVDI010000029.1_6	JAFVDI010000029.1_8	JAFVDI010000029.1_7											
1134	GB_GCA_016278505.1	JADQBQ010000019.1_99	JADQBQ010000019.1_102	JADQBQ010000019.1_103											
1135	RS_GCF_000685155.1	NZ_JMIY01000001.1_759	NZ_JMIY01000001.1_756	NZ_JMIY01000001.1_755							NZ_JMIY01000005.1_336	NZ_JMIY01000005.1_335			
1136	RS_GCF_000178115.2	NC_014828.1_1561	NC_014828.1_1558	NC_014828.1_1557											
1137	GB_GCA_902788785.1	CADALT010000016.1_15	CADALT010000016.1_14	CADALT010000016.1_13											
1138	RS_GCF_004342165.1	NZ_SMAL01000003.1_12	NZ_SMAL01000003.1_9	NZ_SMAL01000003.1_8											
1139	RS_GCF_000949475.1	NZ_JRHC01000008.1_16	NZ_JRHC01000008.1_13	NZ_JRHC01000008.1_12											
1140	GB_GCA_018821785.1	JAHJLI010000255.1_11	JAHJLI010000255.1_14	JAHJLI010000255.1_15											
1141	GB_GCA_902766335.1	CACXDI010000148.1_27	CACXDI010000148.1_26	CACXDI010000148.1_25											
1142	GB_GCA_002434245.1	DJJR01000052.1_79	DJJR01000052.1_76	DJJR01000052.1_75				DJJR01000063.1_27	DJJR01000063.1_30	DJJR01000063.1_25					
1143	GB_GCA_903916565.1	CAIWXH010000606.1_5	CAIWXH010000606.1_3	CAIWXH010000606.1_2									CAIWXH010000376.1_1	CAIWXH010000755.1_6	CAIWXH010000755.1_8
1144	RS_GCF_001270375.1	NZ_LGVB01000015.1_2060	NZ_LGVB01000015.1_2063	NZ_LGVB01000015.1_2064											
1145	RS_GCF_900114615.1	NZ_FOTS01000010.1_105	NZ_FOTS01000010.1_102	NZ_FOTS01000010.1_101				NZ_FOTS01000037.1_19	NZ_FOTS01000037.1_16	NZ_FOTS01000037.1_21					
1146	RS_GCF_900111595.1	NZ_FOHN01000005.1_44	NZ_FOHN01000008.1_117	NZ_FOHN01000005.1_41											
1147	GB_GCA_003508755.1	DNTK01000016.1_2	DNTK01000530.1_5	DNTK01000530.1_4											
1148	GB_GCA_003525525.1	DQED01000369.1_4	DQED01000211.1_14	DQED01000211.1_13											
1149	GB_GCA_903871235.1	CAIQGA010000081.1_2	CAIQGA010000081.1_5	CAIQGA010000081.1_6									CAIQGA010000171.1_20	CAIQGA010000171.1_18	CAIQGA010000171.1_19
1150	RS_GCF_003046625.1	NZ_QAAD01000014.1_51	NZ_QAAD01000014.1_54	NZ_QAAD01000014.1_55											
1151	GB_GCA_007693505.1	REDL01000067.1_22	REDL01000067.1_19	REDL01000067.1_18											
1152	GB_GCA_902772975.1	CACYCX010000095.1_3	CACYCX010000089.1_5	CACYCX010000089.1_4											
1153	GB_GCA_900319195.1	ONNL01000121.1_10	ONNL01000121.1_8	ONNL01000121.1_7											
1154	GB_GCA_900542575.1	UQOE01000004.1_134	UQOE01000004.1_136	UQOE01000004.1_137											
1155	RS_GCF_000934745.1	NZ_JYNO01000012.1_51	NZ_JYNO01000012.1_54	NZ_JYNO01000012.1_55											
1156	RS_GCF_000174415.1	NZ_ACJM01000023.1_11	NZ_ACJM01000023.1_8	NZ_ACJM01000023.1_7											
1157	RS_GCF_900167115.1	NZ_FUXZ01000006.1_18	NZ_FUXZ01000013.1_5	NZ_FUXZ01000006.1_15											
1158	GB_GCA_003194445.1	PQXF01000004.1_158	PQXF01000004.1_155	PQXF01000004.1_154							PQXF01000011.1_3	PQXF01000008.1_109			
1159	GB_GCA_017889725.1	JAGGAE010000064.1_7	JAGGAE010000064.1_4	JAGGAE010000064.1_3				JAGGAE010000092.1_4	JAGGAE010000092.1_7	JAGGAE010000092.1_2					
1160	RS_GCF_000143965.1	NC_014365.1_443	NC_014365.1_440	NC_014365.1_439											
1161	RS_GCF_900141835.1	NZ_FQZD01000024.1_17	NZ_FQZD01000024.1_14	NZ_FQZD01000024.1_13				NZ_FQZD01000006.1_92	NZ_FQZD01000006.1_91	NZ_FQZD01000006.1_94					
1162	RS_GCF_900128885.1	NZ_FQTU01000001.1_9	NZ_FQTU01000001.1_12	NZ_FQTU01000001.1_13											
1163	RS_GCF_000016545.1	NC_009437.1_2544	NC_009437.1_2541	NC_009437.1_2540											
1164	GB_GCA_902786965.1	CADAEJ010000002.1_29	CADAEJ010000002.1_28	CADAEJ010000002.1_27											
1165	GB_GCA_016699695.1	CP065006.1_2993	CP065006.1_2996	CP065006.1_2997											
1166	GB_GCA_013152355.1	JAADGO010000050.1_15	JAADGO010000050.1_12	JAADGO010000050.1_11											
1167	RS_GCF_900119155.1	NZ_FPIR01000022.1_47	NZ_FPIR01000022.1_48	NZ_FPIR01000011.1_26											
1168	RS_GCF_002356295.1	NZ_AP018042.1_881	NZ_AP018042.1_884	NZ_AP018042.1_885											
1169	RS_GCF_008830185.1	NZ_WAGX01000005.1_851	NZ_WAGX01000005.1_848	NZ_WAGX01000005.1_847											
1170	GB_GCA_003250355.1	QKGS01000086.1_11	QKGS01000086.1_14	QKGS01000086.1_15											
1171	GB_GCA_017889585.1	JAGFZX010000051.1_14	JAGFZX010000051.1_17	JAGFZX010000051.1_18											
1172	RS_GCF_000315365.1	NZ_CAOS01000003.1_446	NZ_CAOS01000003.1_443	NZ_CAOS01000003.1_442											
1173	RS_GCF_000275865.1	NZ_CM001555.1_533	NZ_CM001555.1_530	NZ_CM001555.1_529							NZ_CM001555.1_1674	NZ_CM001555.1_1831			
1174	GB_GCA_017478245.1	JAFVDW010000056.1_10	JAFVDW010000056.1_5	JAFVDW010000056.1_4											
1175	GB_GCA_007695055.1	REEM01000134.1_18	REEM01000134.1_17	REEM01000134.1_16											
1176	GB_GCA_017464355.1	JAFUAG010000003.1_132	JAFUAG010000003.1_131	JAFUAG010000003.1_130											
1177	GB_GCA_017962145.1	JAGCVX010000017.1_19	JAGCVX010000017.1_24	JAGCVX010000017.1_22											
1178	GB_GCA_003599425.1	QZKC01000068.1_41	QZKC01000042.1_4	QZKC01000042.1_5											
1179	RS_GCF_000021965.1	NC_011832.1_564	NC_011832.1_561	NC_011832.1_560							NC_011832.1_677	NC_011832.1_236			
1180	RS_GCF_000015125.1	NC_008639.1_772	NC_008639.1_769	NC_008639.1_768									NC_008639.1_2530	NC_008639.1_2528	NC_008639.1_2529
1181	RS_GCF_003053565.1	NZ_QAXS01000013.1_47	NZ_QAXS01000013.1_44	NZ_QAXS01000013.1_43											
1182	GB_GCA_019163175.1	JAFLKN010000044.1_32	JAFLKN010000044.1_35	JAFLKN010000044.1_36											
1183	GB_GCA_003246935.1	QKCF01000252.1_2	QKCF01000252.1_6	QKCF01000252.1_7											
1184	GB_GCA_016213825.1	JACQZP010000019.1_167	JACQZP010000031.1_129	JACQZP010000031.1_128				JACQZP010000031.1_40	JACQZP010000031.1_43	JACQZP010000031.1_38					
1185	RS_GCF_002113825.1	NZ_CP020873.1_735	NZ_CP020873.1_731	NZ_CP020873.1_730									NZ_CP020873.1_2115	NZ_CP020873.1_2112	NZ_CP020873.1_2113
1186	RS_GCF_007115085.1	NZ_SULK01000010.1_118	NZ_SULK01000010.1_121	NZ_SULK01000010.1_122											
1187	RS_GCF_000247605.1	NC_016894.1_800	NC_016894.1_797	NC_016894.1_796				NC_016894.1_705	NC_016894.1_708	NC_016894.1_703					
1188	GB_GCA_002325605.1	DCSM01000168.1_13	DCSM01000168.1_15	DCSM01000168.1_16									DCSM01000008.1_7	DCSM01000008.1_9	DCSM01000008.1_8
1189	GB_GCA_003232385.1	QIJE01000001.1_91	QIJE01000001.1_87	QIJE01000001.1_86											
1190	GB_GCA_013178275.1	JABLWZ010000015.1_43	JABLWZ010000015.1_46	JABLWZ010000015.1_47											
1191	GB_GCA_018434355.1	JAHDPL010000023.1_10	JAHDPL010000023.1_13	JAHDPL010000023.1_14											
1192	GB_GCA_016784355.1	JADHUV010000007.1_59	JADHUV010000007.1_56	JADHUV010000007.1_55											
1193	RS_GCF_000204415.1	NC_015416.1_538	NC_015416.1_541	NC_015416.1_542							NC_015416.1_1681	NC_015416.1_447			
1194	GB_GCA_013791995.1	VMSS01000216.1_2	VMSS01000216.1_5	VMSS01000216.1_6											
1195	GB_GCA_016218665.1	JACRDI010000026.1_83	JACRDI010000026.1_86	JACRDI010000026.1_87											
1196	GB_GCA_015655215.1	JAATFL010000031.1_1	JAATFL010000031.1_4	JAATFL010000031.1_5											
1197	GB_GCA_902783005.1	CACZPI010000073.1_25	CACZPI010000073.1_16	CACZPI010000073.1_17											
1198	GB_GCA_017964745.1	JAGCRJ010000054.1_2	JAGCRJ010000255.1_2	JAGCRJ010000255.1_1											
1199	GB_GCA_002428705.1	DIXN01000004.1_67	DIXN01000004.1_70	DIXN01000004.1_71											
1200	RS_GCF_900104445.1	NZ_FNJI01000011.1_36	NZ_FNJI01000011.1_33	NZ_FNJI01000011.1_32											
1201	GB_GCA_018897105.1	JAHILF010000141.1_23	JAHILF010000141.1_20	JAHILF010000141.1_19											
1202	GB_GCA_003151855.1	PLYV01000057.1_5	PLYV01000057.1_7	PLYV01000057.1_8											
1203	GB_GCA_011390065.1	JAABTD010000353.1_3	JAABTD010000353.1_6	JAABTD010000050.1_23											
1204	GB_GCA_016936575.1	JAFGXQ010000066.1_11	JAFGXQ010000066.1_8	JAFGXQ010000066.1_7											
1205	GB_GCA_007127235.1	SKZT01000016.1_18	SKZT01000016.1_15	SKZT01000016.1_14											
1206	RS_GCF_900167085.1	NZ_FUXA01000004.1_86	NZ_FUXA01000004.1_88	NZ_FUXA01000004.1_89											
1207	GB_GCA_009711615.1	VENI01000005.1_308	VENI01000005.1_305	VENI01000005.1_304											
1208	RS_GCF_000526455.1	NZ_JAGC01000009.1_1472	NZ_JAGC01000009.1_1475	NZ_JAGC01000009.1_1476											
1209	RS_GCF_018141445.1	NZ_CP058649.1_3188	NZ_CP058649.1_3185	NZ_CP058649.1_3184											
1210	GB_GCA_903863885.1	CAIPEB010000462.1_19	CAIPEB010000462.1_18	CAIPEB010000462.1_17											
1211	GB_GCA_014237365.1	JABZFQ010000194.1_5	JABZFQ010000194.1_8	JABZFQ010000333.1_1											
1212	GB_GCA_012719555.1	JAAYAE010000064.1_9	JAAYAE010000064.1_6	JAAYAE010000064.1_5											
1213	RS_GCF_000195755.1	NC_005863.1_15	NC_005863.1_12	NC_005863.1_11											
1214	GB_GCA_902802985.1	CADCOE010000048.1_20	CADCOE010000048.1_25	CADCOE010000048.1_24											
1215	RS_GCF_002532535.1	NZ_NQWI01000003.1_50	NZ_NQWI01000003.1_52	NZ_NQWI01000003.1_53									NZ_NQWI01000045.1_2	NZ_NQWI01000177.1_2	NZ_NQWI01000045.1_1
1216	GB_GCA_003252135.1	QKDK01000232.1_16	QKDK01000232.1_13	QKDK01000232.1_12											
1217	GB_GCA_001799475.1	MGTN01000127.1_57	MGTN01000127.1_49	MGTN01000127.1_53											
1218	GB_GCA_000961725.1	LADS01000004.1_67	LADS01000004.1_70	LADS01000004.1_71											
1219	GB_GCA_015654535.1	JAATGU010000055.1_16	JAATGU010000055.1_19	JAATGU010000055.1_20				JAATGU010000114.1_30	JAATGU010000114.1_33	JAATGU010000114.1_28					
1220	RS_GCF_900111235.1	NZ_FOJI01000013.1_57	NZ_FOJI01000013.1_54	NZ_FOJI01000013.1_53											
1221	RS_GCF_017875315.1	NZ_JAGGMM010000001.1_494	NZ_JAGGMM010000001.1_497	NZ_JAGGMM010000001.1_498							NZ_JAGGMM010000001.1_140	NZ_JAGGMM010000004.1_45			
1222	RS_GCF_001509575.1	NZ_LMBR01000001.1_63	NZ_LMBR01000001.1_60	NZ_LMBR01000001.1_59									NZ_LMBR01000251.1_4	NZ_LMBR01000251.1_2	NZ_LMBR01000251.1_3
1223	RS_GCF_010882175.1	NZ_WKLH01000003.1_665	NZ_WKLH01000003.1_668	NZ_WKLH01000003.1_669											
1224	RS_GCF_004103755.1	NZ_CP035283.1_2370	NZ_CP035283.1_2362	NZ_CP035283.1_2363											
1225	GB_GCA_015057775.1	SVDT01000061.1_3	SVDT01000061.1_6	SVDT01000061.1_7											
